participant_id,condition,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,conf_radio.response,conf_radio.rt
sub185_NB,NB,36.0,frames/Vid36_BB_T.png,frames/Vid36_L.png,l,1.0,8.322418799973093,3.0,40.86563729995396
sub185_NB,NB,11.0,frames/Vid11_EM_T.png,frames/Vid11_L.png,l,1.0,9.943119500065222,5.0,2.8647750000236556
sub185_NB,NB,38.0,frames/Vid38_EM_T.png,frames/Vid38_L.png,l,0.0,12.300444799941031,4.0,2.5123804999748245
sub185_NB,NB,26.0,frames/Vid26_EM_T.png,frames/Vid26_L.png,l,1.0,2.6649428999517113,4.0,4.147937800036743
sub185_NB,NB,8.0,frames/Vid8_BB_T.png,frames/Vid8_L.png,l,1.0,7.676608299952932,3.0,2.080695000011474
sub185_NB,NB,17.0,frames/Vid17_BB_T.png,frames/Vid17_L.png,r,1.0,4.209788799984381,5.0,1.446302100084722
sub185_NB,NB,10.0,frames/Vid10_BB_T.png,frames/Vid10_L.png,r,1.0,5.821145199937746,4.0,2.197905599954538
sub185_NB,NB,25.0,frames/Vid25_BB_T.png,frames/Vid25_L.png,r,1.0,19.448970400029793,3.0,2.197032099938951
sub185_NB,NB,40.0,frames/Vid40_EM_T.png,frames/Vid40_L.png,r,1.0,4.46261000004597,5.0,1.2300475999945777
sub185_NB,NB,5.0,frames/Vid5_EM_T.png,frames/Vid5_L.png,l,1.0,4.737721399986185,4.0,1.8817111999960616
sub185_NB,NB,28.0,frames/Vid28_EM_T.png,frames/Vid28_L.png,r,1.0,3.812795800040476,5.0,1.247603000025265
sub185_NB,NB,35.0,frames/Vid35_EM_T.png,frames/Vid35_L.png,l,1.0,6.160890099941753,4.0,1.4648327000904828
sub185_NB,NB,2.0,frames/Vid2_BB_T.png,frames/Vid2_L.png,l,1.0,4.405692800064571,5.0,1.5644655999494717
sub185_NB,NB,23.0,frames/Vid23_EM_T.png,frames/Vid23_L.png,l,1.0,5.138279000064358,3.0,1.8631286999443544
sub185_NB,NB,16.0,frames/Vid16_EM_T.png,frames/Vid16_L.png,l,1.0,5.5452115999069065,4.0,1.3964664998929948
sub185_NB,NB,27.0,frames/Vid27_BB_T.png,frames/Vid27_L.png,r,1.0,5.454728599986993,5.0,1.0654862000374123
sub185_NB,NB,22.0,frames/Vid22_EM_T.png,frames/Vid22_L.png,r,0.0,3.0186031000921503,5.0,1.414189399918541
sub185_NB,NB,7.0,frames/Vid7_EM_T.png,frames/Vid7_L.png,l,1.0,3.941431700019166,5.0,0.7636983999982476
sub185_NB,NB,20.0,frames/Vid20_EM_T.png,frames/Vid20_L.png,l,1.0,2.6833406999940053,4.0,0.8646330999908969
sub185_NB,NB,12.0,frames/Vid12_EM_T.png,frames/Vid12_L.png,r,1.0,4.5657458999194205,5.0,0.9480619000969456
sub185_NB,NB,1.0,frames/Vid1_EM_T.png,frames/Vid1_L.png,l,1.0,7.434443700010888,3.0,0.7811226999619976
sub185_NB,NB,4.0,frames/Vid4_EM_T.png,frames/Vid4_L.png,r,1.0,2.8859336000168696,5.0,1.0646136000286788
sub185_NB,NB,33.0,frames/Vid33_BB_T.png,frames/Vid33_L.png,r,1.0,5.158093000063673,4.0,1.3816878999350592
sub185_NB,NB,30.0,frames/Vid30_EM_T.png,frames/Vid30_L.png,r,1.0,5.3834740000311285,4.0,1.4312490000156686
sub185_NB,NB,6.0,frames/Vid6_BB_T.png,frames/Vid6_L.png,l,1.0,3.532516300096177,5.0,1.564220399945043
sub185_NB,NB,9.0,frames/Vid9_EM_T.png,frames/Vid9_L.png,l,1.0,5.562630199943669,4.0,1.1643523999955503
sub185_NB,NB,19.0,frames/Vid19_BB_T.png,frames/Vid19_L.png,r,0.0,5.804387000040151,4.0,0.9150285000214352
sub185_NB,NB,13.0,frames/Vid13_BB_T.png,frames/Vid13_L.png,l,1.0,2.894072699942626,5.0,0.9988573000300676
sub185_NB,NB,37.0,frames/Vid37_BB_T.png,frames/Vid37_L.png,r,1.0,2.8304512999020517,5.0,1.1814681000541896
sub185_NB,NB,32.0,frames/Vid32_EM_T.png,frames/Vid32_L.png,l,1.0,4.566060499986634,5.0,1.1800096000079066
sub185_NB,NB,21.0,frames/Vid21_BB_T.png,frames/Vid21_L.png,r,1.0,4.389979299972765,5.0,1.464798800065182
sub185_NB,NB,18.0,frames/Vid18_EM_T.png,frames/Vid18_L.png,l,1.0,3.809235099935904,5.0,1.0468156000133604
sub185_NB,NB,34.0,frames/Vid34_BB_T.png,frames/Vid34_L.png,l,1.0,7.3885474998969585,4.0,1.0626582000404596
sub185_NB,NB,31.0,frames/Vid31_EM_T.png,frames/Vid31_L.png,r,1.0,8.358939500059932,3.0,1.7981474000262097
sub185_NB,NB,15.0,frames/Vid15_BB_T.png,frames/Vid15_L.png,r,1.0,5.302101899986155,4.0,1.098096700035967
sub185_NB,NB,3.0,frames/Vid3_BB_T.png,frames/Vid3_L.png,l,1.0,3.4160802999977022,5.0,1.0152653999393806
sub185_NB,NB,24.0,frames/Vid24_BB_T.png,frames/Vid24_L.png,l,0.0,5.548841200070456,4.0,1.3139496999792757
sub185_NB,NB,14.0,frames/Vid14_BB_T.png,frames/Vid14_L.png,r,1.0,3.865023500053212,4.0,0.8646459999727085
sub185_NB,NB,29.0,frames/Vid29_BB_T.png,frames/Vid29_L.png,l,1.0,4.479644599952735,5.0,1.0968592000426725
sub185_NB,NB,39.0,frames/Vid39_BB_T.png,frames/Vid39_L.png,l,1.0,8.608478599926457,4.0,1.448671399964951
