participant_id,condition,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,conf_radio.response,conf_radio.rt,is_repeat,vigilance_pressed,vigilance_correct
sub134_AB,AB,26.0,frames/Vid26_EM_T.png,frames/Vid26_L.png,r,0.0,1.230276699992828,5.0,6.415113700000802,,,
sub134_AB,AB,6.0,frames/Vid6_BB_T.png,frames/Vid6_L.png,l,1.0,7.57664859999204,5.0,4.0646167999948375,,,
sub134_AB,AB,14.0,frames/Vid14_BB_T.png,frames/Vid14_L.png,l,1.0,3.3075456000078702,5.0,1.8958370000036664,,,
sub134_AB,AB,36.0,frames/Vid36_BB_T.png,frames/Vid36_L.png,r,1.0,3.51693250000244,4.0,2.314218899991829,,,
sub134_AB,AB,12.0,frames/Vid12_EM_T.png,frames/Vid12_L.png,r,1.0,4.689313199996832,4.0,1.1990488000010373,,,
sub134_AB,AB,28.0,frames/Vid28_EM_T.png,frames/Vid28_L.png,l,1.0,2.2894325999950524,5.0,1.582048099997337,,,
sub134_AB,AB,40.0,frames/Vid40_EM_T.png,frames/Vid40_L.png,r,1.0,3.1655630999885034,3.0,2.4318296999990707,,,
sub134_AB,AB,8.0,frames/Vid8_BB_T.png,frames/Vid8_L.png,r,1.0,8.612693200004287,3.0,2.780195899991668,,,
sub134_AB,AB,27.0,frames/Vid27_BB_T.png,frames/Vid27_L.png,l,1.0,5.735081100006937,4.0,1.6817709999886574,,,
sub134_AB,AB,16.0,frames/Vid16_EM_T.png,frames/Vid16_L.png,l,1.0,3.0951535000058357,4.0,1.3824213000043528,,,
sub134_AB,AB,17.0,frames/Vid17_BB_T.png,frames/Vid17_L.png,r,0.0,3.095367300004,4.0,1.4962435999914303,,,
sub134_AB,AB,19.0,frames/Vid19_BB_T.png,frames/Vid19_L.png,l,0.0,3.2387879000016255,5.0,1.6642875999968965,,,
sub134_AB,AB,13.0,frames/Vid13_BB_T.png,frames/Vid13_L.png,r,1.0,3.33618209999986,4.0,1.7484147000068333,,,
sub134_AB,AB,22.0,frames/Vid22_EM_T.png,frames/Vid22_L.png,r,1.0,1.8163206999888644,5.0,1.7309682999912184,,,
sub134_AB,AB,2.0,frames/Vid2_BB_T.png,frames/Vid2_L.png,r,1.0,4.337456400011433,5.0,1.0641044999938458,,,
sub134_AB,AB,30.0,frames/Vid30_EM_T.png,frames/Vid30_L.png,l,1.0,2.4910764999949606,4.0,1.498396099996171,,,
sub134_AB,AB,31.0,frames/Vid31_EM_T.png,frames/Vid31_L.png,l,1.0,3.956693400003133,5.0,1.1807696999894688,,,
sub134_AB,AB,24.0,frames/Vid24_BB_T.png,frames/Vid24_L.png,r,1.0,2.4793190999916987,5.0,0.91390909999609,,,
sub134_AB,AB,37.0,frames/Vid37_BB_T.png,frames/Vid37_L.png,l,1.0,2.1326650000119116,5.0,0.8982586999918567,,,
sub134_AB,AB,33.0,frames/Vid33_BB_T.png,frames/Vid33_L.png,r,1.0,2.2644106000079773,4.0,1.0323515000054613,,,
sub134_AB,AB,15.0,frames/Vid15_BB_T.png,frames/Vid15_L.png,r,1.0,2.458048499989673,5.0,0.9991147999971872,,,
sub134_AB,AB,3.0,frames/Vid3_BB_T.png,frames/Vid3_L.png,r,1.0,3.634390499995789,5.0,1.0803338999976404,,,
sub134_AB,AB,9.0,frames/Vid9_EM_T.png,frames/Vid9_L.png,r,1.0,2.754234899999574,5.0,0.9485028000053716,,,
sub134_AB,AB,32.0,frames/Vid32_EM_T.png,frames/Vid32_L.png,r,1.0,2.9243914000107907,5.0,1.2639590999897337,,,
sub134_AB,AB,23.0,frames/Vid23_EM_T.png,frames/Vid23_L.png,r,1.0,3.972675199998775,4.0,1.4330022000067402,,,
sub134_AB,AB,18.0,frames/Vid18_EM_T.png,frames/Vid18_L.png,r,1.0,2.346368599988637,5.0,0.847672000003513,,,
sub134_AB,AB,11.0,frames/Vid11_EM_T.png,frames/Vid11_L.png,l,1.0,2.5188178999960655,5.0,0.9832805000041844,,,
sub134_AB,AB,38.0,frames/Vid38_EM_T.png,frames/Vid38_L.png,r,1.0,3.3347671999945305,4.0,1.3655915999988792,,,
sub134_AB,AB,5.0,frames/Vid5_EM_T.png,frames/Vid5_L.png,l,1.0,3.3853011000028346,4.0,0.9327319000003628,,,
sub134_AB,AB,10.0,frames/Vid10_BB_T.png,frames/Vid10_L.png,l,1.0,5.766566799997236,4.0,1.41436930000782,,,
sub134_AB,AB,39.0,frames/Vid39_BB_T.png,frames/Vid39_L.png,r,1.0,3.2035548999992898,4.0,0.8981330999959027,,,
sub134_AB,AB,29.0,frames/Vid29_BB_T.png,frames/Vid29_L.png,l,1.0,2.5300462000013795,5.0,1.0987692999915453,,,
sub134_AB,AB,7.0,frames/Vid7_EM_T.png,frames/Vid7_L.png,r,1.0,3.5323707000061404,5.0,1.3164331000007223,,,
sub134_AB,AB,25.0,frames/Vid25_BB_T.png,frames/Vid25_L.png,r,0.0,5.166585099999793,3.0,1.264744800006156,,,
sub134_AB,AB,35.0,frames/Vid35_EM_T.png,frames/Vid35_L.png,r,1.0,3.0674424000026193,4.0,0.6151639000017894,,,
sub134_AB,AB,21.0,frames/Vid21_BB_T.png,frames/Vid21_L.png,r,1.0,2.639466300010099,5.0,1.1478587000019616,,,
sub134_AB,AB,1.0,frames/Vid1_EM_T.png,frames/Vid1_L.png,l,0.0,11.307741900003748,4.0,1.2317352000100072,,,
sub134_AB,AB,4.0,frames/Vid4_EM_T.png,frames/Vid4_L.png,r,0.0,5.335142700001597,5.0,1.04772960000264,,,
sub134_AB,AB,20.0,frames/Vid20_EM_T.png,frames/Vid20_L.png,l,0.0,4.868761699995957,3.0,1.3144195000058971,,,
sub134_AB,AB,34.0,frames/Vid34_BB_T.png,frames/Vid34_L.png,r,1.0,2.447990900007426,4.0,0.8446496999968076,,,
