path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,7,7,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],0,[5.260176600000705],[None],5,1.5478911999962293,,,,,0,7,7,8,1591.7260246000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.712634399999,1591.7260246000078,1591.7260246000078,1591.7260246000078,1591.7260246000078,1591.7260246000078,1591.7260246000078,1596.994531999997,['r'],0,[5.260176600000705],[None],1596.995556199996,1597.0090098000073,1597.0090098000073,1597.0090098000073,1598.5597388000024,5,1.5478911999962293,5,1.5478911999962293,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,8,8,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['r'],1,[4.7902446999942185],[None],4,1.397396700005629,,,,,0,8,8,2,1598.6119545999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.5990164999967,1598.6119545999973,1598.6119545999973,1598.6119545999973,1598.6119545999973,1598.6119545999973,1598.6119545999973,1603.411173200002,['r'],1,[4.7902446999942185],[None],1603.4124490999966,1603.4259680999967,1603.4259680999967,1603.4259680999967,1604.8263134000008,4,1.397396700005629,4,1.397396700005629,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,9,9,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['l'],1,[2.8918482000008225],[None],5,1.332320500005153,,,,,0,9,9,10,1604.8782603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.868340999994,1604.8782603,1604.8782603,1604.8782603,1604.8782603,1604.8782603,1604.8782603,1607.7770992000005,['l'],1,[2.8918482000008225],[None],1607.7779259999952,1607.7925118999992,1607.7925118999992,1607.7925118999992,1609.126719199994,5,1.332320500005153,5,1.332320500005153,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,10,10,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],0,[2.9842499000078533],[None],5,1.3816499000095064,,,,,0,10,10,35,1609.161795699998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.139199199999,1609.161795699998,1609.161795699998,1609.161795699998,1609.161795699998,1609.161795699998,1609.161795699998,1612.1608056999976,['r'],0,[2.9842499000078533],[None],1612.1618443000043,1612.1759187999996,1612.1759187999996,1612.1759187999996,1613.5593803999946,5,1.3816499000095064,5,1.3816499000095064,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,11,11,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],0,[4.736525799991796],[None],4,1.065148700014106,,,,,0,11,11,3,1613.6096426000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.6023547000077,1613.6096426000004,1613.6096426000004,1613.6096426000004,1613.6096426000004,1613.6096426000004,1613.6096426000004,1618.361809599999,['r'],0,[4.736525799991796],[None],1618.3631288000033,1618.3754358000006,1618.3754358000006,1618.3754358000006,1619.4429533999937,4,1.065148700014106,4,1.065148700014106,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,12,12,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['l'],1,[4.187167500000214],[None],5,1.6483915999997407,,,,,0,12,12,16,1619.4788833000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.4672202999936,1619.4788833000057,1619.4788833000057,1619.4788833000057,1619.4788833000057,1619.4788833000057,1619.4788833000057,1623.6777991999988,['l'],1,[4.187167500000214],[None],1623.6789429000055,1623.6924151999992,1623.6924151999992,1623.6924151999992,1625.342639800001,5,1.6483915999997407,5,1.6483915999997407,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,13,13,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['r'],0,[4.976090299998759],[None],5,1.2482290000043577,,,,,0,13,13,11,1625.3940741999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.3847814000037,1625.3940741999977,1625.3940741999977,1625.3940741999977,1625.3940741999977,1625.3940741999977,1625.3940741999977,1630.3778119000053,['r'],0,[4.976090299998759],[None],1630.3786759000068,1630.3918897999974,1630.3918897999974,1630.3918897999974,1631.6430009000032,5,1.2482290000043577,5,1.2482290000043577,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,14,14,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],0,[1.978782100006356],[None],4,1.3968775999965146,,,,,0,14,14,29,1631.6634435000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.651922799996,1631.6634435000014,1631.6634435000014,1631.6634435000014,1631.6634435000014,1631.6634435000014,1631.6634435000014,1633.645792700001,['l'],0,[1.978782100006356],[None],1633.6468737999967,1633.6586643000046,1633.6586643000046,1633.6586643000046,1635.0590248999943,4,1.3968775999965146,4,1.3968775999965146,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,15,15,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[5.540260699999635],[None],4,1.0315370000025723,,,,,0,15,15,5,1635.1097470999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.1008774999937,1635.1097470999957,1635.1097470999957,1635.1097470999957,1635.1097470999957,1635.1097470999957,1635.1097470999957,1640.6609014999995,['r'],1,[5.540260699999635],[None],1640.6618145999964,1640.6754148000036,1640.6754148000036,1640.6754148000036,1641.708998800008,4,1.0315370000025723,4,1.0315370000025723,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,16,16,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],0,[4.040684100007638],[None],3,1.3796968999959063,,,,,0,16,16,4,1641.7455731999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.736267900007,1641.7455731999944,1641.7455731999944,1641.7455731999944,1641.7455731999944,1641.7455731999944,1641.7455731999944,1645.7953776000068,['l'],0,[4.040684100007638],[None],1645.7964862999943,1645.808446199997,1645.808446199997,1645.808446199997,1647.1932308999967,3,1.3796968999959063,3,1.3796968999959063,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,17,17,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[4.556707800002187],[None],5,1.2984375000087311,,,,,0,17,17,14,1647.2614862000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.2394809999969,1647.2614862000046,1647.2614862000046,1647.2614862000046,1647.2614862000046,1647.2614862000046,1647.2614862000046,1651.8271492000058,['r'],1,[4.556707800002187],[None],1651.8280807999981,1651.842324199999,1651.842324199999,1651.842324199999,1653.1424181000039,5,1.2984375000087311,5,1.2984375000087311,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,18,18,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[2.151703499999712],[None],5,1.0980240000062622,,,,,0,18,18,36,1653.1783119000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.153210599994,1653.1783119000029,1653.1783119000029,1653.1783119000029,1653.1783119000029,1653.1783119000029,1653.1783119000029,1655.3437055999966,['l'],1,[2.151703499999712],[None],1655.344926699996,1655.3590992999962,1655.3590992999962,1655.3590992999962,1656.4598016999953,5,1.0980240000062622,5,1.0980240000062622,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,19,19,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],0,[3.8140265999973053],[None],5,1.1803090000030352,,,,,0,19,19,17,1656.492092600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.4707716999983,1656.492092600005,1656.492092600005,1656.492092600005,1656.492092600005,1656.492092600005,1656.492092600005,1660.3116977000027,['l'],0,[3.8140265999973053],[None],1660.3124910000042,1660.3252434000024,1660.3252434000024,1660.3252434000024,1661.509694399996,5,1.1803090000030352,5,1.1803090000030352,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,20,20,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['r'],1,[4.953931600000942],[None],5,1.0986981000023661,,,,,0,20,20,0,1661.576117100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.5536491999956,1661.576117100005,1661.576117100005,1661.576117100005,1661.576117100005,1661.576117100005,1661.576117100005,1666.5433508999995,['r'],1,[4.953931600000942],[None],1666.544257600006,1666.5589990000008,1666.5589990000008,1666.5589990000008,1667.6595587000047,5,1.0986981000023661,5,1.0986981000023661,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,21,21,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],1,[4.994090799998958],[None],3,1.5641831000102684,,,,,0,21,21,24,1667.680126399995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.6694252000016,1667.680126399995,1667.680126399995,1667.680126399995,1667.680126399995,1667.680126399995,1667.680126399995,1672.6777532999986,['l'],1,[4.994090799998958],[None],1672.6788126000029,1672.6923570000072,1672.6923570000072,1672.6923570000072,1674.2604295000056,3,1.5641831000102684,3,1.5641831000102684,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,22,22,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['l'],1,[4.942184700004873],[None],4,0.880441699991934,,,,,0,22,22,28,1674.2919459999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.2732838999946,1674.2919459999976,1674.2919459999976,1674.2919459999976,1674.2919459999976,1674.2919459999976,1674.2919459999976,1679.2450338000053,['l'],1,[4.942184700004873],[None],1679.2459497999953,1679.2586875999987,1679.2586875999987,1679.2586875999987,1680.142706700004,4,0.880441699991934,4,0.880441699991934,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,23,23,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['l'],1,[2.6090223000064725],[None],4,0.7641723999986425,,,,,0,23,23,7,1680.193138600007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.180875399994,1680.193138600007,1680.193138600007,1680.193138600007,1680.193138600007,1680.193138600007,1680.193138600007,1682.8112129999936,['l'],1,[2.6090223000064725],[None],1682.8122034999978,1682.840520800004,1682.840520800004,1682.840520800004,1683.5929956000036,4,0.7641723999986425,4,0.7641723999986425,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,24,24,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],1,[3.4448196000012103],[None],4,0.8642199000023538,,,,,0,24,24,37,1683.6132346999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.6028402999946,1683.6132346999948,1683.6132346999948,1683.6132346999948,1683.6132346999948,1683.6132346999948,1683.6132346999948,1687.0614588000026,['l'],1,[3.4448196000012103],[None],1687.0624277000024,1687.0752623000008,1687.0752623000008,1687.0752623000008,1687.9428214000072,4,0.8642199000023538,4,0.8642199000023538,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,25,25,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],1,[3.353046699994593],[None],5,1.0307033000135561,,,,,0,25,25,15,1687.993014000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.9826444000064,1687.993014000007,1687.993014000007,1687.993014000007,1687.993014000007,1687.993014000007,1687.993014000007,1691.3610152000037,['r'],1,[3.353046699994593],[None],1691.362092299998,1691.3756160000048,1691.3756160000048,1691.3756160000048,1692.4097257999965,5,1.0307033000135561,5,1.0307033000135561,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,26,26,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[1.8364844000025187],[None],5,1.5978365000046324,,,,,0,26,26,27,1692.4296706000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.419551900006,1692.4296706000023,1692.4296706000023,1692.4296706000023,1692.4296706000023,1692.4296706000023,1692.4296706000023,1694.2783218999975,['l'],1,[1.8364844000025187],[None],1694.2792266000033,1694.2919503000012,1694.2919503000012,1694.2919503000012,1695.8928306000016,5,1.5978365000046324,5,1.5978365000046324,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,27,27,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],0,[5.499529299995629],[None],5,1.0984651999897324,,,,,0,27,27,6,1695.942592499996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.9353188999958,1695.942592499996,1695.942592499996,1695.942592499996,1695.942592499996,1695.942592499996,1695.942592499996,1701.443824700007,['r'],0,[5.499529299995629],[None],1701.4447427999985,1701.4593139000062,1701.4593139000062,1701.4593139000062,1702.559630600008,5,1.0984651999897324,5,1.0984651999897324,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,28,28,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[3.47831779999251],[None],4,1.4475971999927424,,,,,0,28,28,12,1702.612028100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.5930055000063,1702.612028100004,1702.612028100004,1702.612028100004,1702.612028100004,1702.612028100004,1702.612028100004,1706.0946418999956,['l'],0,[3.47831779999251],[None],1706.0957576999936,1706.1087544000038,1706.1087544000038,1706.1087544000038,1707.559576300002,4,1.4475971999927424,4,1.4475971999927424,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,29,29,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[4.68746519999695],[None],5,1.1821709999931045,,,,,0,29,29,21,1707.5945773999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.571768599999,1707.5945773999993,1707.5945773999993,1707.5945773999993,1707.5945773999993,1707.5945773999993,1707.5945773999993,1712.2937659000017,['r'],1,[4.68746519999695],[None],1712.2947473999957,1712.3089749000064,1712.3089749000064,1712.3089749000064,1713.492826200003,5,1.1821709999931045,5,1.1821709999931045,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,30,30,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['l'],0,[3.3805508999939775],[None],4,1.1303585999994539,,,,,0,30,30,25,1713.5257076999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.5075764000067,1713.5257076999987,1713.5257076999987,1713.5257076999987,1713.5257076999987,1713.5257076999987,1713.5257076999987,1716.9121879000013,['l'],0,[3.3805508999939775],[None],1716.9132650999964,1716.9255742999958,1716.9255742999958,1716.9255742999958,1718.0591782999982,4,1.1303585999994539,4,1.1303585999994539,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
,,,31,31,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[5.34825880000426],[None],4,0.897220600003493,,,,,0,31,31,32,1718.077810200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.0689357999945,1718.077810200004,1718.077810200004,1718.077810200004,1718.077810200004,1718.077810200004,1718.077810200004,1723.4281515000039,['l'],1,[5.34825880000426],[None],1723.4291853000032,1723.442531099994,1723.442531099994,1723.442531099994,1724.342826299995,4,0.897220600003493,4,0.897220600003493,,,,sub138_AB,001,2026-02-02_19h38.24.822,recognitionstage,,2025.1.1,59.58080139616623,2026-02-02 19h38.53.484419 +0530,
