path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.005778899998404086,0.008224900000641355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00824799999827519,0.024677199999132426,0.024677199999132426,13.393415599999571,space,13.36273810000057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39346569999907,13.408984900001087,13.408984900001087,29.009518800001388,space,15.586207000000286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
abrupt_videos\abrupt_11.mp4,29,0,44,44,0,,,,,,,,,,0,44,44,12,,,,,1521.1573777000012,,,,,,,,,,,,,,,,,,,,,,,,1521.1132155999985,1521.1573777000012,1521.1573777000012,1550.4902159000012,1550.3483942999992,None,0,1,1550.4844000000012,1550.4902159000012,1552.9764388000003,1552.9923882000003,3.5926591999996162,None,1552.976524499998,1552.9923882000003,1552.9923882000003,1583.2439134999986,space,30.243206200000714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,0,0,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[7.51456799999869],[None],5,8.579723099999683,,,,,0,0,0,26,1583.2729843999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.263242500001,1583.2729843999987,1583.2729843999987,1583.2729843999987,1583.2729843999987,1583.2729843999987,1583.2729843999987,1590.7947185000012,['l'],1,[7.51456799999869],[None],1590.7959699999992,1590.8225518,1590.8225518,1590.8225518,1599.3921278999987,5,8.579723099999683,5,8.579723099999683,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,1,1,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[4.234454700002971],[None],3,3.3663835000006657,,,,,0,1,1,9,1599.4570590000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.4400720999984,1599.4570590000003,1599.4570590000003,1599.4570590000003,1599.4570590000003,1599.4570590000003,1599.4570590000003,1603.692186100001,['l'],1,[4.234454700002971],[None],1603.6929052000014,1603.7093375000004,1603.7093375000004,1603.7093375000004,1607.0752470000007,3,3.3663835000006657,3,3.3663835000006657,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,2,2,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['r'],1,[4.142452400003094],[None],4,2.113913199998933,,,,,0,2,2,2,1607.1568528999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.1355216999982,1607.1568528999996,1607.1568528999996,1607.1568528999996,1607.1568528999996,1607.1568528999996,1607.1568528999996,1611.3100798999985,['r'],1,[4.142452400003094],[None],1611.3112645,1611.3239907999996,1611.3239907999996,1611.3239907999996,1613.4421709999988,4,2.113913199998933,4,2.113913199998933,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,3,3,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['l'],1,[10.340781499999139],[None],2,2.745369899999787,,,,,0,3,3,3,1613.5107124999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.488129199999,1613.5107124999995,1613.5107124999995,1613.5107124999995,1613.5107124999995,1613.5107124999995,1613.5107124999995,1623.861963700001,['l'],1,[10.340781499999139],[None],1623.8632317999982,1623.8739251000006,1623.8739251000006,1623.8739251000006,1626.6258377000013,2,2.745369899999787,2,2.745369899999787,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,4,4,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[6.614646499998344],[None],2,1.8140776000000187,,,,,0,4,4,37,1626.6607111999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.6369321999991,1626.6607111999983,1626.6607111999983,1626.6607111999983,1626.6607111999983,1626.6607111999983,1626.6607111999983,1633.2770225999993,['r'],1,[6.614646499998344],[None],1633.2779074999999,1633.2907197999994,1633.2907197999994,1633.2907197999994,1635.1086483,2,1.8140776000000187,2,1.8140776000000187,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,5,5,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[5.126319000002695],[None],5,2.2969025999991572,,,,,0,5,5,20,1635.141214299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.1205207999992,1635.141214299998,1635.141214299998,1635.141214299998,1635.141214299998,1635.141214299998,1635.141214299998,1640.2780309000009,['r'],1,[5.126319000002695],[None],1640.2787075999986,1640.2945732999979,1640.2945732999979,1640.2945732999979,1642.592014400001,5,2.2969025999991572,5,2.2969025999991572,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,6,6,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[6.619347899999411],[None],3,3.3826119000004837,,,,,0,6,6,23,1642.6244168999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.6064588000008,1642.6244168999983,1642.6244168999983,1642.6244168999983,1642.6244168999983,1642.6244168999983,1642.6244168999983,1649.2595048000003,['l'],1,[6.619347899999411],[None],1649.2605054999985,1649.274519399998,1649.274519399998,1649.274519399998,1652.6582344999988,3,3.3826119000004837,3,3.3826119000004837,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
,,,7,7,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['r'],1,[3.974912999998196],[None],4,1.714736099998845,,,,,0,7,7,32,1652.6765363999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.6672599000012,1652.6765363999984,1652.6765363999984,1652.6765363999984,1652.6765363999984,1652.6765363999984,1652.6765363999984,1656.6600149000005,['r'],1,[3.974912999998196],[None],1656.6611783000008,1656.6744647999985,1656.6744647999985,1656.6744647999985,1658.3918802999979,4,1.714736099998845,4,1.714736099998845,,,,,,,,sub25_AB,001,2026-01-18_18h44.26.859,recognitionstage,,2025.1.1,59.95958723848053,2026-01-18 18h45.51.524715 +0530,
