path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.012851099978433922,0.07585959997959435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07588739998755045,0.09657209998113103,0.09657209998113103,23.367351900000358,space,23.268728700000793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.367427399993176,23.383084599976428,23.383084599976428,35.78395640000235,space,12.398199900024338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
Trimmed_videos/natural_10.mp4,37,0,44,44,0,,,,,,,,,,0,44,44,11,,,,,1547.3314559999853,,,,,,,,,,,,,,,,,,,,,,,,1547.2849413999938,1547.3314559999853,1547.3314559999853,1584.6312769999786,1584.4861656999856,None,0,1,1584.621722699987,1584.6312769999786,1587.1330786999897,1587.1174948999833,2.8448187000176404,None,1587.1175848999992,1587.1330786999897,1587.1330786999897,1630.3353921999806,space,43.20074869997916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,0,0,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[5.488036900002044],[None],5,5.113574100018013,,,,,0,0,0,12,1630.414009399974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.3932520999806,1630.414009399974,1630.414009399974,1630.414009399974,1630.414009399974,1630.414009399974,1630.414009399974,1635.9182403000013,['l'],0,[5.488036900002044],[None],1635.9195976999763,1635.9465060999792,1635.9465060999792,1635.9465060999792,1641.0493281999952,5,5.113574100018013,5,5.113574100018013,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,1,1,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['l'],1,[9.900604900001781],[None],5,2.4319444999855477,,,,,0,1,1,38,1641.0972076999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.0902630999917,1641.0972076999897,1641.0972076999897,1641.0972076999897,1641.0972076999897,1641.0972076999897,1641.0972076999897,1651.0005065999867,['l'],1,[9.900604900001781],[None],1651.0014875999768,1651.015499799978,1651.015499799978,1651.015499799978,1653.4499970999896,5,2.4319444999855477,5,2.4319444999855477,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,2,2,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],0,[6.682537499989849],[None],2,2.3465922999894246,,,,,0,2,2,4,1653.5153121999756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.4948517000012,1653.5153121999756,1653.5153121999756,1653.5153121999756,1653.5153121999756,1653.5153121999756,1653.5153121999756,1660.2016418999992,['l'],0,[6.682537499989849],[None],1660.2029963999812,1660.2150475999806,1660.2150475999806,1660.2150475999806,1662.5665760999836,2,2.3465922999894246,2,2.3465922999894246,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,3,3,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[4.778723599971272],[None],5,1.8636318999924697,,,,,0,3,3,5,1662.6509709999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.628191099997,1662.6509709999955,1662.6509709999955,1662.6509709999955,1662.6509709999955,1662.6509709999955,1662.6509709999955,1667.434925199981,['r'],1,[4.778723599971272],[None],1667.4361476999766,1667.4482906999765,1667.4482906999765,1667.4482906999765,1669.316161499999,5,1.8636318999924697,5,1.8636318999924697,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,4,4,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['r'],1,[4.49404640001012],[None],5,1.6804831000044942,,,,,0,4,4,33,1669.3517438999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.3417045999959,1669.3517438999843,1669.3517438999843,1669.3517438999843,1669.3517438999843,1669.3517438999843,1669.3517438999843,1673.8519021999964,['r'],1,[4.49404640001012],[None],1673.8535289999854,1673.8803665000014,1673.8803665000014,1673.8803665000014,1675.548906799988,5,1.6804831000044942,5,1.6804831000044942,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,5,5,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[4.686107599991374],[None],5,1.3815016000007745,,,,,0,5,5,6,1675.6157432999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.603895599983,1675.6157432999753,1675.6157432999753,1675.6157432999753,1675.6157432999753,1675.6157432999753,1675.6157432999753,1680.317457600002,['l'],1,[4.686107599991374],[None],1680.3187686999736,1680.33248859999,1680.33248859999,1680.33248859999,1681.715752499993,5,1.3815016000007745,5,1.3815016000007745,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,6,6,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[7.126573100016685],[None],4,0.9988341999996919,,,,,0,6,6,29,1681.7509809999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.7424943999795,1681.7509809999901,1681.7509809999901,1681.7509809999901,1681.7509809999901,1681.7509809999901,1681.7509809999901,1688.8832705999957,['l'],1,[7.126573100016685],[None],1688.8842616999755,1688.898998699995,1688.898998699995,1688.898998699995,1689.9001960000023,4,0.9988341999996919,4,0.9988341999996919,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
,,,7,7,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],0,[8.60701129998779],[None],4,2.481067399989115,,,,,0,7,7,3,1689.9826123999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.9597022999951,1689.9826123999956,1689.9826123999956,1689.9826123999956,1689.9826123999956,1689.9826123999956,1689.9826123999956,1698.6012199999823,['r'],0,[8.60701129998779],[None],1698.6022196999984,1698.6152351999772,1698.6152351999772,1698.6152351999772,1701.1001402999973,4,2.481067399989115,4,2.481067399989115,,,,,,,,sub84_NB,001,2026-01-28_22h42.26.016,recognitionstage,,2025.1.1,59.95710669080901,2026-01-28 22h43.35.223230 +0530,
