path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.009701299975859001,0.07199929998023435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720281999965664,0.07679019999341108,0.07679019999341108,8.897685299976729,space,8.803312200005166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.897740899992641,8.912581099983072,8.912581099983072,15.864737099997,space,6.943523800000548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
Trimmed_videos/natural_39.mp4,48,0,44,44,0,,,,,,,,,,0,44,44,43,,,,,1515.9286525999778,,,,,,,,,,,,,,,,,,,,,,,,1515.8830332999933,1515.9286525999778,1515.9286525999778,1564.6779831000022,1564.5206748999772,None,0,1,1564.6572600999789,1564.6779831000022,1567.1637718999991,1480.9784434999747,7.079295100003947,None,1567.1638611999806,1567.1805291999772,1567.1805291999772,1594.9141456999932,space,27.731728400016436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,0,0,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[8.533349000004819],[None],5,11.297525400004815,,,,,0,0,0,14,1595.0111057999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.9883195000002,1595.0111057999893,1595.0111057999893,1595.0111057999893,1595.0111057999893,1595.0111057999893,1595.0111057999893,1603.547593700001,['r'],1,[8.533349000004819],[None],1603.548653099977,1603.5766482999898,1603.5766482999898,1603.5766482999898,1614.862724799983,5,11.297525400004815,5,11.297525400004815,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,1,1,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[7.769651000009617],[None],5,1.6809909000003245,,,,,0,1,1,34,1614.910780599981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.9056181999913,1614.910780599981,1614.910780599981,1614.910780599981,1614.910780599981,1614.910780599981,1614.910780599981,1622.6975544999877,['r'],1,[7.769651000009617],[None],1622.698461699998,1622.7117106999794,1622.7117106999794,1622.7117106999794,1624.3959911999991,5,1.6809909000003245,5,1.6809909000003245,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,2,2,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],1,[5.84378339999239],[None],5,1.6646655000222381,,,,,0,2,2,37,1624.4286734999914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.4210855999845,1624.4286734999914,1624.4286734999914,1624.4286734999914,1624.4286734999914,1624.4286734999914,1624.4286734999914,1630.2809039999847,['l'],1,[5.84378339999239],[None],1630.2818478999834,1630.2952639999858,1630.2952639999858,1630.2952639999858,1631.962993299996,5,1.6646655000222381,5,1.6646655000222381,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,3,3,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[5.900321199995233],[None],5,1.231734500004677,,,,,0,3,3,21,1632.0120054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.9939979999908,1632.0120054,1632.0120054,1632.0120054,1632.0120054,1632.0120054,1632.0120054,1637.913614899997,['r'],1,[5.900321199995233],[None],1637.9144562000001,1637.9288604999892,1637.9288604999892,1637.9288604999892,1639.1635946999886,5,1.231734500004677,5,1.231734500004677,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,4,4,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],1,[5.1629192999971565],[None],5,1.4491431000060402,,,,,0,4,4,7,1639.2293521999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.215303199977,1639.2293521999964,1639.2293521999964,1639.2293521999964,1639.2293521999964,1639.2293521999964,1639.2293521999964,1644.3971342000004,['r'],1,[5.1629192999971565],[None],1644.3981786999793,1644.4121438000002,1644.4121438000002,1644.4121438000002,1645.8629289999953,5,1.4491431000060402,5,1.4491431000060402,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
,,,5,5,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[5.598356200003764],[None],5,0.7644521000038367,,,,,0,5,5,32,1645.8980506999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.8875379999809,1645.8980506999942,1645.8980506999942,1645.8980506999942,1645.8980506999942,1645.8980506999942,1645.8980506999942,1651.4973839999875,['l'],1,[5.598356200003764],[None],1651.498612299998,1651.5123851999815,1651.5123851999815,1651.5123851999815,1652.280290099996,5,0.7644521000038367,5,0.7644521000038367,,,,,,,,sub80_NB,001,2026-01-28_18h38.54.231,recognitionstage,,2025.1.1,59.896522770755624,2026-01-28 18h39.24.660253 +0530,
