path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.017019599999912316,0.019519199999194825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01953960000173538,0.03653359999952954,0.03653359999952954,12.838744699998642,space,12.79208909999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.838825700000598,12.853600900001766,12.853600900001766,19.522591400000238,space,6.663539500001207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
abrupt_videos\abrupt_36.mp4,19,0,44,44,0,,,,,,,,,,0,44,44,39,,,,,1513.3850884999993,,,,,,,,,,,,,,,,,,,,,,,,1513.3288561000008,1513.3850884999993,1513.3850884999993,1532.9512981000007,1532.8005449000011,None,0,1,1532.9358799000001,1532.9512981000007,1513.3850884999993,1535.4370313,1.3482982000023185,None,1535.4371178000001,1535.4529097999985,1535.4529097999985,1561.6045501000008,space,26.135281899998517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,0,0,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[4.336894399999437],[None],4,6.314751499998238,,,,,0,0,0,12,1561.6674042999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.6475419000017,1561.6674042999985,1561.6674042999985,1561.6674042999985,1561.6674042999985,1561.6674042999985,1561.6674042999985,1566.0207959,['l'],0,[4.336894399999437],[None],1566.0217470999996,1566.0498144000012,1566.0498144000012,1566.0498144000012,1572.3524672999993,4,6.314751499998238,4,6.314751499998238,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,1,1,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[2.4432554000013624],[None],5,2.3973849000030896,,,,,0,1,1,23,1572.4007416999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.382800899999,1572.4007416999993,1572.4007416999993,1572.4007416999993,1572.4007416999993,1572.4007416999993,1572.4007416999993,1574.8545804999994,['l'],1,[2.4432554000013624],[None],1574.855672400001,1574.8682724999999,1574.8682724999999,1574.8682724999999,1577.2694765999986,5,2.3973849000030896,5,2.3973849000030896,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,2,2,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['r'],1,[4.96477589999995],[None],3,2.7155087999999523,,,,,0,2,2,4,1577.3194059999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.2989487000013,1577.3194059999987,1577.3194059999987,1577.3194059999987,1577.3194059999987,1577.3194059999987,1577.3194059999987,1582.2876423000016,['r'],1,[4.96477589999995],[None],1582.2881712999988,1582.302075399999,1582.302075399999,1582.302075399999,1585.0189791000012,3,2.7155087999999523,3,2.7155087999999523,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,3,3,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[2.4787111000005098],[None],5,1.928346300002886,,,,,0,3,3,31,1585.0536365000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.0308474999983,1585.0536365000007,1585.0536365000007,1585.0536365000007,1585.0536365000007,1585.0536365000007,1585.0536365000007,1587.5392235,['r'],1,[2.4787111000005098],[None],1587.5409166999998,1587.5667830999992,1587.5667830999992,1587.5667830999992,1589.4860618999992,5,1.928346300002886,5,1.928346300002886,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,4,4,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],1,[2.453450700002577],[None],5,1.816301900002145,,,,,0,4,4,17,1589.5184711000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.4965263000013,1589.5184711000002,1589.5184711000002,1589.5184711000002,1589.5184711000002,1589.5184711000002,1589.5184711000002,1591.9868521999997,['l'],1,[2.453450700002577],[None],1591.9876898000002,1592.0020073999985,1592.0020073999985,1592.0020073999985,1593.8195047000008,5,1.816301900002145,5,1.816301900002145,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,5,5,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],1,[3.758545000000595],[None],4,2.3311734999988403,,,,,0,5,5,33,1593.8375535999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.8288772999986,1593.8375535999985,1593.8375535999985,1593.8375535999985,1593.8375535999985,1593.8375535999985,1593.8375535999985,1597.6044293000014,['l'],1,[3.758545000000595],[None],1597.6053040000006,1597.618265000001,1597.618265000001,1597.618265000001,1599.9521838,4,2.3311734999988403,4,2.3311734999988403,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,6,6,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[3.1948417000021436],[None],5,1.7818452999999863,,,,,0,6,6,35,1599.9851124000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.9640217999986,1599.9851124000015,1599.9851124000015,1599.9851124000015,1599.9851124000015,1599.9851124000015,1599.9851124000015,1603.186991300001,['l'],1,[3.1948417000021436],[None],1603.1880022000005,1603.2024996,1603.2024996,1603.2024996,1604.9856459000002,5,1.7818452999999863,5,1.7818452999999863,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,7,7,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[2.92811200000142],[None],5,1.9485486000012315,,,,,0,7,7,2,1605.0359910000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0250817999986,1605.0359910000006,1605.0359910000006,1605.0359910000006,1605.0359910000006,1605.0359910000006,1605.0359910000006,1607.9702856000004,['l'],1,[2.92811200000142],[None],1607.971257199999,1607.9854113000001,1607.9854113000001,1607.9854113000001,1609.935626999999,5,1.9485486000012315,5,1.9485486000012315,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,8,8,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[2.6889374000020325],[None],4,2.0160901000017475,,,,,0,8,8,18,1609.9710008000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.9463127000017,1609.9710008000002,1609.9710008000002,1609.9710008000002,1609.9710008000002,1609.9710008000002,1609.9710008000002,1612.6698527000008,['l'],1,[2.6889374000020325],[None],1612.670573200001,1612.6854711000015,1612.6854711000015,1612.6854711000015,1614.702307399999,4,2.0160901000017475,4,2.0160901000017475,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,9,9,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[4.867776399998547],[None],3,2.4634365999991132,,,,,0,9,9,37,1614.7206633999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.7126996000006,1614.7206633999995,1614.7206633999995,1614.7206633999995,1614.7206633999995,1614.7206633999995,1614.7206633999995,1619.6045589999994,['r'],1,[4.867776399998547],[None],1619.605929199999,1619.633374500001,1619.633374500001,1619.633374500001,1622.0861336999988,3,2.4634365999991132,3,2.4634365999991132,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,10,10,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[2.132605299997522],[None],5,2.0309025999995356,,,,,0,10,10,27,1622.1034040000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.095229300001,1622.1034040000013,1622.1034040000013,1622.1034040000013,1622.1034040000013,1622.1034040000013,1622.1034040000013,1624.2373349000009,['l'],1,[2.132605299997522],[None],1624.2384200000015,1624.252002000001,1624.252002000001,1624.252002000001,1626.2860273000006,5,2.0309025999995356,5,2.0309025999995356,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,11,11,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],1,[3.9241403999985778],[None],5,2.2295577000004414,,,,,0,11,11,7,1626.3358651999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.3246752000014,1626.3358651999988,1626.3358651999988,1626.3358651999988,1626.3358651999988,1626.3358651999988,1626.3358651999988,1630.2713402000009,['r'],1,[3.9241403999985778],[None],1630.2730532999994,1630.285504899999,1630.285504899999,1630.285504899999,1632.5191505000003,5,2.2295577000004414,5,2.2295577000004414,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,12,12,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['l'],1,[2.7202214999997523],[None],5,1.6155452999992121,,,,,0,12,12,10,1632.571800900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.5614969999988,1632.571800900001,1632.571800900001,1632.571800900001,1632.571800900001,1632.571800900001,1632.571800900001,1635.304009899999,['l'],1,[2.7202214999997523],[None],1635.3050968999996,1635.3187230000003,1635.3187230000003,1635.3187230000003,1636.935558699999,5,1.6155452999992121,5,1.6155452999992121,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
,,,13,13,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['r'],1,[3.457501599998068],[None],5,2.2632092000021657,,,,,0,13,13,36,1636.9707870999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.9471793000012,1636.9707870999991,1636.9707870999991,1636.9707870999991,1636.9707870999991,1636.9707870999991,1636.9707870999991,1640.437896200001,['r'],1,[3.457501599998068],[None],1640.4394051000017,1640.4524242000007,1640.4524242000007,1640.4524242000007,1642.7192834999987,5,2.2632092000021657,5,2.2632092000021657,,,,,,,,sub127_AB,001,2026-02-01_22h32.59.893,recognitionstage,,2025.1.1,59.84476268485802,2026-02-01 22h33.47.422069 +0530,
