path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.019386100000701845,0.02184099999431055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021863899994059466,0.0385666000074707,0.0385666000074707,7.840893000000506,space,7.784768299999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.840989999996964,7.85606619999453,7.85606619999453,13.040307100003702,space,5.183366299999761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
abrupt_videos\abrupt_22.mp4,34,0,44,44,0,,,,,,,,,,0,44,44,24,,,,,1496.570648599998,,,,,,,,,,,,,,,,,,,,,,,,1496.521131100002,1496.570648599998,1496.570648599998,1531.303509499994,1531.1550225999963,None,0,1,1531.291564900006,1531.303509499994,1533.8049800000008,1533.789827200002,1.5119803999987198,None,1533.7899024999933,1533.8049800000008,1533.8049800000008,1554.1730188999936,space,20.362145899998723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,0,0,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],0,[4.404036099993391],[None],1,7.532175600004848,,,,,0,0,0,32,1554.2027663000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.1897241999977,1554.2027663000044,1554.2027663000044,1554.2027663000044,1554.2027663000044,1554.2027663000044,1554.2027663000044,1558.6228430000047,['l'],0,[4.404036099993391],[None],1558.6237151999958,1558.6373915000004,1558.6373915000004,1558.6373915000004,1566.1713288000028,1,7.532175600004848,1,7.532175600004848,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,1,1,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['r'],0,[3.899894400004996],[None],5,2.6477326000022003,,,,,0,1,1,33,1566.2032344000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.1832677000057,1566.2032344000036,1566.2032344000036,1566.2032344000036,1566.2032344000036,1566.2032344000036,1566.2032344000036,1570.1064904999948,['r'],0,[3.899894400004996],[None],1570.1078723999963,1570.1212208999932,1570.1212208999932,1570.1212208999932,1572.7712942999933,5,2.6477326000022003,5,2.6477326000022003,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,2,2,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],1,[3.37736749999749],[None],5,1.6806001999939326,,,,,0,2,2,29,1572.7897032000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.7800201000064,1572.7897032000037,1572.7897032000037,1572.7897032000037,1572.7897032000037,1572.7897032000037,1572.7897032000037,1576.1737857999979,['r'],1,[3.37736749999749],[None],1576.1751344999939,1576.187819400002,1576.187819400002,1576.187819400002,1577.8712895000062,5,1.6806001999939326,5,1.6806001999939326,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,3,3,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['l'],1,[6.669246999997995],[None],5,1.9149413999984972,,,,,0,3,3,39,1577.8895178999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.879245300006,1577.8895178999956,1577.8895178999956,1577.8895178999956,1577.8895178999956,1577.8895178999956,1577.8895178999956,1584.5727042999933,['l'],1,[6.669246999997995],[None],1584.5740349999978,1584.5878345999954,1584.5878345999954,1584.5878345999954,1586.5046804000012,5,1.9149413999984972,5,1.9149413999984972,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,4,4,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['l'],1,[2.1257976000051713],[None],5,1.4989569000026677,,,,,0,4,4,25,1586.5370322999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.5189501999994,1586.5370322999952,1586.5370322999952,1586.5370322999952,1586.5370322999952,1586.5370322999952,1586.5370322999952,1588.6723973000044,['l'],1,[2.1257976000051713],[None],1588.6733114999952,1588.6878115,1588.6878115,1588.6878115,1590.1890542000037,5,1.4989569000026677,5,1.4989569000026677,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
,,,5,5,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[8.714045300002908],[None],5,1.6647462000109954,,,,,0,5,5,31,1590.2208191999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590.2018102000002,1590.2208191999962,1590.2208191999962,1590.2208191999962,1590.2208191999962,1590.2208191999962,1590.2208191999962,1598.9399150999961,['r'],1,[8.714045300002908],[None],1598.940795699993,1598.9542243000033,1598.9542243000033,1598.9542243000033,1600.6213904000033,5,1.6647462000109954,5,1.6647462000109954,,,,,,sub140_AB,001,2026-02-02_20h09.36.682,recognitionstage,,2025.1.1,59.915578951629584,2026-02-02 20h10.11.266714 +0530,
