path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.008022299996810034,0.010318499989807606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01034019998041913,0.027380699990317225,0.027380699990317225,9.84629329998279,space,9.805787899997085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846368300000904,9.861794099997496,9.861794099997496,20.062097399990307,space,10.187215799989644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
Trimmed_videos/natural_35.mp4,44,0,44,44,0,,,,,,,,,,0,44,44,38,,,,,1518.1262269,,,,,,,,,,,,,,,,,,,,,,,,1518.067510199995,1518.1262269,1518.1262269,1563.091017800005,1562.93782859997,None,0,1,1563.0737725000072,1563.091017800005,1565.5778779000102,1518.1262269,2.528461499954574,None,1565.577956299967,1565.593863099959,1565.593863099959,1591.361895900016,space,25.758673099975567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,0,0,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['l'],1,[4.54418850003276],[None],5,5.0813579999958165,,,,,0,0,0,16,1591.4082318999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.3941216999956,1591.4082318999863,1591.4082318999863,1591.4082318999863,1591.4082318999863,1591.4082318999863,1591.4082318999863,1595.9616535000096,['l'],1,[4.54418850003276],[None],1595.9625702000048,1595.976004999975,1595.976004999975,1595.976004999975,1601.0609255999734,5,5.0813579999958165,5,5.0813579999958165,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,1,1,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],1,[18.09294979996048],[None],4,1.5152352000004612,,,,,0,1,1,37,1601.091466599988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.0812739999674,1601.091466599988,1601.091466599988,1601.091466599988,1601.091466599988,1601.091466599988,1601.091466599988,1619.1948866999883,['l'],1,[18.09294979996048],[None],1619.1960097999836,1619.2247491999588,1619.2247491999588,1619.2247491999588,1620.7272721999616,4,1.5152352000004612,4,1.5152352000004612,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,2,2,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[3.047483199974522],[None],5,1.26574729999993,,,,,0,2,2,8,1620.776899199962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.7641131999844,1620.776899199962,1620.776899199962,1620.776899199962,1620.776899199962,1620.776899199962,1620.776899199962,1623.828268400015,['r'],1,[3.047483199974522],[None],1623.8289945000142,1623.8430127000029,1623.8430127000029,1623.8430127000029,1625.1103512000118,5,1.26574729999993,5,1.26574729999993,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,3,3,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],1,[2.8428256000042893],[None],5,1.0641475000302307,,,,,0,3,3,18,1625.141673599981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.1299619999772,1625.141673599981,1625.141673599981,1625.141673599981,1625.141673599981,1625.141673599981,1625.141673599981,1627.9961265999882,['r'],1,[2.8428256000042893],[None],1627.9970681999985,1628.0099117000063,1628.0099117000063,1628.0099117000063,1629.0773123000108,5,1.0641475000302307,5,1.0641475000302307,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,4,4,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],1,[5.0429247000138275],[None],3,3.2633847999968566,,,,,0,4,4,33,1629.1096578999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.0877046999813,1629.1096578999714,1629.1096578999714,1629.1096578999714,1629.1096578999714,1629.1096578999714,1629.1096578999714,1634.1630922999757,['l'],1,[5.0429247000138275],[None],1634.163976300013,1634.1760943999689,1634.1760943999689,1634.1760943999689,1637.4433476999693,3,3.2633847999968566,3,3.2633847999968566,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
,,,5,5,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['r'],1,[7.090424499998335],[None],4,1.249056099972222,,,,,0,5,5,13,1637.5099807000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.4898564999748,1637.5099807000079,1637.5099807000079,1637.5099807000079,1637.5099807000079,1637.5099807000079,1637.5099807000079,1644.6111404999683,['r'],1,[7.090424499998335],[None],1644.6119874000142,1644.6265202999639,1644.6265202999639,1644.6265202999639,1645.8767430999724,4,1.249056099972222,4,1.249056099972222,,,,,,,,sub180_NB,001,2026-02-04_14h38.04.865,recognitionstage,,2025.1.1,59.371387621950916,2026-02-04 14h38.42.723807 +0530,
