path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.009561200000462122,0.055741000003763475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05577079999784473,0.07643000000098255,0.07643000000098255,8.16454209999938,space,8.087327599998389,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.164596399998118,8.180062599996745,8.180062599996745,16.81417969999893,space,8.615583799997694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
Trimmed_videos/natural_28.mp4,48,1,44,44,0,,,,,,,,,,0,44,44,30,,,,,1544.3284235000028,,,,,,,,,,,,,,,,,,,,,,,,1544.2824418000018,1544.3284235000028,1544.3284235000028,1541.061278000001,1545.9145266999985,space,1,1,1546.0478470000016,1546.0610123000006,1548.5470171999987,1548.5626042000004,1.5795998999965377,None,1548.5470787000013,1548.5626042000004,1548.5626042000004,1579.1305472000022,space,30.56191630000103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,0,0,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['r'],1,[12.90551360000245],[None],5,5.680770400002075,,,,,0,0,0,32,1579.2105311999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.1878427999982,1579.2105311999985,1579.2105311999985,1579.2105311999985,1579.2105311999985,1579.2105311999985,1579.2105311999985,1592.1310123000003,['r'],1,[12.90551360000245],[None],1592.132054499998,1592.1449926999994,1592.1449926999994,1592.1449926999994,1597.830132199997,5,5.680770400002075,5,5.680770400002075,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,1,1,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],0,[8.206876700001885],[None],4,3.7138099999938277,,,,,0,1,1,37,1597.877147799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.8663675999996,1597.877147799998,1597.877147799998,1597.877147799998,1597.877147799998,1597.877147799998,1597.877147799998,1606.0979292999982,['r'],0,[8.206876700001885],[None],1606.0990103000004,1606.1116452999995,1606.1116452999995,1606.1116452999995,1609.8301625000022,4,3.7138099999938277,4,3.7138099999938277,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,2,2,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[14.885029400000349],[None],3,3.0977796000006492,,,,,0,2,2,18,1609.8950364999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.8774890999994,1609.8950364999982,1609.8950364999982,1609.8950364999982,1609.8950364999982,1609.8950364999982,1609.8950364999982,1624.7814426999976,['l'],1,[14.885029400000349],[None],1624.7823788000023,1624.7951097999976,1624.7951097999976,1624.7951097999976,1627.8962175999986,3,3.0977796000006492,3,3.0977796000006492,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,3,3,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[4.731111299995973],[None],5,1.09889110000222,,,,,0,3,3,21,1627.9450799999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.9270105000032,1627.9450799999977,1627.9450799999977,1627.9450799999977,1627.9450799999977,1627.9450799999977,1627.9450799999977,1632.6803075999997,['r'],1,[4.731111299995973],[None],1632.6811401000014,1632.6954802999971,1632.6954802999971,1632.6954802999971,1633.7968762000019,5,1.09889110000222,5,1.09889110000222,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,4,4,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[3.894437000002654],[None],5,1.8314947999970173,,,,,0,4,4,26,1633.8455908000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.8251710999975,1633.8455908000033,1633.8455908000033,1633.8455908000033,1633.8455908000033,1633.8455908000033,1633.8455908000033,1637.7471201000008,['l'],1,[3.894437000002654],[None],1637.747888400001,1637.762424200002,1637.762424200002,1637.762424200002,1639.5966285999966,5,1.8314947999970173,5,1.8314947999970173,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
,,,5,5,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['r'],1,[10.916954599997553],[None],4,1.2145343000011053,,,,,0,5,5,11,1639.6790169000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.6608655000018,1639.6790169000014,1639.6790169000014,1639.6790169000014,1639.6790169000014,1639.6790169000014,1639.6790169000014,1650.597404799999,['r'],1,[10.916954599997553],[None],1650.5982625000033,1650.6117836999983,1650.6117836999983,1650.6117836999983,1651.8291973000014,4,1.2145343000011053,4,1.2145343000011053,,,,,,,,sub59_NB,001,2026-01-27_13h32.08.608,recognitionstage,,2025.1.1,59.9393533627573,2026-01-27 13h33.53.295885 +0530,
