path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.005210100003750995,0.009014900017064065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009035399998538196,0.024147500022081658,0.024147500022081658,21.026317600015318,space,20.995718999998644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02636980000534,21.041990700003225,21.041990700003225,48.20952850001049,space,27.1620566000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
abrupt_videos\abrupt_29.mp4,29,0,44,44,0,,,,,,,,,,0,44,44,32,,,,,1543.4571920000017,,,,,,,,,,,,,,,,,,,,,,,,1543.4031723000226,1543.4571920000017,1543.4571920000017,1572.923940400011,1572.7748835000093,None,0,1,1572.909527300013,1572.923940400011,1543.4571920000017,1575.410376600019,6.338406099996064,None,1575.410513300012,1575.4261277000187,1575.4261277000187,1611.9108881000138,space,36.48193409998203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,0,0,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['r'],1,[4.024215699988417],[None],5,7.914887599996291,,,,,0,0,0,30,1611.9397018000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.9282079999975,1611.9397018000018,1611.9397018000018,1611.9397018000018,1611.9397018000018,1611.9397018000018,1611.9397018000018,1615.9762534000038,['r'],1,[4.024215699988417],[None],1615.9773313000042,1616.0057884000125,1616.0057884000125,1616.0057884000125,1623.9085810000252,5,7.914887599996291,5,7.914887599996291,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,1,1,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['r'],1,[4.863992700004019],[None],5,2.61453329998767,,,,,0,1,1,36,1623.9400183000253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.9268830000074,1623.9400183000253,1623.9400183000253,1623.9400183000253,1623.9400183000253,1623.9400183000253,1623.9400183000253,1628.8097813000204,['r'],1,[4.863992700004019],[None],1628.810944500001,1628.8247712000157,1628.8247712000157,1628.8247712000157,1631.441410600004,5,2.61453329998767,5,2.61453329998767,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,2,2,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],1,[6.624191400012933],[None],5,2.180461899988586,,,,,0,2,2,39,1631.4598944000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.4513721000112,1631.4598944000027,1631.4598944000027,1631.4598944000027,1631.4598944000027,1631.4598944000027,1631.4598944000027,1638.0941001000174,['r'],1,[6.624191400012933],[None],1638.095066800015,1638.1076774999965,1638.1076774999965,1638.1076774999965,1640.2919384000124,5,2.180461899988586,5,2.180461899988586,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,3,3,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['r'],0,[7.414722600020468],[None],1,5.414727099996526,,,,,0,3,3,12,1640.3415451000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.3320090000052,1640.3415451000037,1640.3415451000037,1640.3415451000037,1640.3415451000037,1640.3415451000037,1640.3415451000037,1647.7604945000203,['r'],0,[7.414722600020468],[None],1647.7611269000045,1647.7743214000075,1647.7743214000075,1647.7743214000075,1653.192586500023,1,5.414727099996526,1,5.414727099996526,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,4,4,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[4.139992199983681],[None],5,3.2654639999964274,,,,,0,4,4,31,1653.2399604000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.2207879000052,1653.2399604000093,1653.2399604000093,1653.2399604000093,1653.2399604000093,1653.2399604000093,1653.2399604000093,1657.3925746000023,['l'],1,[4.139992199983681],[None],1657.393267700012,1657.4074955999968,1657.4074955999968,1657.4074955999968,1660.6749591999978,5,3.2654639999964274,5,3.2654639999964274,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
,,,5,5,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[6.023038500017719],[None],5,1.8150292999926023,,,,,0,5,5,4,1660.7248158000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.7057913000172,1660.7248158000002,1660.7248158000002,1660.7248158000002,1660.7248158000002,1660.7248158000002,1660.7248158000002,1666.7594772000157,['l'],1,[6.023038500017719],[None],1666.7604985000216,1666.774598900025,1666.774598900025,1666.774598900025,1668.5917679000122,5,1.8150292999926023,5,1.8150292999926023,,,,,,,,sub88_AB,001,2026-01-29_16h00.43.851,recognitionstage,,2025.1.1,59.74579359880108,2026-01-29 16h02.28.115524 +0530,
