path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.010252300002321135,0.012698200000158977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012720200000330806,0.02884460000132094,0.02884460000132094,10.58031160000246,space,10.537471199997526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.580371100000775,10.596921800002747,10.596921800002747,18.864501399999426,space,8.265382900000986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
abrupt_videos\abrupt_25.mp4,41,0,44,44,0,,,,,,,,,,0,44,44,27,,,,,1486.6783754000026,,,,,,,,,,,,,,,,,,,,,,,,1486.6239975999997,1486.6783754000026,1486.6783754000026,1528.7106974000017,1528.5608579,None,0,1,1528.6966786000012,1528.7106974000017,1486.6783754000026,1531.1981565000024,2.2195576000012807,None,1531.1982478999998,1531.2128011999994,1531.2128011999994,1578.5638467000026,space,47.345896300001186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,0,0,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[10.49245289999817],[None],5,9.014395500002138,,,,,0,0,0,23,1578.5940268000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.5862109000009,1578.5940268000013,1578.5940268000013,1578.5940268000013,1578.5940268000013,1578.5940268000013,1578.5940268000013,1589.0977593000025,['l'],1,[10.49245289999817],[None],1589.0989259000016,1589.1123965000006,1589.1123965000006,1589.1123965000006,1598.1296303000017,5,9.014395500002138,5,9.014395500002138,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,1,1,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['r'],1,[16.964991500000906],[None],5,3.414939599999343,,,,,0,1,1,4,1598.1775536999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.1663387000008,1598.1775536999994,1598.1775536999994,1598.1775536999994,1598.1775536999994,1598.1775536999994,1598.1775536999994,1615.147524,['r'],1,[16.964991500000906],[None],1615.1486022999998,1615.1624330000013,1615.1624330000013,1615.1624330000013,1618.5797166000011,5,3.414939599999343,5,3.414939599999343,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,2,2,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['r'],1,[8.330298499997298],[None],5,3.13103780000165,,,,,0,2,2,10,1618.6443446000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.6384292000002,1618.6443446000012,1618.6443446000012,1618.6443446000012,1618.6443446000012,1618.6443446000012,1618.6443446000012,1626.9805564000017,['r'],1,[8.330298499997298],[None],1626.9817326000011,1626.9955568000005,1626.9955568000005,1626.9955568000005,1630.1300723000022,5,3.13103780000165,5,3.13103780000165,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,3,3,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['r'],1,[6.906180600002699],[None],5,3.9646162999997614,,,,,0,3,3,27,1630.1643657999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.1415522999996,1630.1643657999994,1630.1643657999994,1630.1643657999994,1630.1643657999994,1630.1643657999994,1630.1643657999994,1637.0809206000013,['r'],1,[6.906180600002699],[None],1637.0818612000003,1637.0950483000015,1637.0950483000015,1637.0950483000015,1641.0625309999996,5,3.9646162999997614,5,3.9646162999997614,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,4,4,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['l'],0,[22.613682100000005],[None],5,3.8301013999989664,,,,,0,4,4,3,1641.1292240000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.1094871999994,1641.1292240000002,1641.1292240000002,1641.1292240000002,1641.1292240000002,1641.1292240000002,1641.1292240000002,1663.7486943000004,['l'],0,[22.613682100000005],[None],1663.7497280999996,1663.761891000002,1663.761891000002,1663.761891000002,1667.595832400002,5,3.8301013999989664,5,3.8301013999989664,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
,,,5,5,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[9.774970200000098],[None],5,2.7475832999989507,,,,,0,5,5,20,1667.6316122000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.6090006000013,1667.6316122000026,1667.6316122000026,1667.6316122000026,1667.6316122000026,1667.6316122000026,1667.6316122000026,1677.414513300002,['r'],1,[9.774970200000098],[None],1677.4153351000023,1677.4285765999994,1677.4285765999994,1677.4285765999994,1680.1799071999994,5,2.7475832999989507,5,2.7475832999989507,,,,,,,,sub29_AB,001,2026-01-18_21h28.29.450,recognitionstage,,2025.1.1,59.5658601844089,2026-01-18 21h29.53.852019 +0530,
