path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.003930000006221235,0.006370499962940812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006393900024704635,0.022684199968352914,0.022684199968352914,12.874055800028145,space,12.842257600044832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.874114700010978,12.890214700018987,12.890214700018987,25.258594000013545,space,12.366597900050692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
Trimmed_videos/natural_19.mp4,37,0,44,44,0,,,,,,,,,,0,44,44,21,,,,,1565.4385992999887,,,,,,,,,,,,,,,,,,,,,,,,1565.3932594999205,1565.4385992999887,1565.4385992999887,1602.7709594999906,1602.626339899958,None,0,1,1602.7612225000048,1602.7709594999906,1605.2726522999583,1605.2568393999245,20.22623889998067,None,1605.2569109000033,1605.2726522999583,1605.2726522999583,1645.6244707999285,space,40.335632500005886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,0,0,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[8.322418799973093],[None],3,40.86563729995396,,,,,0,0,0,35,1645.6538057000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.643923799973,1645.6538057000143,1645.6538057000143,1645.6538057000143,1645.6538057000143,1645.6538057000143,1645.6538057000143,1653.990168999997,['l'],1,[8.322418799973093],[None],1653.9911703999387,1654.0053298999555,1654.0053298999555,1654.0053298999555,1694.87275520002,3,40.86563729995396,3,40.86563729995396,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,1,1,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['l'],1,[9.943119500065222],[None],5,2.8647750000236556,,,,,0,1,1,10,1694.937151500024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.9206137999427,1694.937151500024,1694.937151500024,1694.937151500024,1694.937151500024,1694.937151500024,1694.937151500024,1704.89060839999,['l'],1,[9.943119500065222],[None],1704.8916119999485,1704.9048780000303,1704.9048780000303,1704.9048780000303,1707.7721455999417,5,2.8647750000236556,5,2.8647750000236556,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,2,2,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],0,[12.300444799941033],[None],4,2.5123804999748245,,,,,0,2,2,37,1707.8038319000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.792475400027,1707.8038319000043,1707.8038319000043,1707.8038319000043,1707.8038319000043,1707.8038319000043,1707.8038319000043,1720.1073326999322,['l'],0,[12.300444799941033],[None],1720.1084902000148,1720.1218540000264,1720.1218540000264,1720.1218540000264,1722.6392414999427,4,2.5123804999748245,4,2.5123804999748245,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,3,3,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['l'],1,[2.6649428999517113],[None],4,4.147937800036743,,,,,0,3,3,25,1722.6714644000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.6534038999816,1722.6714644000167,1722.6714644000167,1722.6714644000167,1722.6714644000167,1722.6714644000167,1722.6714644000167,1725.3406882999698,['l'],1,[2.6649428999517113],[None],1725.3417041000212,1725.3552750999806,1725.3552750999806,1725.3552750999806,1729.5055871999357,4,4.147937800036743,4,4.147937800036743,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,4,4,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['l'],1,[7.676608299952932],[None],3,2.080695000011474,,,,,0,4,4,7,1729.5558583999518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.5442322000163,1729.5558583999518,1729.5558583999518,1729.5558583999518,1729.5558583999518,1729.5558583999518,1729.5558583999518,1737.2413076999364,['l'],1,[7.676608299952932],[None],1737.2425514999777,1737.254834500025,1737.254834500025,1737.254834500025,1739.3399921000237,3,2.080695000011474,3,2.080695000011474,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
,,,5,5,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['r'],1,[4.209788799984381],[None],5,1.446302100084722,,,,,0,5,5,16,1739.3746683999198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.3659541999223,1739.3746683999198,1739.3746683999198,1739.3746683999198,1739.3746683999198,1739.3746683999198,1739.3746683999198,1743.5921487000305,['r'],1,[4.209788799984381],[None],1743.593749599997,1743.6197043999564,1743.6197043999564,1743.6197043999564,1745.0556165999733,5,1.446302100084722,5,1.446302100084722,,,,,,sub183_NB,001,2026-02-10_15h37.15.169,recognitionstage,,2025.1.1,60.015868218570525,2026-02-10 15h37.53.114904 +0530,
