path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.007390499988105148,0.009821799991186708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009843399981036782,0.026490499993087724,0.026490499993087724,9.045178600004874,space,9.00404850000632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04524720000336,9.061610599979758,9.061610599979758,26.311411600006977,space,17.241227499995148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
Trimmed_videos/natural_33.mp4,56,0,44,44,0,,,,,,,,,,0,44,44,36,,,,,1513.7588074999803,,,,,,,,,,,,,,,,,,,,,,,,1513.7187696000037,1513.7588074999803,1513.7588074999803,1570.5401453999802,1570.3864696999954,None,0,1,1570.5215012999834,1570.5401453999802,1513.7588074999803,1573.0293192999961,4.040220499999123,None,1573.0294371999917,1573.043399999995,1573.043399999995,1602.661794499989,space,29.603094299993245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,0,0,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['l'],0,[2.681652100000065],[None],5,4.847254199994495,,,,,0,0,0,11,1602.7246916999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.714571599994,1602.7246916999866,1602.7246916999866,1602.7246916999866,1602.7246916999866,1602.7246916999866,1602.7246916999866,1605.4120655999868,['l'],0,[2.681652100000065],[None],1605.4132341999793,1605.4404872999876,1605.4404872999876,1605.4404872999876,1610.27671429998,5,4.847254199994495,5,4.847254199994495,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,1,1,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['r'],1,[13.824362100014696],[None],1,4.014853300002869,,,,,0,1,1,9,1610.3578063999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.3431637999893,1610.3578063999885,1610.3578063999885,1610.3578063999885,1610.3578063999885,1610.3578063999885,1610.3578063999885,1624.1944505999854,['r'],1,[13.824362100014696],[None],1624.1954206999799,1624.2093485000078,1624.2093485000078,1624.2093485000078,1628.2261629999848,1,4.014853300002869,1,4.014853300002869,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,2,2,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['r'],1,[4.694013900007121],[None],5,2.7148037000151817,,,,,0,2,2,32,1628.2479512999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.2363152999897,1628.2479512999998,1628.2479512999998,1628.2479512999998,1628.2479512999998,1628.2479512999998,1628.2479512999998,1632.944939399982,['r'],1,[4.694013900007121],[None],1632.9456592999923,1632.9590848999796,1632.9590848999796,1632.9590848999796,1635.6771298999956,5,2.7148037000151817,5,2.7148037000151817,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,3,3,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[10.999408999981824],[None],3,5.665380999998888,,,,,0,3,3,14,1635.7427228000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.7257577999844,1635.7427228000015,1635.7427228000015,1635.7427228000015,1635.7427228000015,1635.7427228000015,1635.7427228000015,1646.7437716999848,['l'],1,[10.999408999981824],[None],1646.744597699988,1646.7591199000017,1646.7591199000017,1646.7591199000017,1652.4270924000011,3,5.665380999998888,3,5.665380999998888,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,4,4,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['r'],1,[5.446566700004041],[None],4,4.498620500002289,,,,,0,4,4,10,1652.4954939000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.4712078000011,1652.4954939000017,1652.4954939000017,1652.4954939000017,1652.4954939000017,1652.4954939000017,1652.4954939000017,1657.944982099987,['r'],1,[5.446566700004041],[None],1657.9458027000073,1657.958883299987,1657.958883299987,1657.958883299987,1662.4599132000003,4,4.498620500002289,4,4.498620500002289,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,5,5,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],1,[7.461747800000012],[None],4,2.115733499987982,,,,,0,5,5,0,1662.528481299989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.5088570999797,1662.528481299989,1662.528481299989,1662.528481299989,1662.528481299989,1662.528481299989,1662.528481299989,1669.993796499999,['l'],1,[7.461747800000012],[None],1669.9946378000022,1670.0092141999921,1670.0092141999921,1670.0092141999921,1672.126431599987,4,2.115733499987982,4,2.115733499987982,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,6,6,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['r'],1,[8.044101400009822],[None],3,2.364463200006867,,,,,0,6,6,22,1672.1621172000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.1417732999835,1672.1621172000014,1672.1621172000014,1672.1621172000014,1672.1621172000014,1672.1621172000014,1672.1621172000014,1680.2113145999901,['r'],1,[8.044101400009822],[None],1680.2122186000051,1680.2256760000018,1680.2256760000018,1680.2256760000018,1682.592696399981,3,2.364463200006867,3,2.364463200006867,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
,,,7,7,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[5.650657300022431],[None],2,6.6473181000037584,,,,,0,7,7,5,1682.6594818999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.6367917000025,1682.6594818999874,1682.6594818999874,1682.6594818999874,1682.6594818999874,1682.6594818999874,1682.6594818999874,1688.3114556999935,['r'],1,[5.650657300022431],[None],1688.3123458999908,1688.3255158999818,1688.3255158999818,1688.3255158999818,1694.976539299998,2,6.6473181000037584,2,6.6473181000037584,,,,,,,,sub175_NB,001,2026-02-04_11h35.55.880,recognitionstage,,2025.1.1,59.92699692759866,2026-02-04 11h36.35.624977 +0530,
