path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01618150000285823,0.018728299997746944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01875060000747908,0.03530909999972209,0.03530909999972209,12.519803800008958,space,12.481263299996499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.519864900008542,12.536224900002708,12.536224900002708,24.703572900005383,space,12.155919800003176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
abrupt_videos\abrupt_6.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,6,,,,,1504.6674770999962,,,,,,,,,,,,,,,,,,,,,,,,1504.6171555000037,1504.6674770999962,1504.6674770999962,1536.0992608000088,1535.95314350001,None,0,1,1536.0884641000011,1536.0992608000088,1538.585194600004,1538.6016082999995,11.418265800006338,None,1538.5852425000048,1538.6016082999995,1538.6016082999995,1580.553528000004,space,41.938099299994064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,0,0,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],1,[14.116556799999671],[None],2,21.414244599989615,,,,,0,0,0,18,1580.5830118000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.5715176000085,1580.5830118000013,1580.5830118000013,1580.5830118000013,1580.5830118000013,1580.5830118000013,1580.5830118000013,1594.703221200005,['r'],1,[14.116556799999671],[None],1594.7041927999962,1594.7175285999983,1594.7175285999983,1594.7175285999983,1616.1351088000083,2,21.414244599989615,2,21.414244599989615,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,1,1,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[11.123717399997986],[None],5,4.314590699999826,,,,,0,1,1,14,1616.2000215000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.187638000003,1616.2000215000007,1616.2000215000007,1616.2000215000007,1616.2000215000007,1616.2000215000007,1616.2000215000007,1627.3368213000067,['r'],1,[11.123717399997986],[None],1627.3379418999975,1627.3512181999977,1627.3512181999977,1627.3512181999977,1631.6686753000104,5,4.314590699999826,5,4.314590699999826,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,2,2,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[3.5826059999963036],[None],5,2.964166399993701,,,,,0,2,2,6,1631.7331285999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.7269954000076,1631.7331285999971,1631.7331285999971,1631.7331285999971,1631.7331285999971,1631.7331285999971,1631.7331285999971,1635.320652399998,['r'],1,[3.5826059999963036],[None],1635.321679200002,1635.3341738000017,1635.3341738000017,1635.3341738000017,1638.3018638000067,5,2.964166399993701,5,2.964166399993701,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,3,3,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],1,[4.1057677999924636],[None],5,1.8480693000019528,,,,,0,3,3,7,1638.3538333000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.339624900007,1638.3538333000033,1638.3538333000033,1638.3538333000033,1638.3538333000033,1638.3538333000033,1638.3538333000033,1642.4703154000017,['r'],1,[4.1057677999924636],[None],1642.471188399999,1642.4994230000011,1642.4994230000011,1642.4994230000011,1644.3351110000076,5,1.8480693000019528,5,1.8480693000019528,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,4,4,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[6.623828100011451],[None],2,2.9800951999932295,,,,,0,4,4,37,1644.3558954000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.345014999999,1644.3558954000036,1644.3558954000036,1644.3558954000036,1644.3558954000036,1644.3558954000036,1644.3558954000036,1650.9872821000026,['r'],1,[6.623828100011451],[None],1650.9884078000032,1651.0009573999996,1651.0009573999996,1651.0009573999996,1653.98565100001,2,2.9800951999932295,2,2.9800951999932295,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
,,,5,5,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[3.336381999994046],[None],5,2.0479333999974187,,,,,0,5,5,5,1654.0353000000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.028691600004,1654.0353000000032,1654.0353000000032,1654.0353000000032,1654.0353000000032,1654.0353000000032,1654.0353000000032,1657.3871762000053,['r'],1,[3.336381999994046],[None],1657.3881034000078,1657.4008933000005,1657.4008933000005,1657.4008933000005,1659.4519191,5,2.0479333999974187,5,2.0479333999974187,,,,,,,,test1,001,2026-02-02_16h12.56.995,recognitionstage,,2025.1.1,60.005388484749616,2026-02-02 16h13.59.265900 +0530,
