path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.009066200000233948,0.011514700017869473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01153740001609549,0.0279519000032451,0.0279519000032451,7.279515000001993,space,7.24971689999802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.279561300005298,7.296394200006034,7.296394200006034,13.01324480000767,space,5.709532599983504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
Trimmed_videos/natural_36.mp4,18,0,44,44,0,,,,,,,,,,0,44,44,39,,,,,1535.5444523000042,,,,,,,,,,,,,,,,,,,,,,,,1535.5015980000026,1535.5444523000042,1535.5444523000042,1554.4787581000128,1554.3347900999943,None,0,1,1554.4702471999917,1554.4787581000128,1556.9787766000081,1556.9647040000127,10.280240299995057,None,1556.9648020000022,1556.9787766000081,1556.9787766000081,1588.5798101999972,space,31.595654699980514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,0,0,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],1,[10.29844630000298],[None],5,3.081824599998072,,,,,0,0,0,12,1588.6436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588.6207757999946,1588.6436063,1588.6436063,1588.6436063,1588.6436063,1588.6436063,1588.6436063,1598.9462806000083,['l'],1,[10.29844630000298],[None],1598.9472804999969,1598.9613826000132,1598.9613826000132,1598.9613826000132,1602.0453950999945,5,3.081824599998072,5,3.081824599998072,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,1,1,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['r'],1,[4.008722900005523],[None],5,2.2988561999809463,,,,,0,1,1,27,1602.0932026999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.0735658000049,1602.0932026999944,1602.0932026999944,1602.0932026999944,1602.0932026999944,1602.0932026999944,1602.0932026999944,1606.1132526000147,['r'],1,[4.008722900005523],[None],1606.1140967000101,1606.1277797000075,1606.1277797000075,1606.1277797000075,1608.4285823999962,5,2.2988561999809463,5,2.2988561999809463,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,2,2,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['l'],1,[5.232710699987365],[None],5,2.0489999999990687,,,,,0,2,2,21,1608.461243800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.4426888000162,1608.461243800004,1608.461243800004,1608.461243800004,1608.461243800004,1608.461243800004,1608.461243800004,1613.696473899996,['l'],1,[5.232710699987365],[None],1613.6974965000118,1613.7116052999918,1613.7116052999918,1613.7116052999918,1615.7621946000145,5,2.0489999999990687,5,2.0489999999990687,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,3,3,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[2.739385199995013],[None],5,1.731404999998631,,,,,0,3,3,35,1615.7946138000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.7759802000073,1615.7946138000116,1615.7946138000116,1615.7946138000116,1615.7946138000116,1615.7946138000116,1615.7946138000116,1618.5470662000007,['l'],1,[2.739385199995013],[None],1618.54822289999,1618.5611374000146,1618.5611374000146,1618.5611374000146,1620.2955996000092,5,1.731404999998631,5,1.731404999998631,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,4,4,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[3.670080700016115],[None],5,1.6970373999793082,,,,,0,4,4,23,1620.327994399995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.308339100011,1620.327994399995,1620.327994399995,1620.327994399995,1620.327994399995,1620.327994399995,1620.327994399995,1624.0147019000142,['l'],1,[3.670080700016115],[None],1624.015778800007,1624.0278340000077,1624.0278340000077,1624.0278340000077,1625.7289651000174,5,1.6970373999793082,5,1.6970373999793082,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
,,,5,5,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[3.436843500006944],[None],5,1.5139963999972679,,,,,0,5,5,36,1625.761263399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.7412938000052,1625.761263399996,1625.761263399996,1625.761263399996,1625.761263399996,1625.761263399996,1625.761263399996,1629.213786600012,['l'],1,[3.436843500006944],[None],1629.2149051000015,1629.2277606000134,1629.2277606000134,1629.2277606000134,1630.7454549999966,5,1.5139963999972679,5,1.5139963999972679,,,,,,sub83_NB,001,2026-01-28_22h02.58.114,recognitionstage,,2025.1.1,59.92114377773973,2026-01-28 22h03.41.762629 +0530,
