path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.007447199954185635,0.05609359999652952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056120899971574545,0.07417269999859855,0.07417269999859855,8.392896400007885,space,8.310369300015736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.392922499973793,8.40898449998349,8.40898449998349,19.22616109997034,space,10.80746680003358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
abrupt_videos\abrupt_12.mp4,47,0,44,44,0,,,,,,,,,,0,44,44,13,,,,,1500.5431536000106,,,,,,,,,,,,,,,,,,,,,,,,1500.4860529999714,1500.5431536000106,1500.5431536000106,1548.2413681999897,1548.0868088999996,None,0,1,1548.222492299974,1548.2413681999897,1476.2767066999804,1550.7263414000045,2.8833303000428714,None,1550.7263890999602,1550.742851899995,1550.742851899995,1594.560118399968,space,43.80202170001576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,0,0,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['r'],0,[4.639589799975511],[None],4,8.233089499990456,,,,,0,0,0,12,1594.6252738999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.6149315999937,1594.6252738999901,1594.6252738999901,1594.6252738999901,1594.6252738999901,1594.6252738999901,1594.6252738999901,1599.2771716999705,['r'],0,[4.639589799975511],[None],1599.2777486999985,1599.2926970999688,1599.2926970999688,1599.2926970999688,1607.5266038999544,4,8.233089499990456,4,8.233089499990456,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,1,1,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[8.25669749994995],[None],5,2.6834477999946102,,,,,0,1,1,23,1607.592197799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.5736144999973,1607.592197799997,1607.592197799997,1607.592197799997,1607.592197799997,1607.592197799997,1607.592197799997,1615.8601924999966,['l'],1,[8.25669749994995],[None],1615.8607098999782,1615.876510699978,1615.876510699978,1615.876510699978,1618.5597850999911,5,2.6834477999946102,5,2.6834477999946102,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,2,2,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[12.438633700017817],[None],3,2.0166076999739744,,,,,0,2,2,4,1618.6101743999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.602866399975,1618.6101743999752,1618.6101743999752,1618.6101743999752,1618.6101743999752,1618.6101743999752,1618.6101743999752,1631.0605361000053,['l'],1,[12.438633700017817],[None],1631.0610642999527,1631.0760340999695,1631.0760340999695,1631.0760340999695,1633.093603699992,3,2.0166076999739744,3,2.0166076999739744,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,3,3,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[3.1344219999737106],[None],5,2.2998629999929108,,,,,0,3,3,2,1633.1624351000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.1488553999807,1633.1624351000064,1633.1624351000064,1633.1624351000064,1633.1624351000064,1633.1624351000064,1633.1624351000064,1636.310488899995,['l'],1,[3.1344219999737106],[None],1636.3109975999687,1636.3260266999714,1636.3260266999714,1636.3260266999714,1638.62662559998,5,2.2998629999929108,5,2.2998629999929108,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,4,4,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[7.193894199968781],[None],4,2.4666604999802075,,,,,0,4,4,25,1638.6789138999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.6551686999737,1638.6789138999884,1638.6789138999884,1638.6789138999884,1638.6789138999884,1638.6789138999884,1638.6789138999884,1645.87691739999,['r'],1,[7.193894199968781],[None],1645.8775338999694,1645.893052599975,1645.893052599975,1645.893052599975,1648.3603760999977,4,2.4666604999802075,4,2.4666604999802075,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
,,,5,5,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[3.7340467000030912],[None],5,2.4826027999515645,,,,,0,5,5,31,1648.426855299971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.406571600004,1648.426855299971,1648.426855299971,1648.426855299971,1648.426855299971,1648.426855299971,1648.426855299971,1652.1771786999889,['r'],1,[3.7340467000030912],[None],1652.1777282999828,1652.1927655999898,1652.1927655999898,1652.1927655999898,1654.6769848999684,5,2.4826027999515645,5,2.4826027999515645,,,,,,,,sub96_AB,001,2026-01-30_10h12.37.738,recognitionstage,,2025.1.1,60.18418768922773,2026-01-30 10h12.58.997006 +0530,
