path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.006042699998943135,0.05081630000495352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05084320000605658,0.07309010000608396,0.07309010000608396,28.310867699998198,space,28.229052499998943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.310956500004977,28.32646170000953,28.32646170000953,34.37765360000776,space,6.039678299988736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
Trimmed_videos/natural_5.mp4,33,0,44,44,0,,,,,,,,,,0,44,44,5,,,,,1537.0250835000043,,,,,,,,,,,,,,,,,,,,,,,,1536.9698787000088,1537.0250835000043,1537.0250835000043,1570.5912492000061,1570.442893200001,None,0,1,1570.578469,1570.5912492000061,1573.0772971999977,1573.0923099000065,4.274088400008623,None,1573.0773819000024,1573.0923099000065,1573.0923099000065,1618.209812800007,space,45.106043599997065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,0,0,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[7.19749910000246],[None],5,11.282129700004589,,,,,0,0,0,31,1618.240858300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.2270583000063,1618.240858300007,1618.240858300007,1618.240858300007,1618.240858300007,1618.240858300007,1618.240858300007,1625.4433019999997,['r'],1,[7.19749910000246],[None],1625.444115300008,1625.4586167000089,1625.4586167000089,1625.4586167000089,1636.7421235000074,5,11.282129700004589,5,11.282129700004589,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,1,1,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[10.847667899986845],[None],3,3.878861600009259,,,,,0,1,1,12,1636.7908048999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.7805208000063,1636.7908048999961,1636.7908048999961,1636.7908048999961,1636.7908048999961,1636.7908048999961,1636.7908048999961,1647.6455947000068,['l'],0,[10.847667899986845],[None],1647.6473738000059,1647.673307200006,1647.673307200006,1647.673307200006,1651.5422589000082,3,3.878861600009259,3,3.878861600009259,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,2,2,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],0,[28.94263979999232],[None],3,6.047495999999228,,,,,0,2,2,7,1651.6077166000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.5916855999967,1651.6077166000032,1651.6077166000032,1651.6077166000032,1651.6077166000032,1651.6077166000032,1651.6077166000032,1680.5607481000043,['r'],0,[28.94263979999232],[None],1680.5617625000014,1680.5748146999977,1680.5748146999977,1680.5748146999977,1686.6266034,3,6.047495999999228,3,6.047495999999228,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,3,3,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['l'],1,[4.840845699989586],[None],5,6.798589500001981,,,,,0,3,3,20,1686.6614249999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.6427444,1686.6614249999984,1686.6614249999984,1686.6614249999984,1686.6614249999984,1686.6614249999984,1686.6614249999984,1691.5107475999976,['l'],1,[4.840845699989586],[None],1691.511756100008,1691.5248114999995,1691.5248114999995,1691.5248114999995,1698.3255833000003,5,6.798589500001981,5,6.798589500001981,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,4,4,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['r'],1,[11.199390900001163],[None],5,2.8983372999937274,,,,,0,4,4,32,1698.3588537000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.3374118000065,1698.3588537000032,1698.3588537000032,1698.3588537000032,1698.3588537000032,1698.3588537000032,1698.3588537000032,1709.560882500009,['r'],1,[11.199390900001163],[None],1709.5619316000084,1709.5751451999968,1709.5751451999968,1709.5751451999968,1712.4765064000094,5,2.8983372999937274,5,2.8983372999937274,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,5,5,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[6.8479490000027],[None],5,4.562089400002151,,,,,0,5,5,5,1712.5426225999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.5216063999978,1712.5426225999981,1712.5426225999981,1712.5426225999981,1712.5426225999981,1712.5426225999981,1712.5426225999981,1719.3957881999959,['l'],1,[6.8479490000027],[None],1719.3972558000096,1719.4233450000029,1719.4233450000029,1719.4233450000029,1723.9764727000002,5,4.562089400002151,5,4.562089400002151,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,6,6,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[4.03456990000268],[None],5,2.3481843000045046,,,,,0,6,6,36,1724.0116482000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.9917190999986,1724.0116482000012,1724.0116482000012,1724.0116482000012,1724.0116482000012,1724.0116482000012,1724.0116482000012,1728.0604994000023,['l'],1,[4.03456990000268],[None],1728.0613516000012,1728.0750973999966,1728.0750973999966,1728.0750973999966,1730.4253739999986,5,2.3481843000045046,5,2.3481843000045046,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,7,7,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[3.5703684000036446],[None],5,3.965405399998417,,,,,0,7,7,14,1730.4925139999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.472244100005,1730.4925139999978,1730.4925139999978,1730.4925139999978,1730.4925139999978,1730.4925139999978,1730.4925139999978,1734.077954399996,['r'],1,[3.5703684000036446],[None],1734.0789625000034,1734.0916460000008,1734.0916460000008,1734.0916460000008,1738.0588736000063,5,3.965405399998417,5,3.965405399998417,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,8,8,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[10.454481199994916],[None],3,5.566276300000027,,,,,0,8,8,8,1738.111741700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.095870300007,1738.111741700006,1738.111741700006,1738.111741700006,1738.111741700006,1738.111741700006,1738.111741700006,1748.5765008000017,['r'],1,[10.454481199994916],[None],1748.5773400000035,1748.5929716999963,1748.5929716999963,1748.5929716999963,1754.1596498,3,5.566276300000027,3,5.566276300000027,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,9,9,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['l'],1,[5.946859199990286],[None],4,2.3813916000071913,,,,,0,9,9,30,1754.1793190000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.1683380000031,1754.1793190000026,1754.1793190000026,1754.1793190000026,1754.1793190000026,1754.1793190000026,1754.1793190000026,1760.1274910000066,['l'],1,[5.946859199990286],[None],1760.1280049000052,1760.1418482000008,1760.1418482000008,1760.1418482000008,1762.5258500000054,4,2.3813916000071913,4,2.3813916000071913,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,10,10,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],0,[19.190860300004715],[None],4,3.214869399991585,,,,,0,10,10,15,1762.575582000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.5637668999989,1762.575582000005,1762.575582000005,1762.575582000005,1762.575582000005,1762.575582000005,1762.575582000005,1781.7772953999956,['l'],0,[19.190860300004715],[None],1781.7787835000054,1781.7919318000058,1781.7919318000058,1781.7919318000058,1785.009572199997,4,3.214869399991585,4,3.214869399991585,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,11,11,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[15.200769799994305],[None],4,4.049325400002999,,,,,0,11,11,1,1785.0615947000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785.0490661000076,1785.0615947000042,1785.0615947000042,1785.0615947000042,1785.0615947000042,1785.0615947000042,1785.0615947000042,1800.276059099997,['l'],1,[15.200769799994305],[None],1800.2765809999983,1800.2917087000096,1800.2917087000096,1800.2917087000096,1804.3432283000002,4,4.049325400002999,4,4.049325400002999,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,12,12,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[14.858400199998869],[None],2,1.8982774000032805,,,,,0,12,12,13,1804.411920300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.3903780999972,1804.411920300001,1804.411920300001,1804.411920300001,1804.411920300001,1804.411920300001,1804.411920300001,1819.276714000007,['l'],1,[14.858400199998869],[None],1819.2776146999968,1819.2921007999976,1819.2921007999976,1819.2921007999976,1821.1932490000036,2,1.8982774000032805,2,1.8982774000032805,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,13,13,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[6.63470480000251],[None],4,3.7476909999968484,,,,,0,13,13,17,1821.2275984000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.2045825000096,1821.2275984000007,1821.2275984000007,1821.2275984000007,1821.2275984000007,1821.2275984000007,1821.2275984000007,1827.877384499996,['r'],1,[6.63470480000251],[None],1827.8782534000056,1827.8917575000087,1827.8917575000087,1827.8917575000087,1831.643251600006,4,3.7476909999968484,4,3.7476909999968484,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,14,14,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[6.826684800005751],[None],4,3.4653721999929985,,,,,0,14,14,35,1831.6756583999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.6569727000024,1831.6756583999959,1831.6756583999959,1831.6756583999959,1831.6756583999959,1831.6756583999959,1831.6756583999959,1838.5097535999957,['r'],1,[6.826684800005751],[None],1838.5105661999987,1838.525305800009,1838.525305800009,1838.525305800009,1841.9932365999994,4,3.4653721999929985,4,3.4653721999929985,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,15,15,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],1,[5.956518099992536],[None],4,2.6150157999945804,,,,,0,15,15,24,1842.0257473999955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.0063054000057,1842.0257473999955,1842.0257473999955,1842.0257473999955,1842.0257473999955,1842.0257473999955,1842.0257473999955,1847.993074500002,['l'],1,[5.956518099992536],[None],1847.9947037999955,1848.0086774000083,1848.0086774000083,1848.0086774000083,1850.626151400007,4,2.6150157999945804,4,2.6150157999945804,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,16,16,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[8.940025699994294],[None],5,2.464471200000844,,,,,0,16,16,21,1850.658272700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.6410417000006,1850.658272700006,1850.658272700006,1850.658272700006,1850.658272700006,1850.658272700006,1850.658272700006,1859.6111994999956,['r'],1,[8.940025699994294],[None],1859.6122623999981,1859.6252208000078,1859.6252208000078,1859.6252208000078,1862.0922817999963,5,2.464471200000844,5,2.464471200000844,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
,,,17,17,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['l'],1,[13.415221899995231],[None],5,2.397615900001256,,,,,0,17,17,3,1862.1592055000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.136780300003,1862.1592055000074,1862.1592055000074,1862.1592055000074,1862.1592055000074,1862.1592055000074,1862.1592055000074,1875.5778629999986,['l'],1,[13.415221899995231],[None],1875.5788533000014,1875.6069316000066,1875.6069316000066,1875.6069316000066,1877.992597000004,5,2.397615900001256,5,2.397615900001256,,,,,,,,sub74_NB,001,2026-01-28_10h41.03.451,recognitionstage,,2025.1.1,59.84845174786341,2026-01-28 10h42.09.579092 +0530,
