path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01223680004477501,0.015767900040373206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015789100085385144,0.031050799996592104,0.031050799996592104,10.766774600022472,space,10.722556099994108,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.766824800055474,10.781977800070308,10.781977800070308,24.13463850005064,space,13.34768999996595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
Trimmed_videos/natural_9.mp4,20,0,44,44,0,,,,,,,,,,0,44,44,10,,,,,1569.5805753000313,,,,,,,,,,,,,,,,,,,,,,,,1569.5309579999885,1569.5805753000313,1569.5805753000313,1590.013480600086,1589.868600500049,None,0,1,1590.004811800085,1590.013480600086,1592.4984992000973,1592.5144190000137,2.355006399913691,None,1592.4985576000763,1592.5144190000137,1592.5144190000137,1624.6003984999843,space,32.07931689999532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,0,0,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],1,[27.53211090003606],[None],5,7.2652754000155255,,,,,0,0,0,24,1624.6294003000949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.6176895000972,1624.6294003000949,1624.6294003000949,1624.6294003000949,1624.6294003000949,1624.6294003000949,1624.6294003000949,1652.165777200018,['l'],1,[27.53211090003606],[None],1652.1665732000256,1652.1811080999905,1652.1811080999905,1652.1811080999905,1659.448516500066,5,7.2652754000155255,5,7.2652754000155255,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,1,1,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['r'],0,[11.864236199995503],[None],5,8.397891900036484,,,,,0,1,1,0,1659.5133112000767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.4983495000051,1659.5133112000767,1659.5133112000767,1659.5133112000767,1659.5133112000767,1659.5133112000767,1659.5133112000767,1671.38277320005,['r'],0,[11.864236199995503],[None],1671.383763300022,1671.397831600043,1671.397831600043,1671.397831600043,1679.7983205000637,5,8.397891900036484,5,8.397891900036484,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,2,2,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[8.506122800055891],[None],5,1.7813201999524608,,,,,0,2,2,13,1679.863375700079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.8559908000752,1679.863375700079,1679.863375700079,1679.863375700079,1679.863375700079,1679.863375700079,1679.863375700079,1688.3829846000299,['l'],1,[8.506122800055891],[None],1688.3838976999978,1688.397366099991,1688.397366099991,1688.397366099991,1690.1817359999986,5,1.7813201999524608,5,1.7813201999524608,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,3,3,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['r'],1,[16.88897589989938],[None],3,3.1821131999604404,,,,,0,3,3,28,1690.2166397999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.192232600064,1690.2166397999972,1690.2166397999972,1690.2166397999972,1690.2166397999972,1690.2166397999972,1690.2166397999972,1707.1160590000218,['r'],1,[16.88897589989938],[None],1707.1168420000467,1707.131174899987,1707.131174899987,1707.131174899987,1710.31510300003,3,3.1821131999604404,3,3.1821131999604404,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,4,4,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[3.2379655999829993],[None],5,4.729374200105667,,,,,0,4,4,25,1710.347622900037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.3312326000305,1710.347622900037,1710.347622900037,1710.347622900037,1710.347622900037,1710.347622900037,1710.347622900037,1713.600903899991,['r'],1,[3.2379655999829993],[None],1713.6023002000293,1713.6291425999952,1713.6291425999952,1713.6291425999952,1718.3483895000536,5,4.729374200105667,5,4.729374200105667,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
,,,5,5,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[3.700402499991469],[None],5,1.6980083000380546,,,,,0,5,5,36,1718.381122800056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.3603218999924,1718.381122800056,1718.381122800056,1718.381122800056,1718.381122800056,1718.381122800056,1718.381122800056,1722.0827443000162,['l'],1,[3.700402499991469],[None],1722.0836798000382,1722.0978251000633,1722.0978251000633,1722.0978251000633,1723.799274799996,5,1.6980083000380546,5,1.6980083000380546,,,,,,sub53_NB,001,2026-01-26_16h35.26.882,recognitionstage,,2025.1.1,60.16405536265409,2026-01-26 16h37.19.532585 +0530,
