path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.016674099999363534,0.0192036999942502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019224999996367842,0.035662099995533936,0.035662099995533936,7.787554299997282,space,7.749449700000696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.787616100002197,7.803189799989923,7.803189799989923,10.370339499990223,space,2.5498705000063637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
abrupt_videos\abrupt_2.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,1,,,,,1510.4011123999953,,,,,,,,,,,,,,,,,,,,,,,,1510.3514614000014,1510.4011123999953,1510.4011123999953,1541.8006139999925,1541.6525623999914,None,0,1,1541.7885228999949,1541.8006139999925,1544.2865803000022,1544.3025179999968,2.3772220000100788,None,1544.2866549000028,1544.3025179999968,1544.3025179999968,1560.8207977999991,space,16.51366839998809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,0,0,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],0,[1.230276699992828],[None],5,6.415113700000802,,,,,0,0,0,25,1560.8499547999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.8425108999945,1560.8499547999963,1560.8499547999963,1560.8499547999963,1560.8499547999963,1560.8499547999963,1560.8499547999963,1562.0866002999974,['r'],0,[1.230276699992828],[None],1562.0877115999901,1562.1158967999945,1562.1158967999945,1562.1158967999945,1568.5184211000014,5,6.415113700000802,5,6.415113700000802,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,1,1,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[7.5766485999920405],[None],5,4.0646167999948375,,,,,0,1,1,5,1568.5835007999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.5655796999927,1568.5835007999995,1568.5835007999995,1568.5835007999995,1568.5835007999995,1568.5835007999995,1568.5835007999995,1576.170707199999,['l'],1,[7.5766485999920405],[None],1576.1717786999943,1576.1845655999932,1576.1845655999932,1576.1845655999932,1580.2522429999954,5,4.0646167999948375,5,4.0646167999948375,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,2,2,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[3.3075456000078702],[None],5,1.8958370000036666,,,,,0,2,2,13,1580.3167273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.3118579000002,1580.3167273,1580.3167273,1580.3167273,1580.3167273,1580.3167273,1580.3167273,1583.6385523999925,['l'],1,[3.3075456000078702],[None],1583.639797900003,1583.6663617000013,1583.6663617000013,1583.6663617000013,1585.5524248000002,5,1.8958370000036666,5,1.8958370000036666,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,3,3,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[3.51693250000244],[None],4,2.314218899991829,,,,,0,3,3,35,1585.5871162999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.5649334999907,1585.5871162999974,1585.5871162999974,1585.5871162999974,1585.5871162999974,1585.5871162999974,1585.5871162999974,1589.120111199998,['r'],1,[3.51693250000244],[None],1589.1214057000034,1589.1354677999916,1589.1354677999916,1589.1354677999916,1591.4518783999956,4,2.314218899991829,4,2.314218899991829,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,4,4,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['r'],1,[4.689313199996832],[None],4,1.1990488000010373,,,,,0,4,4,11,1591.5188187000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.496357600001,1591.5188187000022,1591.5188187000022,1591.5188187000022,1591.5188187000022,1591.5188187000022,1591.5188187000022,1596.219817499994,['r'],1,[4.689313199996832],[None],1596.2206339999975,1596.2348794999998,1596.2348794999998,1596.2348794999998,1597.4357452999975,4,1.1990488000010373,4,1.1990488000010373,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
,,,5,5,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[2.2894325999950524],[None],5,1.582048099997337,,,,,0,5,5,27,1597.4706921000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.448199099992,1597.4706921000034,1597.4706921000034,1597.4706921000034,1597.4706921000034,1597.4706921000034,1597.4706921000034,1599.7697349999944,['l'],1,[2.2894325999950524],[None],1599.7707167000044,1599.7850576999917,1599.7850576999917,1599.7850576999917,1601.3686085999943,5,1.582048099997337,5,1.582048099997337,,,,,,,,sub129_AB,001,2026-02-02_13h57.32.632,recognitionstage,,2025.1.1,60.16669785285682,2026-02-02 13h58.05.927441 +0530,
