path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01001259998884052,0.012455399992177263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01247670000884682,0.028981999988900498,0.028981999988900498,13.181343800009927,space,13.151489200012293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.181430700002238,13.196322600007989,13.196322600007989,29.11467779998202,space,15.912230500020087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
Trimmed_videos/natural_18.mp4,24,1,44,44,0,,,,,,,,,,0,44,44,20,,,,,1546.0278920999845,,,,,,,,,,,,,,,,,,,,,,,,1545.979370999994,1546.0278920999845,1546.0278920999845,1529.1277995999844,1548.2137445999833,space,1,1,1548.3467470000032,1548.3608068999893,1550.8480621000053,1546.0278920999845,2.1757714999839664,None,1550.8481830999954,1550.862586000003,1550.862586000003,1587.5466364999884,space,36.66910700002336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,0,0,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[3.6988292999740224],[None],5,7.113862300000619,,,,,0,0,0,31,1587.5769615999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.5642420999939,1587.5769615999889,1587.5769615999889,1587.5769615999889,1587.5769615999889,1587.5769615999889,1587.5769615999889,1591.2807811000093,['l'],1,[3.6988292999740224],[None],1591.2821665999945,1591.3098504999944,1591.3098504999944,1591.3098504999944,1598.4126609000086,5,7.113862300000619,5,7.113862300000619,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,1,1,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],1,[7.256093800009694],[None],5,2.214317800011486,,,,,0,1,1,33,1598.4437442999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.4285345999815,1598.4437442999915,1598.4437442999915,1598.4437442999915,1598.4437442999915,1598.4437442999915,1598.4437442999915,1605.714331700001,['l'],1,[7.256093800009694],[None],1605.715723900008,1605.7286068999965,1605.7286068999965,1605.7286068999965,1607.9457363999973,5,2.214317800011486,5,2.214317800011486,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,2,2,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['l'],1,[8.90544289999525],[None],5,1.9298875000094995,,,,,0,2,2,22,1607.9783373999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.9609014999878,1607.9783373999817,1607.9783373999817,1607.9783373999817,1607.9783373999817,1607.9783373999817,1607.9783373999817,1616.8985214999993,['l'],1,[8.90544289999525],[None],1616.899653200002,1616.911541199981,1616.911541199981,1616.911541199981,1618.8455308999983,5,1.9298875000094995,5,1.9298875000094995,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,3,3,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],0,[6.821521799982293],[None],4,1.7976771000248846,,,,,0,3,3,34,1618.878215100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.8563258000067,1618.878215100005,1618.878215100005,1618.878215100005,1618.878215100005,1618.878215100005,1618.878215100005,1625.7137676999846,['r'],0,[6.821521799982293],[None],1625.7148127999972,1625.728522099991,1625.728522099991,1625.728522099991,1627.5300923000032,4,1.7976771000248846,4,1.7976771000248846,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,4,4,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],1,[8.880965099990135],[None],3,7.480274800007464,,,,,0,4,4,15,1627.578903799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.5712185000011,1627.578903799993,1627.578903799993,1627.578903799993,1627.578903799993,1627.578903799993,1627.578903799993,1636.4646849999845,['r'],1,[8.880965099990135],[None],1636.465723900008,1636.4779101999884,1636.4779101999884,1636.4779101999884,1643.9630701999995,3,7.480274800007464,3,7.480274800007464,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,5,5,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[2.209150699985912],[None],5,1.2653279000078328,,,,,0,5,5,25,1644.01039879999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.99082549999,1644.01039879999,1644.01039879999,1644.01039879999,1644.01039879999,1644.01039879999,1644.01039879999,1646.2299049999856,['r'],1,[2.209150699985912],[None],1646.2306061999989,1646.244525599992,1646.244525599992,1646.244525599992,1647.5120296999812,5,1.2653279000078328,5,1.2653279000078328,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,6,6,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['l'],1,[4.921124600019539],[None],5,5.266090399993118,,,,,0,6,6,38,1647.5304648999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5201583000016,1647.5304648999881,1647.5304648999881,1647.5304648999881,1647.5304648999881,1647.5304648999881,1647.5304648999881,1652.4635990000097,['l'],1,[4.921124600019539],[None],1652.4644720999931,1652.4780037000019,1652.4780037000019,1652.4780037000019,1657.7457487999927,5,5.266090399993118,5,5.266090399993118,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,7,7,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['l'],1,[8.791768199997023],[None],3,1.4498632999893744,,,,,0,7,7,11,1657.8118383999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.7893553999893,1657.8118383999972,1657.8118383999972,1657.8118383999972,1657.8118383999972,1657.8118383999972,1657.8118383999972,1666.6125961999933,['l'],1,[8.791768199997023],[None],1666.6133384999994,1666.6284328000038,1666.6284328000038,1666.6284328000038,1668.079009899986,3,1.4498632999893744,3,1.4498632999893744,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,8,8,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['r'],1,[4.631668299989542],[None],3,1.5975114000029862,,,,,0,8,8,13,1668.1481031999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.1256671999872,1668.1481031999865,1668.1481031999865,1668.1481031999865,1668.1481031999865,1668.1481031999865,1668.1481031999865,1672.7974417000078,['r'],1,[4.631668299989542],[None],1672.7987161999918,1672.811235900008,1672.811235900008,1672.811235900008,1674.411905099987,3,1.5975114000029862,3,1.5975114000029862,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,9,9,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[9.036080399993807],[None],4,1.2308435999730136,,,,,0,9,9,20,1674.447536199994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.4243044999894,1674.447536199994,1674.447536199994,1674.447536199994,1674.447536199994,1674.447536199994,1674.447536199994,1683.4971044999838,['r'],1,[9.036080399993807],[None],1683.4980906999845,1683.5112089999893,1683.5112089999893,1683.5112089999893,1684.7455053000012,4,1.2308435999730136,4,1.2308435999730136,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,10,10,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[2.7136049999971874],[None],5,1.6815353999845684,,,,,0,10,10,35,1684.778147999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.7568657000083,1684.778147999983,1684.778147999983,1684.778147999983,1684.778147999983,1684.778147999983,1684.778147999983,1687.497019100003,['r'],1,[2.7136049999971874],[None],1687.4981196000008,1687.5112938999955,1687.5112938999955,1687.5112938999955,1689.196033699991,5,1.6815353999845684,5,1.6815353999845684,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
,,,11,11,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[4.134288500004914],[None],4,4.146941999992123,,,,,0,11,11,4,1689.2453951000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.2249332999927,1689.2453951000061,1689.2453951000061,1689.2453951000061,1689.2453951000061,1689.2453951000061,1689.2453951000061,1693.3976361000095,['l'],1,[4.134288500004914],[None],1693.3989580000052,1693.4268449000083,1693.4268449000083,1693.4268449000083,1697.5618941999855,4,4.146941999992123,4,4.146941999992123,,,,,,sub171_NB,001,2026-02-03_23h11.51.031,recognitionstage,,2025.1.1,59.72738035174004,2026-02-03 23h12.49.509753 +0530,
