path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.006534800020745024,0.00899490001029335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009017200005473569,0.025629900017520413,0.025629900017520413,7.227313100011088,space,7.200355499982834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.227369100000942,7.242768900003284,7.242768900003284,19.144428500003414,space,11.887349199998425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
Trimmed_videos/natural_36.mp4,18,0,44,44,0,,,,,,,,,,0,44,44,39,,,,,1555.3240931000037,,,,,,,,,,,,,,,,,,,,,,,,1555.2742833000084,1555.3240931000037,1555.3240931000037,1574.25600210001,1574.1095692999952,None,0,1,1574.2453468000167,1574.25600210001,1576.74337750001,1576.759215500002,5.4912919999915175,None,1576.7435130999947,1576.759215500002,1576.759215500002,1602.9269562000118,space,26.154535000008764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,0,0,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[6.309434399998281],[None],3,8.830381600011606,,,,,0,0,0,18,1602.9562398999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.947730200016,1602.9562398999988,1602.9562398999988,1602.9562398999988,1602.9562398999988,1602.9562398999988,1602.9562398999988,1609.277357700019,['l'],1,[6.309434399998281],[None],1609.2786538000219,1609.306033300003,1609.306033300003,1609.306033300003,1618.125303400011,3,8.830381600011606,3,8.830381600011606,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,1,1,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['l'],1,[3.1651397999958135],[None],5,1.8802286999998614,,,,,0,1,1,30,1618.156585699995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.1367950999993,1618.156585699995,1618.156585699995,1618.156585699995,1618.156585699995,1618.156585699995,1618.156585699995,1621.3277228000225,['l'],1,[3.1651397999958135],[None],1621.3289418000204,1621.3413018000138,1621.3413018000138,1621.3413018000138,1623.2254262000206,5,1.8802286999998614,5,1.8802286999998614,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,2,2,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[5.303851500008022],[None],5,1.8145137000246905,,,,,0,2,2,23,1623.2575500000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.2383117999998,1623.2575500000094,1623.2575500000094,1623.2575500000094,1623.2575500000094,1623.2575500000094,1623.2575500000094,1628.5773482000222,['l'],1,[5.303851500008022],[None],1628.5785690000048,1628.6065784000093,1628.6065784000093,1628.6065784000093,1630.4086538999982,5,1.8145137000246905,5,1.8145137000246905,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,3,3,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[5.222332799981814],[None],4,1.662918499991065,,,,,0,3,3,13,1630.475198500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.4537777000223,1630.475198500004,1630.475198500004,1630.475198500004,1630.475198500004,1630.475198500004,1630.475198500004,1635.7108578000043,['l'],1,[5.222332799981814],[None],1635.712293300021,1635.7247288000071,1635.7247288000071,1635.7247288000071,1637.3924307000125,4,1.662918499991065,4,1.662918499991065,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,4,4,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[3.825504500011448],[None],4,1.1814876999997068,,,,,0,4,4,4,1637.4399071000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.432793600019,1637.4399071000225,1637.4399071000225,1637.4399071000225,1637.4399071000225,1637.4399071000225,1637.4399071000225,1641.2763271000003,['l'],1,[3.825504500011448],[None],1641.2774124999996,1641.2912910000014,1641.2912910000014,1641.2912910000014,1642.474806400016,4,1.1814876999997068,4,1.1814876999997068,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
,,,5,5,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['l'],1,[11.083254199998919],[None],3,1.5642081999976654,,,,,0,5,5,19,1642.4950142000162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.4827154999948,1642.4950142000162,1642.4950142000162,1642.4950142000162,1642.4950142000162,1642.4950142000162,1642.4950142000162,1653.5937469000055,['l'],1,[11.083254199998919],[None],1653.5947534000152,1653.6226207000145,1653.6226207000145,1653.6226207000145,1655.1753049000108,3,1.5642081999976654,3,1.5642081999976654,,,,,,sub163_NB,001,2026-02-03_20h55.16.040,recognitionstage,,2025.1.1,60.07680217773254,2026-02-03 20h55.58.990558 +0530,
