path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.004595500000505126,0.006953799999791954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006976100000429142,0.023804600000403298,0.023804600000403298,12.091360800000075,space,12.065629400000034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.091394099999889,12.106900499999938,12.106900499999938,22.108519000000342,space,9.998902299999827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
abrupt_videos\abrupt_9.mp4,19,0,44,44,0,,,,,,,,,,0,44,44,10,,,,,1529.2559760000004,,,,,,,,,,,,,,,,,,,,,,,,1529.2133645000004,1529.2559760000004,1529.2559760000004,1548.7054685000003,1548.5491548999998,None,0,1,1548.6846747,1548.7054685000003,1551.1914051000003,1529.2559760000004,2.222498199999791,None,1551.1914806000004,1551.2071993999998,1551.2071993999998,1593.1081006000004,space,41.89813110000068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,0,0,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['l'],1,[4.719187900000179],[None],4,3.4657105000005686,,,,,0,0,0,22,1593.1380020000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.1316836000005,1593.1380020000006,1593.1380020000006,1593.1380020000006,1593.1380020000006,1593.1380020000006,1593.1380020000006,1597.8738201000006,['l'],1,[4.719187900000179],[None],1597.8747620000004,1597.8896415,1597.8896415,1597.8896415,1601.3571858000005,4,3.4657105000005686,4,3.4657105000005686,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,1,1,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[2.6688795999998547],[None],5,1.8316389999999956,,,,,0,1,1,31,1601.3883491000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.3747036000004,1601.3883491000006,1601.3883491000006,1601.3883491000006,1601.3883491000006,1601.3883491000006,1601.3883491000006,1604.0577242999998,['r'],1,[2.6688795999998547],[None],1604.0586579,1604.0731778999998,1604.0731778999998,1604.0731778999998,1605.9073286000003,5,1.8316389999999956,5,1.8316389999999956,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,2,2,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[4.116272700000081],[None],5,2.380869100000382,,,,,0,2,2,29,1605.9248897000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.9166225,1605.9248897000007,1605.9248897000007,1605.9248897000007,1605.9248897000007,1605.9248897000007,1605.9248897000007,1610.0419327999998,['l'],1,[4.116272700000081],[None],1610.0427725999998,1610.0557245999998,1610.0557245999998,1610.0557245999998,1612.4404036000005,5,2.380869100000382,5,2.380869100000382,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,3,3,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],0,[8.183164500000203],[None],4,2.366532500000176,,,,,0,3,3,15,1612.4899108999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.4825793999998,1612.4899108999998,1612.4899108999998,1612.4899108999998,1612.4899108999998,1612.4899108999998,1612.4899108999998,1620.6744487000005,['r'],0,[8.183164500000203],[None],1620.6751401000001,1620.6891714000003,1620.6891714000003,1620.6891714000003,1623.0569110000006,4,2.366532500000176,4,2.366532500000176,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,4,4,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],1,[26.566408100000444],[None],2,3.8996184000006906,,,,,0,4,4,3,1623.1386944000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.1205433000005,1623.1386944000005,1623.1386944000005,1623.1386944000005,1623.1386944000005,1623.1386944000005,1623.1386944000005,1649.7066386000006,['r'],1,[26.566408100000444],[None],1649.7072070000004,1649.7229142000006,1649.7229142000006,1649.7229142000006,1653.6236456000006,2,3.8996184000006906,2,3.8996184000006906,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
,,,5,5,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],1,[8.589239500000076],[None],4,3.381939400000192,,,,,0,5,5,24,1653.6438641000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.6336499,1653.6438641000004,1653.6438641000004,1653.6438641000004,1653.6438641000004,1653.6438641000004,1653.6438641000004,1662.2410418,['l'],1,[8.589239500000076],[None],1662.2418103999998,1662.2562871999999,1662.2562871999999,1662.2562871999999,1665.6397136000005,4,3.381939400000192,4,3.381939400000192,,,,,,,,sub120_AB,001,2026-02-01_15h26.35.553,recognitionstage,,2025.1.1,59.838281061669534,2026-02-01 15h27.37.846093 +0530,
