path,duration,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,key_resp_6.started,movie_2.stopped,key_resp_6.stopped,Videos.stopped,movie.key_resp_6.keys,ISI.started,text.started,ISI.stopped,text.stopped,movie.key_resp_6.rt,movie.key_resp_6.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,6,6,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[5.355671399999892],[None],5,1.9478597999998328,,,,,0,6,6,35,1594.374561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.3566575,1594.374561,1594.374561,1594.374561,1594.374561,1594.374561,1594.374561,1599.7438581000001,['l'],1,[5.355671399999892],[None],1599.7451366,1599.7582304000002,1599.7582304000002,1599.7582304000002,1601.7088782,5,1.9478597999998328,5,1.9478597999998328,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,7,7,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[4.5630175000001145],[None],5,1.5304776000000402,,,,,0,7,7,2,1601.7753062000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.7645320000001,1601.7753062000002,1601.7753062000002,1601.7753062000002,1601.7753062000002,1601.7753062000002,1601.7753062000002,1606.344082,['l'],1,[4.5630175000001145],[None],1606.3452656999998,1606.3587054,1606.3587054,1606.3587054,1607.8920966,5,1.5304776000000402,5,1.5304776000000402,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,8,8,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['l'],1,[3.4722518999999465],[None],5,1.4981233999999404,,,,,0,8,8,11,1607.9779798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.9527594,1607.9779798,1607.9779798,1607.9779798,1607.9779798,1607.9779798,1607.9779798,1611.4604768,['l'],1,[3.4722518999999465],[None],1611.4611713999998,1611.4745047000001,1611.4745047000001,1611.4745047000001,1612.9755489,5,1.4981233999999404,5,1.4981233999999404,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,9,9,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[3.5342243000000053],[None],5,1.2800929999998516,,,,,0,9,9,25,1613.0280435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.0092473,1613.0280435,1613.0280435,1613.0280435,1613.0280435,1613.0280435,1613.0280435,1616.5778269000002,['r'],1,[3.5342243000000053],[None],1616.5788530999998,1616.5912313,1616.5912313,1616.5912313,1617.8756067,5,1.2800929999998516,5,1.2800929999998516,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,10,10,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['r'],1,[4.9413807999999335],[None],5,1.1804199999999128,,,,,0,10,10,33,1617.9249862000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.9058703,1617.9249862000001,1617.9249862000001,1617.9249862000001,1617.9249862000001,1617.9249862000001,1617.9249862000001,1622.8774718999998,['r'],1,[4.9413807999999335],[None],1622.8787063999998,1622.8911171999998,1622.8911171999998,1622.8911171999998,1624.0756766,5,1.1804199999999128,5,1.1804199999999128,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,11,11,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['r'],1,[3.6137555999998767],[None],5,0.8468153999999686,,,,,0,11,11,28,1624.1246262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.1040763,1624.1246262,1624.1246262,1624.1246262,1624.1246262,1624.1246262,1624.1246262,1627.7444215,['r'],1,[3.6137555999998767],[None],1627.7453822000002,1627.7578951,1627.7578951,1627.7578951,1628.6089321,5,0.8468153999999686,5,0.8468153999999686,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,12,12,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['r'],1,[3.5518193000000338],[None],5,1.313370900000109,,,,,0,12,12,16,1628.6585687000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.6516318,1628.6585687000002,1628.6585687000002,1628.6585687000002,1628.6585687000002,1628.6585687000002,1628.6585687000002,1632.2116661,['r'],1,[3.5518193000000338],[None],1632.2126355,1632.2248829999999,1632.2248829999999,1632.2248829999999,1633.5422652000002,5,1.313370900000109,5,1.313370900000109,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,13,13,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[3.6081380000000536],[None],5,1.4651374000000033,,,,,0,13,13,6,1633.6100824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.6019407,1633.6100824,1633.6100824,1633.6100824,1633.6100824,1633.6100824,1633.6100824,1637.2267846,['l'],1,[3.6081380000000536],[None],1637.2276782,1637.241709,1637.241709,1637.241709,1638.7084169,5,1.4651374000000033,5,1.4651374000000033,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,14,14,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[6.1065137000000504],[None],3,1.6311754999999266,,,,,0,14,14,18,1638.7437826999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.7344146,1638.7437826999999,1638.7437826999999,1638.7437826999999,1638.7437826999999,1638.7437826999999,1638.7437826999999,1644.8606073,['l'],1,[6.1065137000000504],[None],1644.8615288,1644.8747309,1644.8747309,1644.8747309,1646.5083922,3,1.6311754999999266,3,1.6311754999999266,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,15,15,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],1,[3.6977081],[None],5,1.7503884999998718,,,,,0,15,15,12,1646.576504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.5573330000002,1646.576504,1646.576504,1646.576504,1646.576504,1646.576504,1646.576504,1650.2763281000002,['l'],1,[3.6977081],[None],1650.2772206,1650.2918891999998,1650.2918891999998,1650.2918891999998,1652.0423104000001,5,1.7503884999998718,5,1.7503884999998718,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,16,16,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['r'],1,[2.3174251999998887],[None],5,0.6641035999998621,,,,,0,16,16,30,1652.0770851000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.066029,1652.0770851000002,1652.0770851000002,1652.0770851000002,1652.0770851000002,1652.0770851000002,1652.0770851000002,1654.4103024,['r'],1,[2.3174251999998887],[None],1654.4112968999998,1654.424979,1654.424979,1654.424979,1655.0924946,5,0.6641035999998621,5,0.6641035999998621,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,17,17,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['l'],1,[3.0278764000001956],[None],5,1.497865900000079,,,,,0,17,17,21,1655.1584073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.1389580999999,1655.1584073,1655.1584073,1655.1584073,1655.1584073,1655.1584073,1655.1584073,1658.1933202,['l'],1,[3.0278764000001956],[None],1658.1943992000001,1658.2083431,1658.2083431,1658.2083431,1659.7090664000002,5,1.497865900000079,5,1.497865900000079,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,18,18,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['r'],1,[3.178867999999966],[None],5,0.9479589000000033,,,,,0,18,18,1,1659.775428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.7617179,1659.775428,1659.775428,1659.775428,1659.775428,1659.775428,1659.775428,1662.9605821,['r'],1,[3.178867999999966],[None],1662.9615408999998,1662.9744212,1662.9744212,1662.9744212,1663.9256845,5,0.9479589000000033,5,0.9479589000000033,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,19,19,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[2.3681821999998647],[None],5,0.949288900000056,,,,,0,19,19,17,1663.9779475999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.9526664,1663.9779475999999,1663.9779475999999,1663.9779475999999,1663.9779475999999,1663.9779475999999,1663.9779475999999,1666.3589766999999,['r'],1,[2.3681821999998647],[None],1666.3594905,1666.3744262999999,1666.3744262999999,1666.3744262999999,1667.3263513000002,5,0.949288900000056,5,0.949288900000056,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,20,20,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],1,[3.380175999999892],[None],5,1.247387500000059,,,,,0,20,20,29,1667.3581986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.3516012999999,1667.3581986,1667.3581986,1667.3581986,1667.3581986,1667.3581986,1667.3581986,1670.7443364,['r'],1,[3.380175999999892],[None],1670.7456388,1670.7577480999998,1670.7577480999998,1670.7577480999998,1672.0090980999998,5,1.247387500000059,5,1.247387500000059,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,21,21,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[3.5606047000001126],[None],5,1.3490666000000147,,,,,0,21,21,32,1672.0416334000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.0356885,1672.0416334000001,1672.0416334000001,1672.0416334000001,1672.0416334000001,1672.0416334000001,1672.0416334000001,1675.6097332999998,['l'],1,[3.5606047000001126],[None],1675.6104709,1675.6258646,1675.6258646,1675.6258646,1676.9753181,5,1.3490666000000147,5,1.3490666000000147,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,22,22,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[2.1856390000000374],[None],5,0.6975052000000233,,,,,0,22,22,20,1677.0246345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.0050832000002,1677.0246345,1677.0246345,1677.0246345,1677.0246345,1677.0246345,1677.0246345,1679.2110825999998,['r'],1,[2.1856390000000374],[None],1679.2120372,1679.2246796999998,1679.2246796999998,1679.2246796999998,1679.9257781000001,5,0.6975052000000233,5,0.6975052000000233,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,23,23,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['l'],1,[2.691353100000015],[None],5,1.1168448999999327,,,,,0,23,23,39,1679.9748943999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.9562332,1679.9748943999998,1679.9748943999998,1679.9748943999998,1679.9748943999998,1679.9748943999998,1679.9748943999998,1682.6758365,['l'],1,[2.691353100000015],[None],1682.6765894999999,1682.6916766,1682.6916766,1682.6916766,1683.8088114000002,5,1.1168448999999327,5,1.1168448999999327,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,24,24,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['r'],1,[2.5124287999999524],[None],5,0.697218600000042,,,,,0,24,24,36,1683.8582150000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.8389986000002,1683.8582150000002,1683.8582150000002,1683.8582150000002,1683.8582150000002,1683.8582150000002,1683.8582150000002,1686.3778266999998,['r'],1,[2.5124287999999524],[None],1686.3787806999999,1686.3910652,1686.3910652,1686.3910652,1687.0916897000002,5,0.697218600000042,5,0.697218600000042,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,25,25,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['l'],1,[2.131275100000039],[None],5,1.0314410999999382,,,,,0,25,25,10,1687.1590251000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.1501717,1687.1590251000002,1687.1590251000002,1687.1590251000002,1687.1590251000002,1687.1590251000002,1687.1590251000002,1689.2933518999998,['l'],1,[2.131275100000039],[None],1689.2942422,1689.3083271,1689.3083271,1689.3083271,1690.3424028999998,5,1.0314410999999382,5,1.0314410999999382,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,26,26,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[2.0336565000000064],[None],5,0.9639417999999296,,,,,0,26,26,19,1690.3766810000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.3668834,1690.3766810000002,1690.3766810000002,1690.3766810000002,1690.3766810000002,1690.3766810000002,1690.3766810000002,1692.4274983999999,['r'],1,[2.0336565000000064],[None],1692.4290682,1692.4412932,1692.4412932,1692.4412932,1693.4085543,5,0.9639417999999296,5,0.9639417999999296,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,27,27,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[5.785100300000067],[None],5,0.8140376000001197,,,,,0,27,27,26,1693.4412855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693.4348024,1693.4412855,1693.4412855,1693.4412855,1693.4412855,1693.4412855,1693.4412855,1699.2273098,['l'],1,[5.785100300000067],[None],1699.2282827,1699.2412746,1699.2412746,1699.2412746,1700.0591254,5,0.8140376000001197,5,0.8140376000001197,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,28,28,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[2.055185700000038],[None],5,0.7975028000000748,,,,,0,28,28,34,1700.0912208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0827792999999,1700.0912208,1700.0912208,1700.0912208,1700.0912208,1700.0912208,1700.0912208,1702.1602636000002,['r'],1,[2.055185700000038],[None],1702.1613384000002,1702.1750268,1702.1750268,1702.1750268,1702.9755381,5,0.7975028000000748,5,0.7975028000000748,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,29,29,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[2.130190099999936],[None],5,0.5639598999998725,,,,,0,29,29,27,1703.0081783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.0000371,1703.0081783,1703.0081783,1703.0081783,1703.0081783,1703.0081783,1703.0081783,1705.1438793000002,['l'],1,[2.130190099999936],[None],1705.144898,1705.1583879999998,1705.1583879999998,1705.1583879999998,1705.7261506,5,0.5639598999998725,5,0.5639598999998725,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,30,30,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['l'],1,[6.500275399999964],[None],5,0.6153132999997979,,,,,0,30,30,38,1705.7580251999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.7478535999999,1705.7580251999998,1705.7580251999998,1705.7580251999998,1705.7580251999998,1705.7580251999998,1705.7580251999998,1712.2600625999999,['l'],1,[6.500275399999964],[None],1712.2609200000002,1712.2749362999998,1712.2749362999998,1712.2749362999998,1712.8925408999999,5,0.6153132999997979,5,0.6153132999997979,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,31,31,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['r'],1,[1.8106345999999576],[None],5,0.38071239999999307,,,,,0,31,31,9,1712.9757374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.9540207,1712.9757374,1712.9757374,1712.9757374,1712.9757374,1712.9757374,1712.9757374,1714.7940168,['r'],1,[1.8106345999999576],[None],1714.7949523000002,1714.8080865000002,1714.8080865000002,1714.8080865000002,1715.1922284000002,5,0.38071239999999307,5,0.38071239999999307,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
,,32,32,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[2.149821299999985],[None],5,0.46249059999991005,,,,,0,32,32,31,1715.2447045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.2194613000001,1715.2447045,1715.2447045,1715.2447045,1715.2447045,1715.2447045,1715.2447045,1717.3954374,['r'],1,[2.149821299999985],[None],1717.3967619999999,1717.4230905999998,1717.4230905999998,1717.4230905999998,1717.8757016999998,5,0.46249059999991005,5,0.46249059999991005,,,,,,sub19_NB,001,2026-01-18_12h00.26.820,recognitionstage,,2025.1.1,60.180239818255586,2026-01-18 12h01.40.266065 +0530,
