path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.011159499999848776,0.013518600000679726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013539600000513019,0.029374300000199582,0.029374300000199582,8.647146400000565,space,8.603594100000919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.647190400000909,8.663607000000411,8.663607000000411,16.59826819999944,space,7.929474999999002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
abrupt_videos\abrupt_14.mp4,22,0,44,44,0,,,,,,,,,,0,44,44,15,,,,,1512.9126472000007,,,,,,,,,,,,,,,,,,,,,,,,1512.8559081000003,1512.9126472000007,1512.9126472000007,1536.111934300001,1535.9560913999994,None,0,1,1536.0920506000002,1536.111934300001,1538.5985988000011,1465.329002800001,9.647627199999988,None,1538.5986878000003,1538.6130981999995,1538.6130981999995,1554.5478631000005,space,15.93231730000116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,0,0,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[11.061475000000428],[None],5,5.68314829999872,,,,,0,0,0,14,1554.6115996000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.6040864999995,1554.6115996000008,1554.6115996000008,1554.6115996000008,1554.6115996000008,1554.6115996000008,1554.6115996000008,1565.6805998,['l'],1,[11.061475000000428],[None],1565.6815124000004,1565.6961403000005,1565.6961403000005,1565.6961403000005,1571.3795926000003,5,5.68314829999872,5,5.68314829999872,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,1,1,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[4.916664100001071],[None],5,2.397401500000342,,,,,0,1,1,26,1571.4284417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.4107961000009,1571.4284417,1571.4284417,1571.4284417,1571.4284417,1571.4284417,1571.4284417,1576.3484712999998,['l'],1,[4.916664100001071],[None],1576.3492903999995,1576.377538300001,1576.377538300001,1576.377538300001,1578.7642329999999,5,2.397401500000342,5,2.397401500000342,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,2,2,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[3.8848724999988917],[None],5,1.2158663000009255,,,,,0,2,2,31,1578.7961271000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.7784998000006,1578.7961271000004,1578.7961271000004,1578.7961271000004,1578.7961271000004,1578.7961271000004,1578.7961271000004,1582.6975433000007,['l'],1,[3.8848724999988917],[None],1582.6985901999997,1582.712947,1582.712947,1582.712947,1583.9297697000002,5,1.2158663000009255,5,1.2158663000009255,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,3,3,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],0,[4.356557999999495],[None],5,1.3822450000006938,,,,,0,3,3,15,1583.9804318000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.9712479999998,1583.9804318000006,1583.9804318000006,1583.9804318000006,1583.9804318000006,1583.9804318000006,1583.9804318000006,1588.3475902999999,['r'],0,[4.356557999999495],[None],1588.3484423999998,1588.363090500001,1588.363090500001,1588.363090500001,1589.7462840000007,5,1.3822450000006938,5,1.3822450000006938,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,4,4,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[4.536981799999921],[None],5,1.2474261000006663,,,,,0,4,4,1,1589.8161493999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.790777100001,1589.8161493999996,1589.8161493999996,1589.8161493999996,1589.8161493999996,1589.8161493999996,1589.8161493999996,1594.3651286000004,['l'],1,[4.536981799999921],[None],1594.3658522000005,1594.3792876999996,1594.3792876999996,1594.3792876999996,1595.6301162,5,1.2474261000006663,5,1.2474261000006663,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,5,5,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],1,[6.719355000001087],[None],3,2.3154699000006076,,,,,0,5,5,17,1595.6656194000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.6420290999995,1595.6656194000007,1595.6656194000007,1595.6656194000007,1595.6656194000007,1595.6656194000007,1595.6656194000007,1602.3980465999994,['l'],1,[6.719355000001087],[None],1602.3991000000005,1602.4127386,1602.4127386,1602.4127386,1604.729786400001,3,2.3154699000006076,3,2.3154699000006076,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,6,6,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[2.396713099999033],[None],5,1.3637627000007342,,,,,0,6,6,8,1604.7803509000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.7679516000007,1604.7803509000005,1604.7803509000005,1604.7803509000005,1604.7803509000005,1604.7803509000005,1604.7803509000005,1607.1820477,['r'],1,[2.396713099999033],[None],1607.1833652000005,1607.1964822999998,1607.1964822999998,1607.1964822999998,1608.5633383999993,5,1.3637627000007342,5,1.3637627000007342,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,7,7,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],0,[6.352451300001121],[None],3,1.281473700000788,,,,,0,7,7,9,1608.632548200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.6129326999999,1608.632548200001,1608.632548200001,1608.632548200001,1608.632548200001,1608.632548200001,1608.632548200001,1614.998233800001,['l'],0,[6.352451300001121],[None],1614.9995509,1615.0130076999994,1615.0130076999994,1615.0130076999994,1616.2970578000004,3,1.281473700000788,3,1.281473700000788,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,8,8,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['r'],1,[5.0437394000000495],[None],5,0.9621764999992592,,,,,0,8,8,2,1616.3495571000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.3394308000006,1616.3495571000003,1616.3495571000003,1616.3495571000003,1616.3495571000003,1616.3495571000003,1616.3495571000003,1621.400219700001,['r'],1,[5.0437394000000495],[None],1621.4016711000004,1621.4122707000006,1621.4122707000006,1621.4122707000006,1622.3797345000003,5,0.9621764999992592,5,0.9621764999992592,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,9,9,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[3.3614027999992686],[None],4,1.282172700000956,,,,,0,9,9,23,1622.4155050999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.3927939000005,1622.4155050999998,1622.4155050999998,1622.4155050999998,1622.4155050999998,1622.4155050999998,1622.4155050999998,1625.7806872,['l'],1,[3.3614027999992686],[None],1625.7814775000006,1625.7961687999996,1625.7961687999996,1625.7961687999996,1627.0795634000006,4,1.282172700000956,4,1.282172700000956,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,10,10,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['r'],1,[5.4070158999984415],[None],5,1.515721300000223,,,,,0,10,10,27,1627.0981615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0892547000003,1627.0981615,1627.0981615,1627.0981615,1627.0981615,1627.0981615,1627.0981615,1632.5143614999997,['r'],1,[5.4070158999984415],[None],1632.5153014999996,1632.5294816000005,1632.5294816000005,1632.5294816000005,1634.0463070000005,5,1.515721300000223,5,1.515721300000223,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
,,,11,11,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[8.816493000000264],[None],2,2.1305402999987564,,,,,0,11,11,12,1634.0965897000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.080127700001,1634.0965897000005,1634.0965897000005,1634.0965897000005,1634.0965897000005,1634.0965897000005,1634.0965897000005,1642.9155093000008,['l'],0,[8.816493000000264],[None],1642.9165059999996,1642.929207000001,1642.929207000001,1642.929207000001,1645.0629645000008,2,2.1305402999987564,2,2.1305402999987564,,,,,,sub23_AB,001,2026-01-18_17h24.57.466,recognitionstage,,2025.1.1,59.96055794480673,2026-01-18 17h26.24.506983 +0530,
