path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.00449809999554418,0.006854100007330999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006876600004034117,0.023055800003930926,0.023055800003930926,8.908218399999896,space,8.880709800010663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.908277700000326,8.925341800000751,8.925341800000751,17.424329400004353,space,8.490059300005669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
abrupt_videos\abrupt_19.mp4,36,0,44,44,0,,,,,,,,,,0,44,44,21,,,,,1620.672744800002,,,,,,,,,,,,,,,,,,,,,,,,1620.6221521999978,1620.672744800002,1620.672744800002,1657.639072200007,1657.4918272000068,None,0,1,1657.6277296000044,1657.639072200007,1660.1254229000042,1660.1402494000067,23.551600100006908,None,1660.1255137999979,1660.1402494000067,1660.1402494000067,1681.907960800003,space,21.755704299997888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,0,0,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],0,[4.741668799993931],[None],3,31.13011589999951,,,,,0,0,0,18,1681.9382407999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.9278167000011,1681.9382407999947,1681.9382407999947,1681.9382407999947,1681.9382407999947,1681.9382407999947,1681.9382407999947,1686.6929180000006,['r'],0,[4.741668799993931],[None],1686.693996899994,1686.721160999994,1686.721160999994,1686.721160999994,1717.8403526000038,3,31.13011589999951,3,31.13011589999951,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,1,1,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[4.552219799996237],[None],5,2.9131252999941353,,,,,0,1,1,35,1717.871566700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.8562487000017,1717.871566700007,1717.871566700007,1717.871566700007,1717.871566700007,1717.871566700007,1717.871566700007,1722.4263938999939,['l'],1,[4.552219799996237],[None],1722.4274493999983,1722.4393947000062,1722.4393947000062,1722.4393947000062,1725.3569142000051,5,2.9131252999941353,5,2.9131252999941353,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,2,2,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[3.50422499999695],[None],5,1.8984115999919595,,,,,0,2,2,5,1725.4235772999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.4017192000028,1725.4235772999964,1725.4235772999964,1725.4235772999964,1725.4235772999964,1725.4235772999964,1725.4235772999964,1728.9414987000055,['r'],1,[3.50422499999695],[None],1728.9423414000048,1728.9561400999955,1728.9561400999955,1728.9561400999955,1730.8572459999996,5,1.8984115999919595,5,1.8984115999919595,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,3,3,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['r'],1,[3.4694017000001622],[None],5,1.3805739999952493,,,,,0,3,3,1,1730.922336500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.9089327999973,1730.922336500007,1730.922336500007,1730.922336500007,1730.922336500007,1730.922336500007,1730.922336500007,1734.4087790000049,['r'],1,[3.4694017000001622],[None],1734.4098574999953,1734.4235194000066,1734.4235194000066,1734.4235194000066,1735.807499500006,5,1.3805739999952493,5,1.3805739999952493,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,4,4,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['l'],1,[5.988104799995199],[None],5,1.4818337999895448,,,,,0,4,4,39,1735.827657700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.8164498999977,1735.827657700007,1735.827657700007,1735.827657700007,1735.827657700007,1735.827657700007,1735.827657700007,1741.8247197000019,['l'],1,[5.988104799995199],[None],1741.8256699000049,1741.8546376000013,1741.8546376000013,1741.8546376000013,1743.323445300004,5,1.4818337999895448,5,1.4818337999895448,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,5,5,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[3.7556006999948295],[None],5,1.6307630000083009,,,,,0,5,5,21,1743.3561149000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.3353594999935,1743.3561149000016,1743.3561149000016,1743.3561149000016,1743.3561149000016,1743.3561149000016,1743.3561149000016,1747.1252968000044,['r'],1,[3.7556006999948295],[None],1747.126505799999,1747.1397493999975,1747.1397493999975,1747.1397493999975,1748.7737600999972,5,1.6307630000083009,5,1.6307630000083009,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,6,6,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],1,[6.432268300006399],[None],5,2.599078200000804,,,,,0,6,6,29,1748.7914605999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.7829429999983,1748.7914605999977,1748.7914605999977,1748.7914605999977,1748.7914605999977,1748.7914605999977,1748.7914605999977,1755.2248840999964,['r'],1,[6.432268300006399],[None],1755.2257462999987,1755.239782100005,1755.239782100005,1755.239782100005,1757.8405020000064,5,2.599078200000804,5,2.599078200000804,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
,,,7,7,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[3.238657499998226],[None],5,1.3817323999974178,,,,,0,7,7,23,1757.872994499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.8541469000047,1757.872994499994,1757.872994499994,1757.872994499994,1757.872994499994,1757.872994499994,1757.872994499994,1761.125331999996,['l'],1,[3.238657499998226],[None],1761.1265120000025,1761.1394794999942,1761.1394794999942,1761.1394794999942,1762.5236781999993,5,1.3817323999974178,5,1.3817323999974178,,,,,,,,sub32_AB,001,2026-01-19_09h46.38.965,recognitionstage,,2025.1.1,60.30279238235037,2026-01-19 09h48.07.521726 +0530,
