path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.014957800012780353,0.0780473000195343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07807800002046861,0.09837970000808127,0.09837970000808127,7.751534500013804,space,7.651099699985934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751568700012285,7.767551900004037,7.767551900004037,20.101655300008133,space,12.326688000001013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
Trimmed_videos/natural_28.mp4,48,1,44,44,0,,,,,,,,,,0,44,44,30,,,,,1562.2337476000248,,,,,,,,,,,,,,,,,,,,,,,,1562.1782781000074,1562.2337476000248,1562.2337476000248,1558.9664568000007,1564.3525243000186,space,1,1,1564.478173200012,1564.499501400016,1566.985396700009,1447.1500186000194,2.1160166999907233,None,1566.9854703000165,1567.0010289000056,1567.0010289000056,1601.0684707000037,space,34.05271489999723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,0,0,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[17.264673700003186],[None],2,5.364883199974429,,,,,0,0,0,6,1601.1492107000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.1345851000224,1601.1492107000086,1601.1492107000086,1601.1492107000086,1601.1492107000086,1601.1492107000086,1601.1492107000086,1618.4196150000207,['r'],1,[17.264673700003186],[None],1618.420955300011,1618.4483731000219,1618.4483731000219,1618.4483731000219,1623.8016683000023,2,5.364883199974429,2,5.364883199974429,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,1,1,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[4.8201924999884795],[None],4,4.998302899999544,,,,,0,1,1,31,1623.8656897000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.84781810001,1623.8656897000037,1623.8656897000037,1623.8656897000037,1623.8656897000037,1623.8656897000037,1623.8656897000037,1628.7018997000123,['r'],1,[4.8201924999884795],[None],1628.702907400002,1628.7172356000228,1628.7172356000228,1628.7172356000228,1633.7181777000078,4,4.998302899999544,4,4.998302899999544,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,2,2,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[5.965279099997133],[None],4,1.580296800006181,,,,,0,2,2,9,1633.784564200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.774164900009,1633.784564200003,1633.784564200003,1633.784564200003,1633.784564200003,1633.784564200003,1633.784564200003,1639.7535143000132,['l'],1,[5.965279099997133],[None],1639.7548103000154,1639.7672040000034,1639.7672040000034,1639.7672040000034,1641.3513688000094,4,1.580296800006181,4,1.580296800006181,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,3,3,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[11.728254399989964],[None],3,3.2301312999916263,,,,,0,3,3,14,1641.4376905000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.4147399000067,1641.4376905000245,1641.4376905000245,1641.4376905000245,1641.4376905000245,1641.4376905000245,1641.4376905000245,1653.1697016000107,['l'],1,[11.728254399989964],[None],1653.1709602000192,1653.1838772000046,1653.1838772000046,1653.1838772000046,1656.418244600005,3,3.2301312999916263,3,3.2301312999916263,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,4,4,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['r'],1,[4.264572399988538],[None],4,3.2331131000246387,,,,,0,4,4,30,1656.4531779000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.4415849000216,1656.4531779000245,1656.4531779000245,1656.4531779000245,1656.4531779000245,1656.4531779000245,1656.4531779000245,1660.7186510000029,['r'],1,[4.264572399988538],[None],1660.719692100014,1660.734041000018,1660.734041000018,1660.734041000018,1663.9676776000124,4,3.2331131000246387,4,3.2331131000246387,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
,,,5,5,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['l'],1,[3.8765706999984104],[None],1,3.381142700003693,,,,,0,5,5,22,1664.0171446000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.9959873000043,1664.0171446000168,1664.0171446000168,1664.0171446000168,1664.0171446000168,1664.0171446000168,1664.0171446000168,1667.9029227000137,['l'],1,[3.8765706999984104],[None],1667.9038320000109,1667.9168969000166,1667.9168969000166,1667.9168969000166,1671.3019298000145,1,3.381142700003693,1,3.381142700003693,,,,,,,,sub46_NB,001,2026-01-20_15h52.40.129,recognitionstage,,2025.1.1,59.495301356129794,2026-01-20 15h54.42.350687 +0530,
