path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.015992800006642938,0.01843699999153614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01845790003426373,0.03517079999437556,0.03517079999437556,8.571395500039216,space,8.534806100011338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.571449500042945,8.586069400014821,8.586069400014821,18.304463700042106,space,9.712148199963849,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
abrupt_videos\abrupt_3.mp4,27,1,44,44,0,,,,,,,,,,0,44,44,3,,,,,1563.5013436000445,,,,,,,,,,,,,,,,,,,,,,,,1563.4536856000195,1563.5013436000445,1563.5013436000445,1560.3179213000112,1568.9878797000274,space,1,1,1569.120768600027,1569.1345079000457,1571.6205787000363,1571.6358343000175,5.469075899978634,None,1571.6206453000195,1571.6358343000175,1571.6358343000175,1606.8537358000176,space,35.206444400013424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,0,0,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],0,[3.1186659000231884],[None],3,8.613151099998504,,,,,0,0,0,39,1606.8837031000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.8694848000305,1606.8837031000294,1606.8837031000294,1606.8837031000294,1606.8837031000294,1606.8837031000294,1606.8837031000294,1610.0049789000186,['r'],0,[3.1186659000231884],[None],1610.006284700008,1610.0331464000046,1610.0331464000046,1610.0331464000046,1618.6360906999907,3,8.613151099998504,3,8.613151099998504,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,1,1,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[4.8541009000036865],[None],4,3.982951799989678,,,,,0,1,1,8,1618.6840921000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.6769800000475,1618.6840921000112,1618.6840921000112,1618.6840921000112,1618.6840921000112,1618.6840921000112,1618.6840921000112,1623.5529518999974,['l'],1,[4.8541009000036865],[None],1623.5537571000168,1623.568590000039,1623.568590000039,1623.568590000039,1627.5524818000267,4,3.982951799989678,4,3.982951799989678,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,2,2,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[6.561187600018457],[None],5,2.4971619000425562,,,,,0,2,2,14,1627.6173675000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.6120088000316,1627.6173675000318,1627.6173675000318,1627.6173675000318,1627.6173675000318,1627.6173675000318,1627.6173675000318,1634.1880522000138,['l'],1,[6.561187600018457],[None],1634.1892500999966,1634.2164870999986,1634.2164870999986,1634.2164870999986,1636.7026842000196,5,2.4971619000425562,5,2.4971619000425562,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,3,3,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['l'],0,[5.326686999993399],[None],5,5.0979219999862835,,,,,0,3,3,3,1636.771603000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.749439700041,1636.771603000001,1636.771603000001,1636.771603000001,1636.771603000001,1636.771603000001,1636.771603000001,1642.1040712000104,['l'],0,[5.326686999993399],[None],1642.105311500025,1642.1185666000238,1642.1185666000238,1642.1185666000238,1647.2199033999932,5,5.0979219999862835,5,5.0979219999862835,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,4,4,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[6.827954200038221],[None],5,4.097005399991758,,,,,0,4,4,36,1647.254442400008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.234384600015,1647.254442400008,1647.254442400008,1647.254442400008,1647.254442400008,1647.254442400008,1647.254442400008,1654.087770400045,['l'],1,[6.827954200038221],[None],1654.089375700045,1654.1161403000006,1654.1161403000006,1654.1161403000006,1658.202928100014,5,4.097005399991758,5,4.097005399991758,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
,,,5,5,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['l'],1,[10.165855400031433],[None],2,4.483059599995613,,,,,0,5,5,7,1658.2523727000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.2420667000115,1658.2523727000225,1658.2523727000225,1658.2523727000225,1658.2523727000225,1658.2523727000225,1658.2523727000225,1668.4197952999966,['l'],1,[10.165855400031433],[None],1668.4207241000258,1668.4352628000197,1668.4352628000197,1668.4352628000197,1672.9192922000075,2,4.483059599995613,2,4.483059599995613,,,,,,sub96_AB,001,2026-01-30_11h01.19.329,recognitionstage,,2025.1.1,60.01532791268924,2026-01-30 11h01.51.363962 +0530,
