path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.0191439000191167,0.021562300011282787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021584600006463006,0.03848809999180958,0.03848809999180958,9.906451999995625,space,9.861096099979477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.906498399999691,9.92172740001115,9.92172740001115,16.422507500014035,space,6.497706100024516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
Trimmed_videos/natural_4.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,4,,,,,1503.8869686000107,,,,,,,,,,,,,,,,,,,,,,,,1503.8378455000056,1503.8869686000107,1503.8869686000107,1535.9198004000064,1535.7782645999978,None,0,1,1535.91357840001,1535.9198004000064,1538.4067834000161,1538.4227254000143,1.7554038999951445,None,1538.4068745000113,1538.4227254000143,1538.4227254000143,1574.188760799996,space,35.75647459999891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,0,0,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[10.550287499994738],[None],4,8.614773700013757,,,,,0,0,0,6,1574.2525724000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.241273599997,1574.2525724000006,1574.2525724000006,1574.2525724000006,1574.2525724000006,1574.2525724000006,1574.2525724000006,1584.8062884999963,['l'],1,[10.550287499994738],[None],1584.8071756999998,1584.8352809000062,1584.8352809000062,1584.8352809000062,1593.4375416999974,4,8.614773700013757,4,8.614773700013757,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,1,1,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[6.109138400002848],[None],5,1.3659819999884348,,,,,0,1,1,35,1593.485752700013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.467730400007,1593.485752700013,1593.485752700013,1593.485752700013,1593.485752700013,1593.485752700013,1593.485752700013,1599.605715200014,['r'],1,[6.109138400002848],[None],1599.6065608999925,1599.6202708999917,1599.6202708999917,1599.6202708999917,1600.9876209000067,5,1.3659819999884348,5,1.3659819999884348,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,2,2,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],1,[8.620914099999936],[None],5,1.0986780000093859,,,,,0,2,2,37,1601.0059247000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.996694500005,1601.0059247000027,1601.0059247000027,1601.0059247000027,1601.0059247000027,1601.0059247000027,1601.0059247000027,1609.6391523999919,['l'],1,[8.620914099999936],[None],1609.639899700007,1609.6539235000091,1609.6539235000091,1609.6539235000091,1610.7541388999962,5,1.0986780000093859,5,1.0986780000093859,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,3,3,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['l'],1,[5.415539100009482],[None],5,1.4655301999882795,,,,,0,3,3,16,1610.7872242000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.7779865000048,1610.7872242000012,1610.7872242000012,1610.7872242000012,1610.7872242000012,1610.7872242000012,1610.7872242000012,1616.205582900002,['l'],1,[5.415539100009482],[None],1616.2064249000105,1616.2202469000185,1616.2202469000185,1616.2202469000185,1617.6877023999987,5,1.4655301999882795,5,1.4655301999882795,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,4,4,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[6.719775700010359],[None],5,1.4803660000034142,,,,,0,4,4,29,1617.7070730999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.6966009000025,1617.7070730999985,1617.7070730999985,1617.7070730999985,1617.7070730999985,1617.7070730999985,1617.7070730999985,1624.4399926000042,['l'],1,[6.719775700010359],[None],1624.4409991000139,1624.4534962000034,1624.4534962000034,1624.4534962000034,1625.9380284000072,5,1.4803660000034142,5,1.4803660000034142,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,5,5,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['r'],1,[4.151312800007872],[None],5,1.0815434000105597,,,,,0,5,5,9,1625.9877493999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.9810960000032,1625.9877493999957,1625.9877493999957,1625.9877493999957,1625.9877493999957,1625.9877493999957,1625.9877493999957,1630.1558010000153,['r'],1,[4.151312800007872],[None],1630.1567262000171,1630.170814400015,1630.170814400015,1630.170814400015,1631.254035799997,5,1.0815434000105597,5,1.0815434000105597,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
,,,6,6,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],1,[8.719509599992307],[None],3,1.9469554999959655,,,,,0,6,6,7,1631.3075611999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.2915405000094,1631.3075611999957,1631.3075611999957,1631.3075611999957,1631.3075611999957,1631.3075611999957,1631.3075611999957,1640.0401571000111,['r'],1,[8.719509599992307],[None],1640.041689900012,1640.053972099995,1640.053972099995,1640.053972099995,1642.0040836000117,3,1.9469554999959655,3,1.9469554999959655,,,,,,,,sub159_NB,001,2026-02-03_18h27.24.905,recognitionstage,,2025.1.1,60.714869011613295,2026-02-03 18h27.58.388514 +0530,
