path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.0072883000248111784,0.06944659998407587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0694754000287503,0.07441130001097918,0.07441130001097918,14.99533689999953,space,14.919843300012872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.995391900010873,15.010384100023657,15.010384100023657,20.261406900011934,space,5.2398375000339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
abrupt_videos\abrupt_32.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,35,,,,,1509.9094562000246,,,,,,,,,,,,,,,,,,,,,,,,1509.8597922000336,1509.9094562000246,1509.9094562000246,1541.9088340000017,1541.763387700019,None,0,1,1541.8989338999963,1541.9088340000017,1544.4108840000117,1544.3953398999874,5.1766705000191,None,1544.3954220000305,1544.4108840000117,1544.4108840000117,1600.8294644000125,space,56.40786360000493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,0,0,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[3.9827729999669828],[None],5,3.74696350004524,,,,,0,0,0,1,1600.891847299994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.8758020999958,1600.891847299994,1600.891847299994,1600.891847299994,1600.891847299994,1600.891847299994,1600.891847299994,1604.8799066999927,['l'],1,[3.9827729999669828],[None],1604.8812144999974,1604.9076440000208,1604.9076440000208,1604.9076440000208,1608.643889400002,5,3.74696350004524,5,3.74696350004524,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,1,1,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],0,[9.18144429998938],[None],5,1.8135737999691628,,,,,0,1,1,15,1608.7252996999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.7063006000244,1608.7252996999887,1608.7252996999887,1608.7252996999887,1608.7252996999887,1608.7252996999887,1608.7252996999887,1617.9125557999942,['r'],0,[9.18144429998938],[None],1617.91473150003,1617.9409091999987,1617.9409091999987,1617.9409091999987,1619.7435553999967,5,1.8135737999691628,5,1.8135737999691628,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,2,2,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['r'],1,[4.567192699993029],[None],2,2.9129822999821045,,,,,0,2,2,16,1619.7796703000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.7674771000165,1619.7796703000204,1619.7796703000204,1619.7796703000204,1619.7796703000204,1619.7796703000204,1619.7796703000204,1624.3630918000126,['r'],1,[4.567192699993029],[None],1624.3643524000072,1624.3764220000012,1624.3764220000012,1624.3764220000012,1627.2945433999994,2,2.9129822999821045,2,2.9129822999821045,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,3,3,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],0,[5.2809333999757655],[None],5,1.7315533999935724,,,,,0,3,3,14,1627.361621499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.343486000027,1627.361621499993,1627.361621499993,1627.361621499993,1627.361621499993,1627.361621499993,1627.361621499993,1632.6451716999873,['l'],0,[5.2809333999757655],[None],1632.6459677999956,1632.6594528999995,1632.6594528999995,1632.6594528999995,1634.39381769998,5,1.7315533999935724,5,1.7315533999935724,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,4,4,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[7.021421300014481],[None],5,1.6320631999988109,,,,,0,4,4,21,1634.4290640000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.4075753000216,1634.4290640000254,1634.4290640000254,1634.4290640000254,1634.4290640000254,1634.4290640000254,1634.4290640000254,1641.4609701000154,['r'],1,[7.021421300014481],[None],1641.4618474000017,1641.4765282000299,1641.4765282000299,1641.4765282000299,1643.1109225000255,5,1.6320631999988109,5,1.6320631999988109,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,5,5,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],1,[3.970194099994842],[None],5,1.1806719000451267,,,,,0,5,5,39,1643.1282939999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.1197918999824,1643.1282939999946,1643.1282939999946,1643.1282939999946,1643.1282939999946,1643.1282939999946,1643.1282939999946,1647.1120980000123,['r'],1,[3.970194099994842],[None],1647.1130562000326,1647.1260921999929,1647.1260921999929,1647.1260921999929,1648.3111569000175,5,1.1806719000451267,5,1.1806719000451267,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,6,6,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[2.5318675999878906],[None],5,0.9321222999715246,,,,,0,6,6,35,1648.342819500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.324509900005,1648.342819500016,1648.342819500016,1648.342819500016,1648.342819500016,1648.342819500016,1648.342819500016,1650.8783340000082,['r'],1,[2.5318675999878906],[None],1650.8794886000105,1650.8931572000147,1650.8931572000147,1650.8931572000147,1651.8274042999838,5,0.9321222999715246,5,0.9321222999715246,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,7,7,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['r'],1,[2.2937441000249237],[None],5,1.0649754999903962,,,,,0,7,7,26,1651.8448860000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.836649200006,1651.8448860000353,1651.8448860000353,1651.8448860000353,1651.8448860000353,1651.8448860000353,1651.8448860000353,1654.1447196000372,['r'],1,[2.2937441000249237],[None],1654.1456240999978,1654.1603482000064,1654.1603482000064,1654.1603482000064,1655.227446999983,5,1.0649754999903962,5,1.0649754999903962,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,8,8,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],0,[8.630269800021779],[None],5,1.0314082000404596,,,,,0,8,8,7,1655.2764692000346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.2679137000232,1655.2764692000346,1655.2764692000346,1655.2764692000346,1655.2764692000346,1655.2764692000346,1655.2764692000346,1663.9121426999918,['r'],0,[8.630269800021779],[None],1663.9132265999797,1663.9265205999836,1663.9265205999836,1663.9265205999836,1664.960431799991,5,1.0314082000404596,5,1.0314082000404596,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,9,9,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[4.077885599981528],[None],5,1.4636322999722324,,,,,0,9,9,8,1665.0128493999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.9996969000204,1665.0128493999946,1665.0128493999946,1665.0128493999946,1665.0128493999946,1665.0128493999946,1665.0128493999946,1669.0965512000257,['l'],1,[4.077885599981528],[None],1669.0976842999808,1669.1098281000159,1669.1098281000159,1669.1098281000159,1670.5769318999955,5,1.4636322999722324,5,1.4636322999722324,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
,,,10,10,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['r'],1,[3.7171875000349246],[None],5,0.7655316999880597,,,,,0,10,10,9,1670.6292622000328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.6178327000234,1670.6292622000328,1670.6292622000328,1670.6292622000328,1670.6292622000328,1670.6292622000328,1670.6292622000328,1674.3614745999803,['r'],1,[3.7171875000349246],[None],1674.3623993000365,1674.3913291000063,1674.3913291000063,1674.3913291000063,1675.144358200021,5,0.7655316999880597,5,0.7655316999880597,,,,,,sub103_AB,001,2026-01-31_09h43.12.854,recognitionstage,,2025.1.1,59.94718651036895,2026-01-31 09h43.48.699579 +0530,
