path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.005243999999947846,0.007520199986174703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007542099978309125,0.024273899965919554,0.024273899965919554,10.641938999993727,space,10.605097700026818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.642006199981552,10.660375399980694,10.660375399980694,18.142840899992734,space,7.481141199998092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
Trimmed_videos/natural_3.mp4,28,1,44,44,0,,,,,,,,,,0,44,44,2,,,,,1557.323079599999,,,,,,,,,,,,,,,,,,,,,,,,1557.2720727999695,1557.323079599999,1557.323079599999,1554.055737699964,1560.875574900012,space,1,1,1561.0051513999933,1561.0224702999694,1557.323079599999,1563.5079238999751,3.545774900005199,None,1563.507994399988,1563.5247992000077,1563.5247992000077,1587.324968300003,space,23.792109399975743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,0,0,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],1,[4.655975800007582],[None],5,5.582393700024113,,,,,0,0,0,15,1587.3888338999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.372823899961,1587.3888338999823,1587.3888338999823,1587.3888338999823,1587.3888338999823,1587.3888338999823,1587.3888338999823,1592.0581665000063,['r'],1,[4.655975800007582],[None],1592.0591005999595,1592.0735111999675,1592.0735111999675,1592.0735111999675,1597.657091000001,5,5.582393700024113,5,5.582393700024113,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,1,1,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[4.139504300022963],[None],5,1.4988880000310019,,,,,0,1,1,31,1597.7053406999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.6865476999665,1597.7053406999912,1597.7053406999912,1597.7053406999912,1597.7053406999912,1597.7053406999912,1597.7053406999912,1601.8590506999753,['r'],1,[4.139504300022963],[None],1601.860040700005,1601.8731358000077,1601.8731358000077,1601.8731358000077,1603.3740257999743,5,1.4988880000310019,5,1.4988880000310019,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,2,2,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[4.9243145999498665],[None],3,2.2811486999853514,,,,,0,2,2,13,1603.4406995999743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.418821499974,1603.4406995999743,1603.4406995999743,1603.4406995999743,1603.4406995999743,1603.4406995999743,1603.4406995999743,1608.3754898000043,['l'],1,[4.9243145999498665],[None],1608.37660399999,1608.3904180999962,1608.3904180999962,1608.3904180999962,1610.6743934999686,3,2.2811486999853514,3,2.2811486999853514,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,3,3,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[2.5676604000036605],[None],5,1.9324302999884821,,,,,0,3,3,27,1610.7090887000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.6856067999615,1610.7090887000086,1610.7090887000086,1610.7090887000086,1610.7090887000086,1610.7090887000086,1610.7090887000086,1613.2919503999874,['l'],1,[2.5676604000036605],[None],1613.293122300005,1613.306452299992,1613.306452299992,1613.306452299992,1615.240404399985,5,1.9324302999884821,5,1.9324302999884821,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,4,4,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['r'],1,[3.3144675999647006],[None],5,1.2805108000175096,,,,,0,4,4,26,1615.2586581999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.250452200009,1615.2586581999785,1615.2586581999785,1615.2586581999785,1615.2586581999785,1615.2586581999785,1615.2586581999785,1618.576291400008,['r'],1,[3.3144675999647006],[None],1618.577287699969,1618.5905110999593,1618.5905110999593,1618.5905110999593,1619.8740522000007,5,1.2805108000175096,5,1.2805108000175096,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
,,,5,5,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[3.19294350000564],[None],5,1.4471690999926068,,,,,0,5,5,32,1619.8920219999854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.8834451999865,1619.8920219999854,1619.8920219999854,1619.8920219999854,1619.8920219999854,1619.8920219999854,1619.8920219999854,1623.0926626999862,['l'],1,[3.19294350000564],[None],1623.093569199962,1623.1068118999829,1623.1068118999829,1623.1068118999829,1624.5581460999674,5,1.4471690999926068,5,1.4471690999926068,,,,,,aru13,001,2026-02-04_18h43.57.247,recognitionstage,,2025.1.1,59.91740984813584,2026-02-04 18h44.51.448353 +0530,
