path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01696530000117491,0.019350300000951393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01937290000205394,0.03598970000166446,0.03598970000166446,7.2722780000003695,space,7.222265200001857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.272340100000292,7.287968300002831,7.287968300002831,13.90630670000246,space,6.610459500003344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
abrupt_videos\abrupt_33.mp4,57,0,44,44,0,,,,,,,,,,0,44,44,36,,,,,1474.4688447000008,,,,,,,,,,,,,,,,,,,,,,,,1474.4228171000032,1474.4688447000008,1474.4688447000008,1531.9017526999996,1531.757367000002,None,0,1,1531.8933490000018,1531.9017526999996,1534.4035156000027,1534.3882527000023,8.703889899999922,None,1534.388374000002,1534.4035156000027,1534.4035156000027,1555.9881081000021,space,21.57475059999706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,0,0,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[3.5923395000027085],[None],5,4.848966099998506,,,,,0,0,0,20,1556.017882600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.0072892000026,1556.017882600001,1556.017882600001,1556.017882600001,1556.017882600001,1556.017882600001,1556.017882600001,1559.6214972000016,['r'],1,[3.5923395000027085],[None],1559.6229192000028,1559.6506708000015,1559.6506708000015,1559.6506708000015,1564.4866570000013,5,4.848966099998506,5,4.848966099998506,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,1,1,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['l'],1,[6.636150199999975],[None],3,4.748413400000572,,,,,0,1,1,25,1564.5181133000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.5065409000017,1564.5181133000006,1564.5181133000006,1564.5181133000006,1564.5181133000006,1564.5181133000006,1564.5181133000006,1571.1707524000012,['l'],1,[6.636150199999975],[None],1571.1714756000001,1571.1857849000007,1571.1857849000007,1571.1857849000007,1575.937115800003,3,4.748413400000572,3,4.748413400000572,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,2,2,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[7.5122157000005245],[None],1,2.111952700000984,,,,,0,2,2,19,1575.9542959999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.9444551000015,1575.9542959999999,1575.9542959999999,1575.9542959999999,1575.9542959999999,1575.9542959999999,1575.9542959999999,1583.4733336000027,['r'],1,[7.5122157000005245],[None],1583.475160500002,1583.5012564000026,1583.5012564000026,1583.5012564000026,1585.6034822000001,1,2.111952700000984,1,2.111952700000984,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,3,3,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[3.9994979000002786],[None],5,2.031016000000818,,,,,0,3,3,31,1585.6354634000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.6148108000016,1585.6354634000018,1585.6354634000018,1585.6354634000018,1585.6354634000018,1585.6354634000018,1585.6354634000018,1589.6381252000028,['l'],1,[3.9994979000002786],[None],1589.6392718999996,1589.6526298000026,1589.6526298000026,1589.6526298000026,1591.6870701000007,5,2.031016000000818,5,2.031016000000818,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,4,4,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[4.6413161999989825],[None],5,1.2640661000004911,,,,,0,4,4,5,1591.736966200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.7295333000002,1591.736966200002,1591.736966200002,1591.736966200002,1591.736966200002,1591.736966200002,1591.736966200002,1596.388738200003,['l'],1,[4.6413161999989825],[None],1596.3898824999997,1596.4024537000005,1596.4024537000005,1596.4024537000005,1597.6700880999997,5,1.2640661000004911,5,1.2640661000004911,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,5,5,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['r'],1,[4.57961339999747],[None],4,2.6476044000010006,,,,,0,5,5,12,1597.7347964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.7168655000023,1597.7347964,1597.7347964,1597.7347964,1597.7347964,1597.7347964,1597.7347964,1602.3214638000027,['r'],1,[4.57961339999747],[None],1602.3224608000019,1602.3356516000022,1602.3356516000022,1602.3356516000022,1604.9868387000024,4,2.6476044000010006,4,2.6476044000010006,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,6,6,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[4.548907899999904],[None],4,2.0633861999995133,,,,,0,6,6,36,1605.0214038000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.9989492000022,1605.0214038000013,1605.0214038000013,1605.0214038000013,1605.0214038000013,1605.0214038000013,1605.0214038000013,1609.5722424000014,['l'],1,[4.548907899999904],[None],1609.5737391000002,1609.585767800003,1609.585767800003,1609.585767800003,1611.6535875000009,4,2.0633861999995133,4,2.0633861999995133,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,7,7,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[3.9883162999976776],[None],5,1.1302752000010514,,,,,0,7,7,32,1611.6859365000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.6638932000023,1611.6859365000018,1611.6859365000018,1611.6859365000018,1611.6859365000018,1611.6859365000018,1611.6859365000018,1615.688589100002,['l'],1,[3.9883162999976776],[None],1615.6897633000008,1615.7026963000026,1615.7026963000026,1615.7026963000026,1616.8366860000024,5,1.1302752000010514,5,1.1302752000010514,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
,,,8,8,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],1,[13.779691799998545],[None],4,1.765309000002162,,,,,0,8,8,7,1616.886513100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.8735453000008,1616.886513100002,1616.886513100002,1616.886513100002,1616.886513100002,1616.886513100002,1616.886513100002,1630.670936300001,['r'],1,[13.779691799998545],[None],1630.6716885000023,1630.686000400001,1630.686000400001,1630.686000400001,1632.452830600003,4,1.765309000002162,4,1.765309000002162,,,,,,,,sub27_AB,001,2026-01-18_19h18.15.050,recognitionstage,,2025.1.1,60.468119997686614,2026-01-18 19h19.51.840691 +0530,
