path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.010394299999916257,0.07247999999981403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07250729999987016,0.0774714999997741,0.0774714999997741,8.71441679999998,space,8.626861199999894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.714468600000146,8.73081910000019,8.73081910000019,28.880751900000178,space,20.14942719999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
abrupt_videos\abrupt_7.mp4,27,1,44,44,0,,,,,,,,,,0,44,44,8,,,,,1576.6453959,,,,,,,,,,,,,,,,,,,,,,,,1576.5997424999996,1576.6453959,1576.6453959,1573.427863,1579.6134038,space,1,1,1579.7333921999998,1579.7444444000002,1582.2307062,1582.2468161999996,2.9621962000001076,None,1582.2307852000004,1582.2468161999996,1582.2468161999996,1612.6471362000002,space,30.392902999999933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,0,0,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[11.737889699999869],[None],3,16.61381220000021,,,,,0,0,0,17,1612.6937159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.6818652000002,1612.6937159,1612.6937159,1612.6937159,1612.6937159,1612.6937159,1612.6937159,1624.4483136,['r'],1,[11.737889699999869],[None],1624.4495341000002,1624.4764822999996,1624.4764822999996,1624.4764822999996,1641.0788558000004,3,16.61381220000021,3,16.61381220000021,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,1,1,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['l'],1,[31.641095300000416],[None],2,2.4477654000002076,,,,,0,1,1,38,1641.1105985000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.1062146000004,1641.1105985000004,1641.1105985000004,1641.1105985000004,1641.1105985000004,1641.1105985000004,1641.1105985000004,1672.7641463999998,['l'],1,[31.641095300000416],[None],1672.7650460000004,1672.7783931000004,1672.7783931000004,1672.7783931000004,1675.2301195999999,2,2.4477654000002076,2,2.4477654000002076,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,2,2,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[5.9910064999994574],[None],5,2.4648176000000603,,,,,0,2,2,6,1675.3126660999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.2923258,1675.3126660999997,1675.3126660999997,1675.3126660999997,1675.3126660999997,1675.3126660999997,1675.3126660999997,1681.3140418000003,['l'],1,[5.9910064999994574],[None],1681.3150615000004,1681.3287539000003,1681.3287539000003,1681.3287539000003,1683.7961251999996,5,2.4648176000000603,5,2.4648176000000603,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,3,3,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['r'],1,[6.394129199999952],[None],5,0.9810349999997925,,,,,0,3,3,10,1683.8776096000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.8671433999998,1683.8776096000001,1683.8776096000001,1683.8776096000001,1683.8776096000001,1683.8776096000001,1683.8776096000001,1690.2809876000001,['r'],1,[6.394129199999952],[None],1690.2820659,1690.2955482999996,1690.2955482999996,1690.2955482999996,1691.2792786,5,0.9810349999997925,5,0.9810349999997925,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,4,4,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[4.957407500000045],[None],5,1.0990098000002035,,,,,0,4,4,26,1691.3140903000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.3033850000002,1691.3140903000003,1691.3140903000003,1691.3140903000003,1691.3140903000003,1691.3140903000003,1691.3140903000003,1696.2800066999998,['l'],1,[4.957407500000045],[None],1696.2806344,1696.2955958000002,1696.2955958000002,1696.2955958000002,1697.3962423000003,5,1.0990098000002035,5,1.0990098000002035,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
,,,5,5,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[2.8969708000004175],[None],5,1.0312548000001698,,,,,0,5,5,8,1697.4625993999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.4459895999998,1697.4625993999998,1697.4625993999998,1697.4625993999998,1697.4625993999998,1697.4625993999998,1697.4625993999998,1700.3638930999996,['r'],1,[2.8969708000004175],[None],1700.3647693000003,1700.3788547000004,1700.3788547000004,1700.3788547000004,1701.4125715999999,5,1.0312548000001698,5,1.0312548000001698,,,,,,,,sub119_AB,001,2026-02-01_14h50.58.139,recognitionstage,,2025.1.1,59.69611097747741,2026-02-01 14h51.34.829993 +0530,
