path,duration,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,key_resp_6.started,movie_2.stopped,key_resp_6.stopped,Videos.stopped,movie.key_resp_6.keys,ISI.started,text.started,ISI.stopped,text.stopped,movie.key_resp_6.rt,movie.key_resp_6.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,6,6,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['r'],1,[10.831574799999999],[None],5,1.6476870999999846,,,,,0,6,6,5,1725.2498870999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.2354602999999,1725.2498870999998,1725.2498870999998,1725.2498870999998,1725.2498870999998,1725.2498870999998,1725.2498870999998,1736.0830753999999,['r'],1,[10.831574799999999],[None],1736.0839459,1736.0975795999998,1736.0975795999998,1736.0975795999998,1737.7480467,5,1.6476870999999846,5,1.6476870999999846,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,7,7,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],1,[9.798810900000262],[None],4,1.4644781000001785,,,,,0,7,7,3,1737.8346247999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.8148597,1737.8346247999998,1737.8346247999998,1737.8346247999998,1737.8346247999998,1737.8346247999998,1737.8346247999998,1747.6498567999997,['r'],1,[9.798810900000262],[None],1747.6508629999998,1747.6639993999997,1747.6639993999997,1747.6639993999997,1749.1316348999999,4,1.4644781000001785,4,1.4644781000001785,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,8,8,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['r'],1,[6.287705800000367],[None],4,1.6794684999999845,,,,,0,8,8,1,1749.2177545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.1936658,1749.2177545,1749.2177545,1749.2177545,1749.2177545,1749.2177545,1749.2177545,1755.5161484999999,['r'],1,[6.287705800000367],[None],1755.5173528,1755.5309490999998,1755.5309490999998,1755.5309490999998,1757.2153678,4,1.6794684999999845,4,1.6794684999999845,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,9,9,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['l'],1,[8.91693320000013],[None],3,2.2306671999999708,,,,,0,9,9,7,1757.2844915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.2738645,1757.2844915,1757.2844915,1757.2844915,1757.2844915,1757.2844915,1757.2844915,1766.2165689999997,['l'],1,[8.91693320000013],[None],1766.2177733999997,1766.2310315,1766.2310315,1766.2310315,1768.4652901,3,2.2306671999999708,3,2.2306671999999708,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,10,10,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[6.56244820000029],[None],5,1.0645736999999826,,,,,0,10,10,13,1768.5510744999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.5341187999998,1768.5510744999997,1768.5510744999997,1768.5510744999997,1768.5510744999997,1768.5510744999997,1768.5510744999997,1775.1160022,['l'],1,[6.56244820000029],[None],1775.1168394000001,1775.1309787,1775.1309787,1775.1309787,1776.1989321,5,1.0645736999999826,5,1.0645736999999826,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,11,11,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],1,[8.861248799999885],[None],4,1.3490419000004295,,,,,0,11,11,15,1776.2841399999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.2600681999998,1776.2841399999998,1776.2841399999998,1776.2841399999998,1776.2841399999998,1776.2841399999998,1776.2841399999998,1785.1489376999998,['l'],1,[8.861248799999885],[None],1785.1497448999999,1785.1644477999998,1785.1644477999998,1785.1644477999998,1786.5145024999997,4,1.3490419000004295,4,1.3490419000004295,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,12,12,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['r'],1,[6.63270539999985],[None],5,1.6478400000000875,,,,,0,12,12,0,1786.6007449999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.5799293999999,1786.6007449999997,1786.6007449999997,1786.6007449999997,1786.6007449999997,1786.6007449999997,1786.6007449999997,1793.2498393,['r'],1,[6.63270539999985],[None],1793.2508094999998,1793.2639549,1793.2639549,1793.2639549,1794.9157246,5,1.6478400000000875,5,1.6478400000000875,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,13,13,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[4.5860867999999755],[None],5,1.163549100000182,,,,,0,13,13,36,1794.9673616999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.9464048,1794.9673616999999,1794.9673616999999,1794.9673616999999,1794.9673616999999,1794.9673616999999,1794.9673616999999,1799.5669112,['l'],1,[4.5860867999999755],[None],1799.5682281,1799.5809390999998,1799.5809390999998,1799.5809390999998,1800.7489915,5,1.163549100000182,5,1.163549100000182,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,14,14,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[9.603836400000091],[None],4,1.4799943000002713,,,,,0,14,14,37,1800.797549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.7775471999998,1800.797549,1800.797549,1800.797549,1800.797549,1800.797549,1800.797549,1810.4168393,['r'],1,[9.603836400000091],[None],1810.4181083999997,1810.4306308999999,1810.4306308999999,1810.4306308999999,1811.9152964,4,1.4799943000002713,4,1.4799943000002713,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,15,15,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],0,[9.453267300000334],[None],2,2.298331099999814,,,,,0,15,15,26,1811.9640403999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.9433074999997,1811.9640403999997,1811.9640403999997,1811.9640403999997,1811.9640403999997,1811.9640403999997,1811.9640403999997,1821.4322374999997,['l'],0,[9.453267300000334],[None],1821.4331988999998,1821.4477069999998,1821.4477069999998,1821.4477069999998,1823.748278,2,2.298331099999814,2,2.298331099999814,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,16,16,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[6.107800999999654],[None],5,1.7313970000000154,,,,,0,16,16,34,1823.7975013999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.7772713999998,1823.7975013999999,1823.7975013999999,1823.7975013999999,1823.7975013999999,1823.7975013999999,1823.7975013999999,1829.9162133,['r'],1,[6.107800999999654],[None],1829.9171298,1829.9304779999998,1829.9304779999998,1829.9304779999998,1831.6647620999997,5,1.7313970000000154,5,1.7313970000000154,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,17,17,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[5.205740999999762],[None],5,1.164194800000132,,,,,0,17,17,6,1831.7318154999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.7233189999997,1831.7318154999998,1831.7318154999998,1831.7318154999998,1831.7318154999998,1831.7318154999998,1831.7318154999998,1836.9501663,['r'],1,[5.205740999999762],[None],1836.9511576999998,1836.9638105,1836.9638105,1836.9638105,1838.1310414,5,1.164194800000132,5,1.164194800000132,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,18,18,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[5.8478109000002405],[None],3,1.5797722000002068,,,,,0,18,18,14,1838.2176021999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.1994187999999,1838.2176021999999,1838.2176021999999,1838.2176021999999,1838.2176021999999,1838.2176021999999,1838.2176021999999,1844.0677247999997,['r'],1,[5.8478109000002405],[None],1844.0686465999997,1844.0808241,1844.0808241,1844.0808241,1845.6654896999999,3,1.5797722000002068,3,1.5797722000002068,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,19,19,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[5.349000100000012],[None],5,1.2312449999999444,,,,,0,19,19,27,1845.7165169999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.6933721,1845.7165169999998,1845.7165169999998,1845.7165169999998,1845.7165169999998,1845.7165169999998,1845.7165169999998,1851.0661805,['l'],1,[5.349000100000012],[None],1851.0670065,1851.0807903,1851.0807903,1851.0807903,1852.3148903000001,5,1.2312449999999444,5,1.2312449999999444,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,20,20,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['r'],1,[9.077305899999828],[None],3,1.38016959999959,,,,,0,20,20,24,1852.3641656999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.3436127999998,1852.3641656999998,1852.3641656999998,1852.3641656999998,1852.3641656999998,1852.3641656999998,1852.3641656999998,1861.4501434999997,['r'],1,[9.077305899999828],[None],1861.4514771,1861.4638101,1861.4638101,1861.4638101,1862.8489147,3,1.38016959999959,3,1.38016959999959,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,21,21,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],0,[8.816867900000034],[None],3,1.1143463999997039,,,,,0,21,21,39,1862.8804145999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.8727206999997,1862.8804145999998,1862.8804145999998,1862.8804145999998,1862.8804145999998,1862.8804145999998,1862.8804145999998,1871.6994055,['r'],0,[8.816867900000034],[None],1871.700276,1871.7136912,1871.7136912,1871.7136912,1872.8320011,3,1.1143463999997039,3,1.1143463999997039,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,22,22,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],1,[8.008936200000335],[None],3,1.1659328000000642,,,,,0,22,22,33,1872.8804707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.8742761999997,1872.8804707,1872.8804707,1872.8804707,1872.8804707,1872.8804707,1872.8804707,1880.8995866,['l'],1,[8.008936200000335],[None],1880.9006015,1880.9140085,1880.9140085,1880.9140085,1882.0810461,3,1.1659328000000642,3,1.1659328000000642,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,23,23,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[3.27102960000002],[None],5,1.7982607999997526,,,,,0,23,23,31,1882.1142599999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882.1063089999998,1882.1142599999998,1882.1142599999998,1882.1142599999998,1882.1142599999998,1882.1142599999998,1882.1142599999998,1885.3997851,['l'],1,[3.27102960000002],[None],1885.4006481000001,1885.4140324,1885.4140324,1885.4140324,1887.2145897,5,1.7982607999997526,5,1.7982607999997526,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,24,24,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],0,[5.025389900000391],[None],4,1.7463090000001102,,,,,0,24,24,29,1887.2640256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.2450675,1887.2640256,1887.2640256,1887.2640256,1887.2640256,1887.2640256,1887.2640256,1892.3000776999997,['r'],0,[5.025389900000391],[None],1892.3021813999999,1892.3288549999997,1892.3288549999997,1892.3288549999997,1894.0649141,4,1.7463090000001102,4,1.7463090000001102,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,25,25,0,31,frames\Vid31_EM_T.png,frames\Vid31_L.png,['l'],1,[3.7038923999998588],[None],5,0.9970055000003413,,,,,0,25,25,30,1894.0974929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894.0902827,1894.0974929,1894.0974929,1894.0974929,1894.0974929,1894.0974929,1894.0974929,1897.8172313999999,['l'],1,[3.7038923999998588],[None],1897.818386,1897.8305483,1897.8305483,1897.8305483,1898.8317286000001,5,0.9970055000003413,5,0.9970055000003413,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,26,26,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],1,[7.208732200000213],[None],3,1.547630300000037,,,,,0,26,26,18,1898.8807300999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898.8616916,1898.8807300999997,1898.8807300999997,1898.8807300999997,1898.8807300999997,1898.8807300999997,1898.8807300999997,1906.0998962999997,['r'],1,[7.208732200000213],[None],1906.1010031,1906.1138219999998,1906.1138219999998,1906.1138219999998,1907.6648043,3,1.547630300000037,3,1.547630300000037,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,27,27,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['l'],1,[6.3030650999999125],[None],5,1.1639763000002858,,,,,0,27,27,20,1907.7144408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.6957429,1907.7144408,1907.7144408,1907.7144408,1907.7144408,1907.7144408,1907.7144408,1914.0334226999998,['l'],1,[6.3030650999999125],[None],1914.0345635999997,1914.0471038,1914.0471038,1914.0471038,1915.2148496999998,5,1.1639763000002858,5,1.1639763000002858,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,28,28,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[5.264026299999841],[None],5,1.8486747000001742,,,,,0,28,28,8,1915.2814668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.2733807999998,1915.2814668,1915.2814668,1915.2814668,1915.2814668,1915.2814668,1915.2814668,1920.5492418,['r'],1,[5.264026299999841],[None],1920.5501817999998,1920.5644134999998,1920.5644134999998,1920.5644134999998,1922.4148326999998,5,1.8486747000001742,5,1.8486747000001742,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,29,29,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[5.135503399999834],[None],5,1.4474236999999448,,,,,0,29,29,19,1922.4498770999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.4359181999998,1922.4498770999999,1922.4498770999999,1922.4498770999999,1922.4498770999999,1922.4498770999999,1922.4498770999999,1927.5997322999997,['r'],1,[5.135503399999834],[None],1927.6006930999997,1927.6142528999999,1927.6142528999999,1927.6142528999999,1929.0648261000001,5,1.4474236999999448,5,1.4474236999999448,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,30,30,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],0,[4.951298299999962],[None],3,1.2984083999999712,,,,,0,30,30,25,1929.1140517999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0969055,1929.1140517999997,1929.1140517999997,1929.1140517999997,1929.1140517999997,1929.1140517999997,1929.1140517999997,1934.0663781999997,['r'],0,[4.951298299999962],[None],1934.0673441999998,1934.0804915999997,1934.0804915999997,1934.0804915999997,1935.3818043,3,1.2984083999999712,3,1.2984083999999712,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,31,31,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[3.5147828000003756],[None],2,2.3479355000004034,,,,,0,31,31,17,1935.4307011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.4109605999997,1935.4307011,1935.4307011,1935.4307011,1935.4307011,1935.4307011,1935.4307011,1938.9489976,['r'],1,[3.5147828000003756],[None],1938.9500549999998,1938.9637779,1938.9637779,1938.9637779,1941.3146490999998,2,2.3479355000004034,2,2.3479355000004034,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
,,32,32,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],0,[5.3478228999997555],[None],1,3.1803749999999127,,,,,0,32,32,9,1941.3816533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.3751487999998,1941.3816533,1941.3816533,1941.3816533,1941.3816533,1941.3816533,1941.3816533,1946.7339048999997,['l'],0,[5.3478228999997555],[None],1946.7351303,1946.7470725999997,1946.7470725999997,1946.7470725999997,1949.9313526,1,3.1803749999999127,1,3.1803749999999127,,,,,,,,sub21_NB,001,2026-01-18_14h06.56.009,recognitionstage,,2025.1.1,59.97055445774696,2026-01-18 14h08.20.216490 +0530,
