path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.011271199997281656,0.015072499983943999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015095399983692914,0.030100600008154288,0.030100600008154288,6.249341499991715,space,6.213611699989997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.249412400007714,6.26593180000782,6.26593180000782,10.799139100010507,space,4.5296437999932095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
Trimmed_videos/natural_35.mp4,44,0,44,44,0,,,,,,,,,,0,44,44,38,,,,,1490.079539600003,,,,,,,,,,,,,,,,,,,,,,,,1490.0261310999922,1490.079539600003,1490.079539600003,1535.079240799998,1534.930743600009,None,0,1,1535.0657855999889,1535.079240799998,1537.564731499995,1537.5806044999918,1.9101330999983475,None,1537.5648089000024,1537.5806044999918,1537.5806044999918,1567.9981909999915,space,30.406899699999485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,0,0,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],0,[12.485401199985063],[None],4,13.045860899990657,,,,,0,0,0,7,1568.0622007999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.0442888000107,1568.0622007999918,1568.0622007999918,1568.0622007999918,1568.0622007999918,1568.0622007999918,1568.0622007999918,1580.5504662999883,['r'],0,[12.485401199985063],[None],1580.5518875999842,1580.5779593999905,1580.5779593999905,1580.5779593999905,1593.6140053000126,4,13.045860899990657,4,13.045860899990657,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,1,1,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[16.229367099993397],[None],5,2.4490915999922436,,,,,0,1,1,17,1593.662159600004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.6479928999906,1593.662159600004,1593.662159600004,1593.662159600004,1593.662159600004,1593.662159600004,1593.662159600004,1609.8984332999971,['r'],1,[16.229367099993397],[None],1609.899385800003,1609.913423799997,1609.913423799997,1609.913423799997,1612.3638893000025,5,2.4490915999922436,5,2.4490915999922436,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,2,2,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],1,[10.0690168000001],[None],5,1.5149073000065982,,,,,0,2,2,3,1612.4305678000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.4079358000017,1612.4305678000092,1612.4305678000092,1612.4305678000092,1612.4305678000092,1612.4305678000092,1612.4305678000092,1622.5158859000076,['r'],1,[10.0690168000001],[None],1622.5169415999844,1622.5299796999898,1622.5299796999898,1622.5299796999898,1624.04782040001,5,1.5149073000065982,5,1.5149073000065982,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,3,3,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[3.3026801999949384],[None],5,0.8655342999845743,,,,,0,3,3,6,1624.116633800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.092564199993,1624.116633800004,1624.116633800004,1624.116633800004,1624.116633800004,1624.116633800004,1624.116633800004,1627.4319327999838,['r'],1,[3.3026801999949384],[None],1627.4327781999891,1627.446428700001,1627.446428700001,1627.446428700001,1628.313923699985,5,0.8655342999845743,5,0.8655342999845743,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,4,4,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[4.094371599989245],[None],5,1.14909729998908,,,,,0,4,4,29,1628.3490879999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.326470400003,1628.3490879999881,1628.3490879999881,1628.3490879999881,1628.3490879999881,1628.3490879999881,1628.3490879999881,1632.4480665999872,['l'],1,[4.094371599989245],[None],1632.4489845999924,1632.4643617999973,1632.4643617999973,1632.4643617999973,1633.6138493999897,5,1.14909729998908,5,1.14909729998908,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,5,5,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[18.24347110002418],[None],4,0.9822047000052407,,,,,0,5,5,37,1633.6320322999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.622544999991,1633.6320322999964,1633.6320322999964,1633.6320322999964,1633.6320322999964,1633.6320322999964,1633.6320322999964,1651.8814444000018,['r'],1,[18.24347110002418],[None],1651.8823352000036,1651.8966360999912,1651.8966360999912,1651.8966360999912,1652.8803554000042,4,0.9822047000052407,4,0.9822047000052407,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,6,6,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],1,[4.655385599995498],[None],5,1.4659970000211615,,,,,0,6,6,14,1652.9479979999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.9293918999902,1652.9479979999887,1652.9479979999887,1652.9479979999887,1652.9479979999887,1652.9479979999887,1652.9479979999887,1657.614031300007,['l'],1,[4.655385599995498],[None],1657.6146428000065,1657.630032199988,1657.630032199988,1657.630032199988,1659.0975248999894,5,1.4659970000211615,5,1.4659970000211615,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
,,,7,7,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['r'],1,[3.8787093999853823],[None],5,1.5982478999940213,,,,,0,7,7,36,1659.1327376000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.1101923999959,1659.1327376000118,1659.1327376000118,1659.1327376000118,1659.1327376000118,1659.1327376000118,1659.1327376000118,1663.0161863999965,['r'],1,[3.8787093999853823],[None],1663.0171853000065,1663.029712699994,1663.029712699994,1663.029712699994,1664.6302048999933,5,1.5982478999940213,5,1.5982478999940213,,,,,,sub42_NB,001,2026-01-20_12h05.27.677,recognitionstage,,2025.1.1,60.18603502850058,2026-01-20 12h07.13.312625 +0530,
