path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01424280001083389,0.017590700008440763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017612199997529387,0.033503000013297424,0.033503000013297424,7.683121200010646,space,7.635182500001974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68315419999999,7.701482100004796,7.701482100004796,19.70182330001262,space,11.991038600011962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
Trimmed_videos/natural_2.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,1,,,,,1560.4329189000127,,,,,,,,,,,,,,,,,,,,,,,,1560.3800431000127,1560.4329189000127,1560.4329189000127,1592.1657268000126,1592.0149409000005,None,0,1,1592.1506811,1592.1657268000126,1594.6519346999994,1560.4329189000127,2.5683617000177037,None,1594.6520130000135,1594.6676022000029,1594.6676022000029,1629.6357583000208,space,34.95294429999194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,0,0,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[7.851602599985199],[None],2,5.394458999973722,,,,,0,0,0,37,1629.665039000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.6585597000085,1629.665039000014,1629.665039000014,1629.665039000014,1629.665039000014,1629.665039000014,1629.665039000014,1637.5208039999998,['r'],1,[7.851602599985199],[None],1637.5227135000168,1637.547927000007,1637.547927000007,1637.547927000007,1642.934385600005,2,5.394458999973722,2,5.394458999973722,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,1,1,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['l'],1,[6.151372699998319],[None],2,1.6810648000100628,,,,,0,1,1,34,1642.965127500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.9463561000011,1642.965127500007,1642.965127500007,1642.965127500007,1642.965127500007,1642.965127500007,1642.965127500007,1649.1186007000215,['l'],1,[6.151372699998319],[None],1649.1194519000128,1649.1331177000247,1649.1331177000247,1649.1331177000247,1650.8174646000261,2,1.6810648000100628,2,1.6810648000100628,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,2,2,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[4.201416600000812],[None],5,2.3476958999817725,,,,,0,2,2,2,1650.8670224000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.8561148000008,1650.8670224000234,1650.8670224000234,1650.8670224000234,1650.8670224000234,1650.8670224000234,1650.8670224000234,1655.0851646000228,['l'],1,[4.201416600000812],[None],1655.0860609000083,1655.0996324000007,1655.0996324000007,1655.0996324000007,1657.4510859000147,5,2.3476958999817725,5,2.3476958999817725,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,3,3,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],1,[2.969027199986158],[None],4,1.9320414999965578,,,,,0,3,3,15,1657.5156278000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.5011548000039,1657.5156278000213,1657.5156278000213,1657.5156278000213,1657.5156278000213,1657.5156278000213,1657.5156278000213,1660.501325500023,['l'],1,[2.969027199986158],[None],1660.5019898000173,1660.5163609000156,1660.5163609000156,1660.5163609000156,1662.4507531000127,4,1.9320414999965578,4,1.9320414999965578,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,4,4,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[4.140885499975411],[None],4,3.9477318999997806,,,,,0,4,4,9,1662.5197302000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.4963938000146,1662.5197302000015,1662.5197302000015,1662.5197302000015,1662.5197302000015,1662.5197302000015,1662.5197302000015,1666.668300200021,['l'],1,[4.140885499975411],[None],1666.669336400024,1666.6831073000212,1666.6831073000212,1666.6831073000212,1670.6345178000047,4,3.9477318999997806,4,3.9477318999997806,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,5,5,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],1,[2.8790583000227343],[None],4,1.9319093999802135,,,,,0,5,5,17,1670.6694302000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.6463182000152,1670.6694302000105,1670.6694302000105,1670.6694302000105,1670.6694302000105,1670.6694302000105,1670.6694302000105,1673.5515083000064,['l'],1,[2.8790583000227343],[None],1673.552233399998,1673.5663054000179,1673.5663054000179,1673.5663054000179,1675.5007852000126,4,1.9319093999802135,4,1.9319093999802135,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,6,6,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['r'],1,[5.143549000000348],[None],2,2.247919899993576,,,,,0,6,6,22,1675.533036400011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.5161131000204,1675.533036400011,1675.533036400011,1675.533036400011,1675.533036400011,1675.533036400011,1675.533036400011,1680.6852116000082,['r'],1,[5.143549000000348],[None],1680.6860486000078,1680.6996743000054,1680.6996743000054,1680.6996743000054,1682.9511918000062,2,2.247919899993576,2,2.247919899993576,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,7,7,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['r'],1,[4.075256400014041],[None],3,1.980799199984176,,,,,0,7,7,13,1683.017304100009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.9956156999979,1683.017304100009,1683.017304100009,1683.017304100009,1683.017304100009,1683.017304100009,1683.017304100009,1687.1020348000166,['r'],1,[4.075256400014041],[None],1687.1030836999998,1687.1162239999976,1687.1162239999976,1687.1162239999976,1689.1006740000157,3,1.980799199984176,3,1.980799199984176,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,8,8,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['r'],1,[5.788952800008701],[None],4,2.464580700005172,,,,,0,8,8,33,1689.1355588000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.111343800003,1689.1355588000151,1689.1355588000151,1689.1355588000151,1689.1355588000151,1689.1355588000151,1689.1355588000151,1694.9346091000189,['r'],1,[5.788952800008701],[None],1694.9359460000123,1694.9499969000171,1694.9499969000171,1694.9499969000171,1697.4180485000252,4,2.464580700005172,4,2.464580700005172,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,9,9,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[3.408905699994648],[None],4,1.9151748000003863,,,,,0,9,9,6,1697.4835425000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1697.4614864000177,1697.4835425000056,1697.4835425000056,1697.4835425000056,1697.4835425000056,1697.4835425000056,1697.4835425000056,1700.9015920000093,['r'],1,[3.408905699994648],[None],1700.902286800003,1700.9162461000087,1700.9162461000087,1700.9162461000087,1702.8346824000182,4,1.9151748000003863,4,1.9151748000003863,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,10,10,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['l'],1,[4.407595600001514],[None],5,1.7662976999999955,,,,,0,10,10,25,1702.8688578000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.8497002000222,1702.8688578000001,1702.8688578000001,1702.8688578000001,1702.8688578000001,1702.8688578000001,1702.8688578000001,1707.284838600026,['l'],1,[4.407595600001514],[None],1707.2855799000245,1707.2998078000091,1707.2998078000091,1707.2998078000091,1709.0667771000008,5,1.7662976999999955,5,1.7662976999999955,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,11,11,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[3.2568195999774616],[None],5,3.281827200000407,,,,,0,11,11,20,1709.0997263000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.0783249000087,1709.0997263000172,1709.0997263000172,1709.0997263000172,1709.0997263000172,1709.0997263000172,1709.0997263000172,1712.367728000012,['r'],1,[3.2568195999774616],[None],1712.368676700018,1712.383246500016,1712.383246500016,1712.383246500016,1715.6671753000119,5,3.281827200000407,5,3.281827200000407,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,12,12,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],0,[6.790275000006659],[None],2,2.8330331000033766,,,,,0,12,12,0,1715.734100600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.7132788000163,1715.734100600006,1715.734100600006,1715.734100600006,1715.734100600006,1715.734100600006,1715.734100600006,1722.533922600007,['l'],0,[6.790275000006659],[None],1722.5345079000108,1722.5499880000134,1722.5499880000134,1722.5499880000134,1725.3843901000218,2,2.8330331000033766,2,2.8330331000033766,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,13,13,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['r'],1,[6.425222299993038],[None],5,1.6656821999931708,,,,,0,13,13,23,1725.4192772000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.3968113000155,1725.4192772000097,1725.4192772000097,1725.4192772000097,1725.4192772000097,1725.4192772000097,1725.4192772000097,1731.851327500015,['r'],1,[6.425222299993038],[None],1731.8523978000158,1731.8666095000226,1731.8666095000226,1731.8666095000226,1733.5344520000217,5,1.6656821999931708,5,1.6656821999931708,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,14,14,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],0,[4.588746199995512],[None],2,2.0161229000077583,,,,,0,14,14,4,1733.583702600008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.5647942000069,1733.583702600008,1733.583702600008,1733.583702600008,1733.583702600008,1733.583702600008,1733.583702600008,1738.1847291000013,['l'],0,[4.588746199995512],[None],1738.185554100026,1738.2004945000226,1738.2004945000226,1738.2004945000226,1740.217045700003,2,2.0161229000077583,2,2.0161229000077583,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
,,,15,15,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['l'],1,[2.2567798999953084],[None],3,1.7977886000007857,,,,,0,15,15,18,1740.251711800025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.2279178000172,1740.251711800025,1740.251711800025,1740.251711800025,1740.251711800025,1740.251711800025,1740.251711800025,1742.5184496000002,['l'],1,[2.2567798999953084],[None],1742.5196822000144,1742.5334494000126,1742.5334494000126,1742.5334494000126,1744.334315300017,3,1.7977886000007857,3,1.7977886000007857,,,,,,,,sub45_NB,001,2026-01-20_14h39.33.541,recognitionstage,,2025.1.1,59.945856904998806,2026-01-20 14h41.10.585415 +0530,
