path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01763040000514593,0.02017139999952633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201933999924222,0.03670779999811202,0.03670779999811202,5.522895300004166,space,5.468925599998329,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.522970999998506,5.538573700003326,5.538573700003326,13.206206400005613,space,7.6630198000057135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
Trimmed_videos/natural_7.mp4,26,1,44,44,0,,,,,,,,,,0,44,44,8,,,,,1571.419612400001,,,,,,,,,,,,,,,,,,,,,,,,1571.3746701999917,1571.419612400001,1571.419612400001,1598.3525359999912,1598.2094212999946,None,0,0,1598.3452963000018,1598.3525359999912,1600.8395439000014,1600.8546133000054,6.3119484999915585,None,1600.839638999998,1600.8546133000054,1600.8546133000054,1621.0220464000013,space,20.1632368999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,0,0,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['r'],1,[5.42828290000034],[None],2,5.883166800005711,,,,,0,0,0,10,1621.0854379999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.073744399997,1621.0854379999946,1621.0854379999946,1621.0854379999946,1621.0854379999946,1621.0854379999946,1621.0854379999946,1626.5213503999985,['r'],1,[5.42828290000034],[None],1626.522132099999,1626.5367883,1626.5367883,1626.5367883,1632.4202278000012,2,5.883166800005711,2,5.883166800005711,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,1,1,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['r'],1,[6.997865800003638],[None],3,4.415770000006887,,,,,0,1,1,34,1632.451916399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.4451805999997,1632.451916399994,1632.451916399994,1632.451916399994,1632.451916399994,1632.451916399994,1632.451916399994,1639.4547956000024,['r'],1,[6.997865800003638],[None],1639.4557129000023,1639.4700765000016,1639.4700765000016,1639.4700765000016,1643.8876746000024,3,4.415770000006887,3,4.415770000006887,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,2,2,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[3.5699485999939498],[None],4,2.214365200008615,,,,,0,2,2,35,1643.9197605999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.901065500002,1643.9197605999943,1643.9197605999943,1643.9197605999943,1643.9197605999943,1643.9197605999943,1643.9197605999943,1647.5055734000052,['l'],1,[3.5699485999939498],[None],1647.5065241999982,1647.5198306999955,1647.5198306999955,1647.5198306999955,1649.737882500005,4,2.214365200008615,4,2.214365200008615,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,3,3,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[6.166397400011192],[None],5,2.4822928000066895,,,,,0,3,3,4,1649.7873174999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.767712300003,1649.7873174999986,1649.7873174999986,1649.7873174999986,1649.7873174999986,1649.7873174999986,1649.7873174999986,1655.9548438000056,['l'],1,[6.166397400011192],[None],1655.9556353999942,1655.9700570999994,1655.9700570999994,1655.9700570999994,1658.4540475999966,5,2.4822928000066895,5,2.4822928000066895,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,4,4,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[6.087948699991102],[None],5,1.7814314999995986,,,,,0,4,4,9,1658.5058267999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.4976539999916,1658.5058267999993,1658.5058267999993,1658.5058267999993,1658.5058267999993,1658.5058267999993,1658.5058267999993,1664.605369500001,['l'],1,[6.087948699991102],[None],1664.606435900001,1664.6201709000015,1664.6201709000015,1664.6201709000015,1666.4035177000042,5,1.7814314999995986,5,1.7814314999995986,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,5,5,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[6.866439799996442],[None],4,4.596470099990256,,,,,0,5,5,21,1666.4398426999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.4149698999972,1666.4398426999978,1666.4398426999978,1666.4398426999978,1666.4398426999978,1666.4398426999978,1666.4398426999978,1673.3232867000042,['r'],1,[6.866439799996442],[None],1673.3246670999943,1673.3363910000044,1673.3363910000044,1673.3363910000044,1677.9371284999943,4,4.596470099990256,4,4.596470099990256,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,6,6,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[6.25458960000833],[None],1,3.3299197999876924,,,,,0,6,6,19,1677.9553249000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.9435978999973,1677.9553249000019,1677.9553249000019,1677.9553249000019,1677.9553249000019,1677.9553249000019,1677.9553249000019,1684.2235399999918,['r'],1,[6.25458960000833],[None],1684.2246500000037,1684.236659999995,1684.236659999995,1684.236659999995,1687.5702653000044,1,3.3299197999876924,1,3.3299197999876924,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,7,7,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],0,[6.253276800009189],[None],2,0.9975359999953071,,,,,0,7,7,24,1687.5884762999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.5798514000053,1687.5884762999922,1687.5884762999922,1687.5884762999922,1687.5884762999922,1687.5884762999922,1687.5884762999922,1693.8563614000013,['l'],0,[6.253276800009189],[None],1693.8576583999966,1693.8699141999969,1693.8699141999969,1693.8699141999969,1694.8705978999933,2,0.9975359999953071,2,0.9975359999953071,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,8,8,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[2.505421000008937],[None],5,1.1645418999978574,,,,,0,8,8,2,1694.9204628000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.9112352999946,1694.9204628000007,1694.9204628000007,1694.9204628000007,1694.9204628000007,1694.9204628000007,1694.9204628000007,1697.4389144000015,['l'],1,[2.505421000008937],[None],1697.4398322999914,1697.453026999996,1697.453026999996,1697.453026999996,1698.6201807000034,5,1.1645418999978574,5,1.1645418999978574,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,9,9,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[3.4167119999910938],[None],3,2.8975349999964237,,,,,0,9,9,1,1698.673276799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.6573840999918,1698.673276799993,1698.673276799993,1698.673276799993,1698.673276799993,1698.673276799993,1698.673276799993,1702.1055939999933,['l'],1,[3.4167119999910938],[None],1702.1069771000039,1702.1205358000007,1702.1205358000007,1702.1205358000007,1705.0206384000048,3,2.8975349999964237,3,2.8975349999964237,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,10,10,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['l'],1,[2.4573386999982176],[None],3,1.0154853999993065,,,,,0,10,10,22,1705.0564865000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.0358545000054,1705.0564865000051,1705.0564865000051,1705.0564865000051,1705.0564865000051,1705.0564865000051,1705.0564865000051,1707.5213692999969,['l'],1,[2.4573386999982176],[None],1707.5223146999924,1707.536778900001,1707.536778900001,1707.536778900001,1708.5541413000028,3,1.0154853999993065,3,1.0154853999993065,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,11,11,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],1,[3.326962699997239],[None],4,2.031483200000366,,,,,0,11,11,17,1708.5867429999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.5649966000055,1708.5867429999926,1708.5867429999926,1708.5867429999926,1708.5867429999926,1708.5867429999926,1708.5867429999926,1711.9214988000022,['l'],1,[3.326962699997239],[None],1711.9224619000015,1711.9370000999916,1711.9370000999916,1711.9370000999916,1713.971327799998,4,2.031483200000366,4,2.031483200000366,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,12,12,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['l'],1,[6.022563099992112],[None],1,1.248660999990534,,,,,0,12,12,29,1714.0034287000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713.9825455999962,1714.0034287000017,1714.0034287000017,1714.0034287000017,1714.0034287000017,1714.0034287000017,1714.0034287000017,1720.038850900004,['l'],1,[6.022563099992112],[None],1720.0398485000042,1720.054094399995,1720.054094399995,1720.054094399995,1721.303746999998,1,1.248660999990534,1,1.248660999990534,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
,,,13,13,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[2.8411239000124624],[None],5,2.064231900003506,,,,,0,13,13,36,1721.3367773999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.3149389000027,1721.3367773999926,1721.3367773999926,1721.3367773999926,1721.3367773999926,1721.3367773999926,1721.3367773999926,1724.1892997999967,['l'],1,[2.8411239000124624],[None],1724.1902898999979,1724.2030565000023,1724.2030565000023,1724.2030565000023,1726.2705396999954,5,2.064231900003506,5,2.064231900003506,,,,,,,,sub71_NB,001,2026-01-27_22h17.02.566,recognitionstage,,2025.1.1,60.11602392433647,2026-01-27 22h17.37.494486 +0530,
