path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.013946399994893,0.016283200006000698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01630420000583399,0.03312449999793898,0.03312449999793898,12.236241599995992,space,12.188790200001677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.236336999994819,12.250125999999,12.250125999999,39.702131400001235,space,27.444024299999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
abrupt_videos\abrupt_31.mp4,41,0,44,44,0,,,,,,,,,,0,44,44,34,,,,,1537.3988295000017,,,,,,,,,,,,,,,,,,,,,,,,1537.3564320000005,1537.3988295000017,1537.3988295000017,1578.8646831000078,1578.7248302999942,None,0,1,1578.8591682999977,1578.8646831000078,1581.3669153000083,1581.3504128000059,1.667960499995388,None,1581.3505040000018,1581.3669153000083,1581.3669153000083,1620.767464500008,space,39.39842329999374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,0,0,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['r'],0,[14.222105399996508],[None],4,4.963779899990186,,,,,0,0,0,7,1620.8311267999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.8161662000057,1620.8311267999961,1620.8311267999961,1620.8311267999961,1620.8311267999961,1620.8311267999961,1620.8311267999961,1635.0678844000067,['r'],0,[14.222105399996508],[None],1635.0690565999976,1635.0968517000001,1635.0968517000001,1635.0968517000001,1640.050015300003,4,4.963779899990186,4,4.963779899990186,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,1,1,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],0,[6.5941310999915],[None],3,2.331826000008732,,,,,0,1,1,6,1640.1310883999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.1120451000024,1640.1310883999977,1640.1310883999977,1640.1310883999977,1640.1310883999977,1640.1310883999977,1640.1310883999977,1646.733625199995,['l'],0,[6.5941310999915],[None],1646.734728299998,1646.7488278999954,1646.7488278999954,1646.7488278999954,1649.0827299000084,3,2.331826000008732,3,2.331826000008732,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,2,2,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[5.159630100009963],[None],4,1.7487314000027254,,,,,0,2,2,36,1649.1175690999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.0937530000083,1649.1175690999953,1649.1175690999953,1649.1175690999953,1649.1175690999953,1649.1175690999953,1649.1175690999953,1654.2833421999967,['l'],1,[5.159630100009963],[None],1654.2843422000005,1654.2990069999942,1654.2990069999942,1654.2990069999942,1656.0496688999992,4,1.7487314000027254,4,1.7487314000027254,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,3,3,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['l'],1,[5.971176899998682],[None],5,1.2987930999952368,,,,,0,3,3,24,1656.0819532000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0625188999984,1656.0819532000023,1656.0819532000023,1656.0819532000023,1656.0819532000023,1656.0819532000023,1656.0819532000023,1662.0670828000002,['l'],1,[5.971176899998682],[None],1662.0677706999995,1662.0819365000061,1662.0819365000061,1662.0819365000061,1663.3827468999953,5,1.2987930999952368,5,1.2987930999952368,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,4,4,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[5.373882899992168],[None],3,2.03103729999566,,,,,0,4,4,27,1663.4155131000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.3948539999983,1663.4155131000007,1663.4155131000007,1663.4155131000007,1663.4155131000007,1663.4155131000007,1663.4155131000007,1668.8015608999995,['l'],1,[5.373882899992168],[None],1668.8025344000052,1668.8151193999947,1668.8151193999947,1668.8151193999947,1670.849777299998,3,2.03103729999566,3,2.03103729999566,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
,,,5,5,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[6.723540399994818],[None],2,3.531850700004725,,,,,0,5,5,20,1670.8818876000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.8643368000048,1670.8818876000005,1670.8818876000005,1670.8818876000005,1670.8818876000005,1670.8818876000005,1670.8818876000005,1677.617003899999,['r'],1,[6.723540399994818],[None],1677.6178175999958,1677.6321673000057,1677.6321673000057,1677.6321673000057,1681.166008500004,2,3.531850700004725,2,3.531850700004725,,,,,,,,test2,001,2026-02-02_16h48.08.499,recognitionstage,,2025.1.1,60.63781277331625,2026-02-02 16h48.40.165970 +0530,
