path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01849249999941094,0.020848199997999473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020869399999355664,0.037532399997871835,0.037532399997871835,16.855596199999127,space,16.810653500000626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.855646799998794,16.87163370000053,16.87163370000053,20.7550373999984,space,3.8723711999991792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
abrupt_videos\abrupt_27.mp4,50,0,44,44,0,,,,,,,,,,0,44,44,29,,,,,1487.3702214000004,,,,,,,,,,,,,,,,,,,,,,,,1487.3225620999983,1487.3702214000004,1487.3702214000004,1537.803194199998,1537.6583103000012,None,0,1,1537.7942633999992,1537.803194199998,1540.304376600001,1540.2892552999983,2.9364778000017395,None,1540.2893361999995,1540.304376600001,1540.304376600001,1581.7387013000007,space,41.42379840000285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,0,0,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['r'],1,[5.591136200000619],[None],5,8.015633299997717,,,,,0,0,0,23,1581.7689806999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.7614558999994,1581.7689806999988,1581.7689806999988,1581.7689806999988,1581.7689806999988,1581.7689806999988,1581.7689806999988,1587.3717700999987,['r'],1,[5.591136200000619],[None],1587.3726791000008,1587.3871618999983,1587.3871618999983,1587.3871618999983,1595.4041112999985,5,8.015633299997717,5,8.015633299997717,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,1,1,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['l'],0,[15.954614599999331],[None],5,3.665307800001756,,,,,0,1,1,14,1595.4694095999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.457557400001,1595.4694095999985,1595.4694095999985,1595.4694095999985,1595.4694095999985,1595.4694095999985,1595.4694095999985,1611.4385819999989,['l'],0,[15.954614599999331],[None],1611.4393528,1611.4539650000006,1611.4539650000006,1611.4539650000006,1615.1217139,5,3.665307800001756,5,3.665307800001756,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,2,2,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[10.35022730000128],[None],4,2.46299050000016,,,,,0,2,2,8,1615.186182999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.1708306,1615.186182999998,1615.186182999998,1615.186182999998,1615.186182999998,1615.186182999998,1615.186182999998,1625.5408158999999,['r'],1,[10.35022730000128],[None],1625.5419755000003,1625.5688300000002,1625.5688300000002,1625.5688300000002,1628.0212579,4,2.46299050000016,4,2.46299050000016,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,3,3,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[5.583192699999927],[None],5,1.162538399999903,,,,,0,3,3,6,1628.0731487000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.0640886,1628.0731487000012,1628.0731487000012,1628.0731487000012,1628.0731487000012,1628.0731487000012,1628.0731487000012,1633.6578038999978,['l'],1,[5.583192699999927],[None],1633.6592519000005,1633.6853941000008,1633.6853941000008,1633.6853941000008,1634.8377407000007,5,1.162538399999903,5,1.162538399999903,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,4,4,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['r'],1,[5.255185000001802],[None],5,1.0481362999998964,,,,,0,4,4,26,1634.8728708999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.8483656999997,1634.8728708999988,1634.8728708999988,1634.8728708999988,1634.8728708999988,1634.8728708999988,1634.8728708999988,1640.1393344999997,['r'],1,[5.255185000001802],[None],1640.1405607999986,1640.1541949999992,1640.1541949999992,1640.1541949999992,1641.2039798000005,5,1.0481362999998964,5,1.0481362999998964,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
,,,5,5,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['l'],1,[12.39373699999851],[None],4,2.781412399999681,,,,,0,5,5,39,1641.2224247999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.211233599999,1641.2224247999984,1641.2224247999984,1641.2224247999984,1641.2224247999984,1641.2224247999984,1641.2224247999984,1653.6227330000002,['l'],1,[12.39373699999851],[None],1653.6235453000008,1653.6374073999978,1653.6374073999978,1653.6374073999978,1656.4219725000003,4,2.781412399999681,4,2.781412399999681,,,,,,,,sub30_AB,001,2026-01-18_22h07.22.702,recognitionstage,,2025.1.1,59.97041059969072,2026-01-18 22h09.07.819222 +0530,
