path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,11,11,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[2.583546000008937],[None],5,0.9997196000040276,,,,,0,11,11,8,1698.723484800008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.7077054999972,1698.723484800008,1698.723484800008,1698.723484800008,1698.723484800008,1698.723484800008,1698.723484800008,1701.3083023000072,['l'],1,[2.583546000008937],[None],1701.3090443999972,1701.3231090000045,1701.3231090000045,1701.3231090000045,1702.323684700008,5,0.9997196000040276,5,0.9997196000040276,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,12,12,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],0,[7.3613771999953315],[None],1,1.3159965000086231,,,,,0,12,12,14,1702.4095501999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.3874507,1702.4095501999982,1702.4095501999982,1702.4095501999982,1702.4095501999982,1702.4095501999982,1702.4095501999982,1709.7744985000027,['r'],0,[7.3613771999953315],[None],1709.775320700006,1709.8048123000044,1709.8048123000044,1709.8048123000044,1711.1073533000017,1,1.3159965000086231,1,1.3159965000086231,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,13,13,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['r'],0,[5.1568470999918645],[None],3,0.8978520999953616,,,,,0,13,13,38,1711.1422756999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.1303419000033,1711.1422756999964,1711.1422756999964,1711.1422756999964,1711.1422756999964,1711.1422756999964,1711.1422756999964,1716.3090645000048,['r'],0,[5.1568470999918645],[None],1716.310125700009,1716.3230764000036,1716.3230764000036,1716.3230764000036,1717.2242606000073,3,0.8978520999953616,3,0.8978520999953616,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,14,14,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[2.6011277999932645],[None],5,1.0314514000056079,,,,,0,14,14,2,1717.2898474999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.2774359000032,1717.2898474999965,1717.2898474999965,1717.2898474999965,1717.2898474999965,1717.2898474999965,1717.2898474999965,1719.8916613000038,['l'],1,[2.6011277999932645],[None],1719.8929231000075,1719.9066338999983,1719.9066338999983,1719.9066338999983,1720.941003400003,5,1.0314514000056079,5,1.0314514000056079,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,15,15,0,34,frames\Vid34_BB_T.png,frames\Vid34_L.png,['l'],0,[2.923643699992681],[None],5,1.1325644000025932,,,,,0,15,15,33,1720.9752525000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.9649447999982,1720.9752525000076,1720.9752525000076,1720.9752525000076,1720.9752525000076,1720.9752525000076,1720.9752525000076,1723.907756200002,['l'],0,[2.923643699992681],[None],1723.9085931000009,1723.923106800008,1723.923106800008,1723.923106800008,1725.057795700006,5,1.1325644000025932,5,1.1325644000025932,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,16,16,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],1,[3.8313628000032622],[None],4,1.4822151999978814,,,,,0,16,16,15,1725.1235331000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.111055500005,1725.1235331000062,1725.1235331000062,1725.1235331000062,1725.1235331000062,1725.1235331000062,1725.1235331000062,1728.9579585000029,['r'],1,[3.8313628000032622],[None],1728.9588136000093,1728.9729996000096,1728.9729996000096,1728.9729996000096,1730.4572311000084,4,1.4822151999978814,4,1.4822151999978814,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,17,17,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['l'],1,[4.910896100001992],[None],5,1.030617099997471,,,,,0,17,17,34,1730.4922039000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.4786115000024,1730.4922039000085,1730.4922039000085,1730.4922039000085,1730.4922039000085,1730.4922039000085,1730.4922039000085,1735.4092977999971,['l'],1,[4.910896100001992],[None],1735.4103049999976,1735.4226847999962,1735.4226847999962,1735.4226847999962,1736.4564970000065,5,1.030617099997471,5,1.030617099997471,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,18,18,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[19.38576849999663],[None],4,1.2151180999935605,,,,,0,18,18,27,1736.4893428000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.4804656000051,1736.4893428000069,1736.4893428000069,1736.4893428000069,1736.4893428000069,1736.4893428000069,1736.4893428000069,1755.8911047000001,['l'],1,[19.38576849999663],[None],1755.8922954000009,1755.906447100002,1755.906447100002,1755.906447100002,1757.1234048000042,4,1.2151180999935605,4,1.2151180999935605,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,19,19,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[3.358883099994273],[None],5,1.2654374999983702,,,,,0,19,19,32,1757.1560717999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.1475202000001,1757.1560717999964,1757.1560717999964,1757.1560717999964,1757.1560717999964,1757.1560717999964,1757.1560717999964,1760.524202200002,['l'],1,[3.358883099994273],[None],1760.5250154999958,1760.5401797000086,1760.5401797000086,1760.5401797000086,1761.8068444000091,5,1.2654374999983702,5,1.2654374999983702,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,20,20,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],0,[4.083599300007336],[None],5,0.880477200000314,,,,,0,20,20,20,1761.8394737000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.8320511000056,1761.8394737000053,1761.8394737000053,1761.8394737000053,1761.8394737000053,1761.8394737000053,1761.8394737000053,1765.9257061000098,['r'],0,[4.083599300007336],[None],1765.9266408999974,1765.9396297000058,1765.9396297000058,1765.9396297000058,1766.8243247000064,5,0.880477200000314,5,0.880477200000314,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,21,21,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],0,[3.136807399991085],[None],3,1.0146347999980208,,,,,0,21,21,1,1766.8900979000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.8766197000077,1766.8900979000027,1766.8900979000027,1766.8900979000027,1766.8900979000027,1766.8900979000027,1766.8900979000027,1770.041567200009,['l'],0,[3.136807399991085],[None],1770.0424285000045,1770.055961799997,1770.055961799997,1770.055961799997,1771.0741481000005,3,1.0146347999980208,3,1.0146347999980208,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,22,22,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],0,[6.163229899990256],[None],3,1.0821965999930399,,,,,0,22,22,5,1771.1438161999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.1303181999974,1771.1438161999977,1771.1438161999977,1771.1438161999977,1771.1438161999977,1771.1438161999977,1771.1438161999977,1777.3078750999994,['l'],0,[6.163229899990256],[None],1777.3086962000089,1777.3229912000097,1777.3229912000097,1777.3229912000097,1778.407125400001,3,1.0821965999930399,3,1.0821965999930399,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,23,23,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],0,[7.136303499995847],[None],3,2.5992659000039566,,,,,0,23,23,19,1778.4425548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.4267578,1778.4425548,1778.4425548,1778.4425548,1778.4425548,1778.4425548,1778.4425548,1785.591279500004,['r'],0,[7.136303499995847],[None],1785.5920687000034,1785.6058559000085,1785.6058559000085,1785.6058559000085,1788.2065561000054,3,2.5992659000039566,3,2.5992659000039566,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,24,24,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],0,[4.931500000006054],[None],5,1.4822397000098135,,,,,0,24,24,17,1788.2394783000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.2307677000063,1788.2394783000054,1788.2394783000054,1788.2394783000054,1788.2394783000054,1788.2394783000054,1788.2394783000054,1793.1742478000087,['r'],0,[4.931500000006054],[None],1793.1750597000064,1793.1897940000053,1793.1897940000053,1793.1897940000053,1794.6736893000052,5,1.4822397000098135,5,1.4822397000098135,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,25,25,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['l'],1,[3.1586881000112044],[None],5,0.7843547999946168,,,,,0,25,25,3,1794.7401867000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.7313793000067,1794.7401867000008,1794.7401867000008,1794.7401867000008,1794.7401867000008,1794.7401867000008,1794.7401867000008,1797.9072057000012,['l'],1,[3.1586881000112044],[None],1797.9077642000047,1797.9231818999979,1797.9231818999979,1797.9231818999979,1798.7069634000072,5,0.7843547999946168,5,0.7843547999946168,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,26,26,0,11,frames\Vid11_EM_T.png,frames\Vid11_L.png,['l'],0,[16.914528999986942],[None],4,1.5792493000044487,,,,,0,26,26,10,1798.7765360000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.761820300002,1798.7765360000049,1798.7765360000049,1798.7765360000049,1798.7765360000049,1798.7765360000049,1798.7765360000049,1815.6935107000027,['l'],0,[16.914528999986942],[None],1815.6949836999993,1815.7059379999992,1815.7059379999992,1815.7059379999992,1817.2906631000078,4,1.5792493000044487,4,1.5792493000044487,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,27,27,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['l'],1,[3.2208527000038885],[None],5,1.3517241000081412,,,,,0,27,27,23,1817.3420055000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.3206780000037,1817.3420055000024,1817.3420055000024,1817.3420055000024,1817.3420055000024,1817.3420055000024,1817.3420055000024,1820.5740338000032,['l'],1,[3.2208527000038885],[None],1820.5747936999978,1820.5899195000093,1820.5899195000093,1820.5899195000093,1821.939815100006,5,1.3517241000081412,5,1.3517241000081412,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,28,28,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[2.494388199993409],[None],5,1.148713599992334,,,,,0,28,28,26,1821.9729848999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.962620300008,1821.9729848999996,1821.9729848999996,1821.9729848999996,1821.9729848999996,1821.9729848999996,1821.9729848999996,1824.4746096000017,['l'],1,[2.494388199993409],[None],1824.4755817999976,1824.489739800003,1824.489739800003,1824.489739800003,1825.640088500004,5,1.148713599992334,5,1.148713599992334,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,29,29,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[11.752401400008239],[None],3,3.8486569999950007,,,,,0,29,29,9,1825.7066934000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.6950480000087,1825.7066934000031,1825.7066934000031,1825.7066934000031,1825.7066934000031,1825.7066934000031,1825.7066934000031,1837.4745226000086,['l'],1,[11.752401400008239],[None],1837.4755192000011,1837.489763400008,1837.489763400008,1837.489763400008,1841.3398638000072,3,3.8486569999950007,3,3.8486569999950007,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,30,30,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],1,[2.008740100005525],[None],5,1.0463535000017146,,,,,0,30,30,0,1841.410214500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.3990491000004,1841.410214500007,1841.410214500007,1841.410214500007,1841.410214500007,1841.410214500007,1841.410214500007,1843.4259791000077,['l'],1,[2.008740100005525],[None],1843.427320200004,1843.4392519999965,1843.4392519999965,1843.4392519999965,1844.4902350000048,5,1.0463535000017146,5,1.0463535000017146,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
,,,31,31,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],1,[4.7252341999992495],[None],4,1.5802933999948436,,,,,0,31,31,37,1844.5257781999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.514925399999,1844.5257781999971,1844.5257781999971,1844.5257781999971,1844.5257781999971,1844.5257781999971,1844.5257781999971,1849.259038899996,['r'],1,[4.7252341999992495],[None],1849.2603666000068,1849.2879441999976,1849.2879441999976,1849.2879441999976,1850.856571700002,4,1.5802933999948436,4,1.5802933999948436,,,,,,sub228_AB,001,2026-02-02_11h58.22.729,recognitionstage,,2025.1.1,59.71086803501898,2026-02-02 11h59.17.667934 +0530,
