path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.019124899990856647,0.02158600000257138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021607399990898557,0.037825399995199405,0.037825399995199405,10.788869900003192,space,10.73909889999777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.788923499989323,10.806244499995955,10.806244499995955,22.18890699998883,space,11.378725799993845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
abrupt_videos\abrupt_23.mp4,24,0,44,44,0,,,,,,,,,,0,44,44,25,,,,,1537.3543588999892,,,,,,,,,,,,,,,,,,,,,,,,1537.3096833000018,1537.3543588999892,1537.3543588999892,1561.870891899991,1561.7117681999953,None,0,1,1561.8482472000032,1561.870891899991,1564.3571506000008,1447.3709200000012,[1.7690812000073493],[None],1564.35726959999,1564.3729197999928,1564.3729197999928,1605.5567527999956,space,41.172345300001325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,0,0,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[16.15697710000677],[None],5,23.31601789999695,,,,,0,0,0,2,1605.620137299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.605131599994,1605.620137299993,1605.620137299993,1605.620137299993,1605.620137299993,1605.620137299993,1605.620137299993,1621.7897451999888,['l'],1,[16.15697710000677],[None],1621.7908915000007,1621.8192651999998,1621.8192651999998,1621.8192651999998,1645.1220662999986,5,23.31601789999695,5,23.31601789999695,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,1,1,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[11.790382000006502],[None],1,5.431830899993656,,,,,0,1,1,8,1645.1868312000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.1776149999932,1645.1868312000006,1645.1868312000006,1645.1868312000006,1645.1868312000006,1645.1868312000006,1645.1868312000006,1656.9896192000015,['l'],1,[11.790382000006502],[None],1656.9905424000026,1657.00472859999,1657.00472859999,1657.00472859999,1662.4391389999946,1,5.431830899993656,1,5.431830899993656,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,2,2,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[6.517633900002693],[None],5,1.4832434999989346,,,,,0,2,2,13,1662.5074902999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.4859009999927,1662.5074902999913,1662.5074902999913,1662.5074902999913,1662.5074902999913,1662.5074902999913,1662.5074902999913,1669.0396249999903,['l'],1,[6.517633900002693],[None],1669.0405281999992,1669.0547871000017,1669.0547871000017,1669.0547871000017,1670.5383230000007,5,1.4832434999989346,5,1.4832434999989346,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,3,3,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['r'],1,[2.475700399998459],[None],5,1.2652738000033423,,,,,0,3,3,22,1670.5734745999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.5529829000006,1670.5734745999944,1670.5734745999944,1670.5734745999944,1670.5734745999944,1670.5734745999944,1670.5734745999944,1673.0563411999901,['r'],1,[2.475700399998459],[None],1673.0573356999957,1673.0707818999945,1673.0707818999945,1673.0707818999945,1674.3386133000022,5,1.2652738000033423,5,1.2652738000033423,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,4,4,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['r'],1,[5.422090899999603],[None],5,2.131604800000787,,,,,0,4,4,27,1674.371025799992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.3498328999995,1674.371025799992,1674.371025799992,1674.371025799992,1674.371025799992,1674.371025799992,1674.371025799992,1679.8062389999977,['r'],1,[5.422090899999603],[None],1679.8073078000016,1679.8212587000016,1679.8212587000016,1679.8212587000016,1681.9554591999913,5,2.131604800000787,5,2.131604800000787,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
,,,5,5,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['r'],1,[9.467592799992417],[None],3,2.647670799997286,,,,,0,5,5,0,1682.0217014999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.0024135999993,1682.0217014999944,1682.0217014999944,1682.0217014999944,1682.0217014999944,1682.0217014999944,1682.0217014999944,1691.4903011999995,['r'],1,[9.467592799992417],[None],1691.491354400001,1691.5047095999907,1691.5047095999907,1691.5047095999907,1694.1547464000032,3,2.647670799997286,3,2.647670799997286,,,,,,sub38_AB,001,2026-01-19_16h07.42.428,recognitionstage,,2025.1.1,60.111000976379266,2026-01-19 16h09.24.842988 +0530,
