path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,text.stopped,ISI.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.0196948999655433,0.022085400007199496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022107900003902614,0.038688400003593415,0.038688400003593415,10.94085349998204,space,10.89815310004633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.940901800000574,10.955967499990948,10.955967499990948,19.15611759998137,space,8.188565999967977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
abrupt_videos\abrupt_20.mp4,35,0,44,44,0,,,,,,,,,,0,44,44,22,,,,,1503.405048399989,,,,,,,,,,,,,,,,,,,,,,,,1503.3456058999873,1503.405048399989,1503.405048399989,1539.5041293000104,1539.347525099991,None,0,1,1539.482809899957,1539.5041293000104,1503.405048399989,1541.9914244000101,1.575069100013934,None,1541.9915253999643,1542.006240699964,1542.006240699964,1568.3071533999755,space,26.298871900013182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,0,0,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['l'],1,[5.646195399982389],[None],5,7.182239199988544,,,,,0,0,0,15,1568.3707139999606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.3556454000063,1568.3707139999606,1568.3707139999606,1568.3707139999606,1568.3707139999606,1568.3707139999606,1568.3707139999606,1574.023184699996,['l'],1,[5.646195399982389],[None],1574.0238835999626,1574.0381608000025,1574.0381608000025,1574.0381608000025,1581.2234174999758,5,7.182239199988544,5,7.182239199988544,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,1,1,0,25,frames\Vid25_BB_T.png,frames\Vid25_L.png,['r'],1,[3.8422277999925427],[None],5,1.1312820999883115,,,,,0,1,1,24,1581.2705237999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.2555027999915,1581.2705237999908,1581.2705237999908,1581.2705237999908,1581.2705237999908,1581.2705237999908,1581.2705237999908,1585.124038799957,['r'],1,[3.8422277999925427],[None],1585.125386699976,1585.1387146000052,1585.1387146000052,1585.1387146000052,1586.2722460000077,5,1.1312820999883115,5,1.1312820999883115,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,2,2,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['r'],1,[4.6384851999464445],[None],5,1.1474864999763668,,,,,0,2,2,8,1586.3224489999702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.3086578999646,1586.3224489999702,1586.3224489999702,1586.3224489999702,1586.3224489999702,1586.3224489999702,1586.3224489999702,1590.9742241000058,['r'],1,[4.6384851999464445],[None],1590.975156600005,1590.9883242999786,1590.9883242999786,1590.9883242999786,1592.13985159999,5,1.1474864999763668,5,1.1474864999763668,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,3,3,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[6.6028034999617375],[None],5,1.0813579000532627,,,,,0,3,3,31,1592.1740665999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.1513201000053,1592.1740665999823,1592.1740665999823,1592.1740665999823,1592.1740665999823,1592.1740665999823,1592.1740665999823,1598.7905344999745,['l'],1,[6.6028034999617375],[None],1598.7913456999813,1598.8054742999957,1598.8054742999957,1598.8054742999957,1599.8895640999544,5,1.0813579000532627,5,1.0813579000532627,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,4,4,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['l'],1,[3.5581256999867037],[None],4,3.0981643000268377,,,,,0,4,4,4,1599.9387880999711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.91747819999,1599.9387880999711,1599.9387880999711,1599.9387880999711,1599.9387880999711,1599.9387880999711,1599.9387880999711,1603.5069095999934,['l'],1,[3.5581256999867037],[None],1603.5077566999826,1603.5219501999673,1603.5219501999673,1603.5219501999673,1606.6233199999551,4,3.0981643000268377,4,3.0981643000268377,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,5,5,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['l'],1,[16.32673839997733],[None],4,3.1140505999792367,,,,,0,5,5,38,1606.6582386000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.6345272999606,1606.6582386000082,1606.6582386000082,1606.6582386000082,1606.6582386000082,1606.6582386000082,1606.6582386000082,1622.9913325000089,['l'],1,[16.32673839997733],[None],1622.992833199969,1623.0206394999987,1623.0206394999987,1623.0206394999987,1626.1228876999812,4,3.1140505999792367,4,3.1140505999792367,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,6,6,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['l'],1,[4.165889199997764],[None],5,1.8150757000548765,,,,,0,6,6,21,1626.155119300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.1384236000013,1626.155119300005,1626.155119300005,1626.155119300005,1626.155119300005,1626.155119300005,1626.155119300005,1630.3239661999978,['l'],1,[4.165889199997764],[None],1630.3253187999944,1630.3388227999676,1630.3388227999676,1630.3388227999676,1632.1563191000023,5,1.8150757000548765,5,1.8150757000548765,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,7,7,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['l'],1,[4.330937300052028],[None],5,1.0966442999779247,,,,,0,7,7,2,1632.2059892999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.19636609999,1632.2059892999823,1632.2059892999823,1632.2059892999823,1632.2059892999823,1632.2059892999823,1632.2059892999823,1636.5418624999584,['l'],1,[4.330937300052028],[None],1636.5431771999574,1636.5703457999625,1636.5703457999625,1636.5703457999625,1637.656162899977,5,1.0966442999779247,5,1.0966442999779247,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,8,8,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['r'],1,[5.684326299990062],[None],5,0.9318792999838479,,,,,0,8,8,1,1637.7085967999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.6939550999668,1637.7085967999883,1637.7085967999883,1637.7085967999883,1637.7085967999883,1637.7085967999883,1637.7085967999883,1643.4066206999705,['r'],1,[5.684326299990062],[None],1643.4074798999936,1643.4220791999833,1643.4220791999833,1643.4220791999833,1644.356091499969,5,0.9318792999838479,5,0.9318792999838479,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
,,,9,9,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['r'],1,[5.815532099979464],[None],5,0.9651581000071019,,,,,0,9,9,11,1644.4253560999641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.3999711999786,1644.4253560999641,1644.4253560999641,1644.4253560999641,1644.4253560999641,1644.4253560999641,1644.4253560999641,1650.256588999997,['r'],1,[5.815532099979464],[None],1650.257327499974,1650.2722600999987,1650.2722600999987,1650.2722600999987,1651.2393608999555,5,0.9651581000071019,5,0.9651581000071019,,,,,,sub114_AB,001,2026-01-31_18h01.29.246,recognitionstage,,2025.1.1,60.529390045751434,2026-01-31 18h02.45.286196 +0530,
