path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,7,7,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['r'],1,[8.740463099995395],[None],4,1.8148011000012048,,,,,0,7,7,38,1675.0582943999907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.049250799988,1675.0582943999907,1675.0582943999907,1675.0582943999907,1675.0582943999907,1675.0582943999907,1675.0582943999907,1683.8069440999825,['r'],1,[8.740463099995395],[None],1683.8078311999852,1683.8216912999924,1683.8216912999924,1683.8216912999924,1685.6388532999845,4,1.8148011000012048,4,1.8148011000012048,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,8,8,0,22,frames\Vid22_EM_T.png,frames\Vid22_L.png,['r'],1,[12.215386900003068],[None],5,1.747276799986139,,,,,0,8,8,21,1685.6711741999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.6525395000062,1685.6711741999898,1685.6711741999898,1685.6711741999898,1685.6711741999898,1685.6711741999898,1685.6711741999898,1697.8912765999848,['r'],1,[12.215386900003068],[None],1697.892138299998,1697.9054381999886,1697.9054381999886,1697.9054381999886,1699.6560198999941,5,1.747276799986139,5,1.747276799986139,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,9,9,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],1,[8.782290000002831],[None],2,2.71412849999615,,,,,0,9,9,18,1699.6882021999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.6694372000056,1699.6882021999918,1699.6882021999918,1699.6882021999918,1699.6882021999918,1699.6882021999918,1699.6882021999918,1708.4740142000082,['r'],1,[8.782290000002831],[None],1708.4750755999994,1708.4883136999852,1708.4883136999852,1708.4883136999852,1711.206257999991,2,2.71412849999615,2,2.71412849999615,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,10,10,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[4.224151700007496],[None],5,3.063826000026893,,,,,0,10,10,25,1711.238519799983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.2215715000057,1711.238519799983,1711.238519799983,1711.238519799983,1711.238519799983,1711.238519799983,1711.238519799983,1715.4738432999875,['r'],1,[4.224151700007496],[None],1715.4752359999984,1715.4888937000069,1715.4888937000069,1715.4888937000069,1718.5563398000086,5,3.063826000026893,5,3.063826000026893,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,11,11,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['l'],1,[2.538351800001692],[None],5,1.0810395000153221,,,,,0,11,11,31,1718.588156599988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.568157600006,1718.588156599988,1718.588156599988,1718.588156599988,1718.588156599988,1718.588156599988,1718.588156599988,1721.1408209000074,['l'],1,[2.538351800001692],[None],1721.1419339999848,1721.1547012999945,1721.1547012999945,1721.1547012999945,1722.2393909000093,5,1.0810395000153221,5,1.0810395000153221,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,12,12,0,12,frames\Vid12_EM_T.png,frames\Vid12_L.png,['l'],1,[4.932954200019594],[None],5,1.5150727999862283,,,,,0,12,12,11,1722.3055787000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.2855467000045,1722.3055787000048,1722.3055787000048,1722.3055787000048,1722.3055787000048,1722.3055787000048,1722.3055787000048,1727.240714799991,['l'],1,[4.932954200019594],[None],1727.2416606000043,1727.2552283999976,1727.2552283999976,1727.2552283999976,1728.7722518999944,5,1.5150727999862283,5,1.5150727999862283,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,13,13,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[5.749617699999362],[None],5,0.8820334000047296,,,,,0,13,13,5,1728.8416174000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.818407099985,1728.8416174000013,1728.8416174000013,1728.8416174000013,1728.8416174000013,1728.8416174000013,1728.8416174000013,1734.606720699987,['l'],1,[5.749617699999362],[None],1734.607641599985,1734.621738899994,1734.621738899994,1734.621738899994,1735.5052495999844,5,0.8820334000047296,5,0.8820334000047296,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,14,14,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],1,[10.695873799995752],[None],4,1.0478069999953732,,,,,0,14,14,39,1735.5266669999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.5133454999886,1735.5266669999983,1735.5266669999983,1735.5266669999983,1735.5266669999983,1735.5266669999983,1735.5266669999983,1746.2237535000022,['r'],1,[10.695873799995752],[None],1746.224740000005,1746.2381670000032,1746.2381670000032,1746.2381670000032,1747.2893821999896,4,1.0478069999953732,4,1.0478069999953732,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,15,15,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['r'],1,[5.324697700008983],[None],3,1.3640943000209518,,,,,0,15,15,35,1747.321823300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.3041626999911,1747.321823300008,1747.321823300008,1747.321823300008,1747.321823300008,1747.321823300008,1747.321823300008,1752.6571536999836,['r'],1,[5.324697700008983],[None],1752.6582557999936,1752.6718419999816,1752.6718419999816,1752.6718419999816,1754.039500999992,3,1.3640943000209518,3,1.3640943000209518,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,16,16,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[4.941192099999171],[None],3,2.3808594000001904,,,,,0,16,16,9,1754.1056538999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.0831703000003,1754.1056538999837,1754.1056538999837,1754.1056538999837,1754.1056538999837,1754.1056538999837,1754.1056538999837,1759.058382999996,['l'],1,[4.941192099999171],[None],1759.0595899999898,1759.0863807999995,1759.0863807999995,1759.0863807999995,1761.4558329999854,3,2.3808594000001904,3,2.3808594000001904,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,17,17,0,3,frames\Vid3_BB_T.png,frames\Vid3_L.png,['r'],1,[4.25802670000121],[None],5,1.3818023000203539,,,,,0,17,17,2,1761.5086379999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761.4944583000033,1761.5086379999993,1761.5086379999993,1761.5086379999993,1761.5086379999993,1761.5086379999993,1761.5086379999993,1765.77340179999,['r'],1,[4.25802670000121],[None],1765.7745511000103,1765.7885959999985,1765.7885959999985,1765.7885959999985,1767.1719105000084,5,1.3818023000203539,5,1.3818023000203539,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,18,18,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['r'],0,[5.838423800014425],[None],2,2.9646158999821637,,,,,0,18,18,4,1767.224291599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.199793799984,1767.224291599996,1767.224291599996,1767.224291599996,1767.224291599996,1767.224291599996,1767.224291599996,1773.074709699984,['r'],0,[5.838423800014425],[None],1773.0757494999852,1773.0881373999873,1773.0881373999873,1773.0881373999873,1776.0557291999867,2,2.9646158999821637,2,2.9646158999821637,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,19,19,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['l'],1,[3.3966420000069775],[None],5,2.114166400016984,,,,,0,19,19,36,1776.090124999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.070159099996,1776.090124999988,1776.090124999988,1776.090124999988,1776.090124999988,1776.090124999988,1776.090124999988,1779.4906721999869,['l'],1,[3.3966420000069775],[None],1779.4918729999918,1779.505235699995,1779.505235699995,1779.505235699995,1781.6221011999878,5,2.114166400016984,5,2.114166400016984,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,20,20,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],1,[5.16654540001764],[None],5,0.5644528999982867,,,,,0,20,20,6,1781.6720028999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.6652778999996,1781.6720028999844,1781.6720028999844,1781.6720028999844,1781.6720028999844,1781.6720028999844,1781.6720028999844,1786.8403766999836,['r'],1,[5.16654540001764],[None],1786.8415307999821,1786.8549319999875,1786.8549319999875,1786.8549319999875,1787.42261899999,5,0.5644528999982867,5,0.5644528999982867,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,21,21,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['l'],1,[5.852370199980214],[None],4,1.7313558000023477,,,,,0,21,21,19,1787.442247400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.428851500008,1787.442247400002,1787.442247400002,1787.442247400002,1787.442247400002,1787.442247400002,1787.442247400002,1793.3067138000042,['l'],1,[5.852370199980214],[None],1793.3076348000031,1793.322243100003,1793.322243100003,1793.322243100003,1795.0561342999863,4,1.7313558000023477,4,1.7313558000023477,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,22,22,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['r'],0,[6.741560399997979],[None],3,1.6146888000075705,,,,,0,22,22,37,1795.0730951000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0653261999832,1795.0730951000005,1795.0730951000005,1795.0730951000005,1795.0730951000005,1795.0730951000005,1795.0730951000005,1801.8242659999814,['r'],0,[6.741560399997979],[None],1801.8252833999868,1801.8380220999825,1801.8380220999825,1801.8380220999825,1803.4563959999941,3,1.6146888000075705,3,1.6146888000075705,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,23,23,0,8,frames\Vid8_BB_T.png,frames\Vid8_L.png,['l'],0,[4.228965900023468],[None],5,1.6136132999963593,,,,,0,23,23,7,1803.505838299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.494406199985,1803.505838299985,1803.505838299985,1803.505838299985,1803.505838299985,1803.505838299985,1803.505838299985,1807.741494499991,['l'],0,[4.228965900023468],[None],1807.742677400005,1807.7695531999925,1807.7695531999925,1807.7695531999925,1809.3719932000095,5,1.6136132999963593,5,1.6136132999963593,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,24,24,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['r'],1,[8.229318500001682],[None],2,1.0136791999975685,,,,,0,24,24,17,1809.393221699982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809.3824061999912,1809.393221699982,1809.393221699982,1809.393221699982,1809.393221699982,1809.393221699982,1809.393221699982,1817.6248090000008,['r'],1,[8.229318500001682],[None],1817.6258300000045,1817.653436099994,1817.653436099994,1817.653436099994,1818.6558797000034,2,1.0136791999975685,2,1.0136791999975685,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,25,25,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],1,[4.924622399994405],[None],4,2.081368499988457,,,,,0,25,25,29,1818.6739850000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.6647404999821,1818.6739850000013,1818.6739850000013,1818.6739850000013,1818.6739850000013,1818.6739850000013,1818.6739850000013,1823.6067658999818,['r'],1,[4.924622399994405],[None],1823.6074593999947,1823.6216060000006,1823.6216060000006,1823.6216060000006,1825.705719199992,4,2.081368499988457,4,2.081368499988457,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,26,26,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],0,[6.251274400012335],[None],3,1.3806748999923002,,,,,0,26,26,12,1825.7552094999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.7384682999982,1825.7552094999992,1825.7552094999992,1825.7552094999992,1825.7552094999992,1825.7552094999992,1825.7552094999992,1832.0075507999863,['l'],0,[6.251274400012335],[None],1832.0084252000088,1832.0213449999865,1832.0213449999865,1832.0213449999865,1833.4060929999978,3,1.3806748999923002,3,1.3806748999923002,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,27,27,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['r'],1,[10.094069799990393],[None],3,0.9478101000131574,,,,,0,27,27,32,1833.4404956999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.4167312000063,1833.4404956999933,1833.4404956999933,1833.4404956999933,1833.4404956999933,1833.4404956999933,1833.4404956999933,1843.5405755999964,['r'],1,[10.094069799990393],[None],1843.5417125000095,1843.5550853000022,1843.5550853000022,1843.5550853000022,1844.5053845999937,3,0.9478101000131574,3,0.9478101000131574,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,28,28,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[7.666283800004749],[None],4,0.9987621000036597,,,,,0,28,28,13,1844.5721852999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.5524237999925,1844.5721852999995,1844.5721852999995,1844.5721852999995,1844.5721852999995,1844.5721852999995,1844.5721852999995,1852.2404009999882,['l'],1,[7.666283800004749],[None],1852.2410915000073,1852.2549489999947,1852.2549489999947,1852.2549489999947,1853.2558449000062,4,0.9987621000036597,4,0.9987621000036597,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,29,29,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[4.810327999992296],[None],5,0.7629021999891847,,,,,0,29,29,1,1853.308237099991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.2949182000011,1853.308237099991,1853.308237099991,1853.308237099991,1853.308237099991,1853.308237099991,1853.308237099991,1858.1244041000027,['l'],1,[4.810327999992296],[None],1858.1260361000022,1858.152755499992,1858.152755499992,1858.152755499992,1858.9055608999915,5,0.7629021999891847,5,0.7629021999891847,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
,,,30,30,0,4,frames\Vid4_EM_T.png,frames\Vid4_L.png,['r'],0,[3.4479602000210434],[None],5,2.2801343000028282,,,,,0,30,30,3,1858.9585137999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.9483267999894,1858.9585137999966,1858.9585137999966,1858.9585137999966,1858.9585137999966,1858.9585137999966,1858.9585137999966,1862.4081016999844,['r'],0,[3.4479602000210434],[None],1862.4089529000048,1862.4215365999844,1862.4215365999844,1862.4215365999844,1864.7064644999919,5,2.2801343000028282,5,2.2801343000028282,,,,,,,,sub159_NB,001,2026-02-03_17h52.27.058,recognitionstage,,2025.1.1,59.65341366990789,2026-02-03 17h53.22.922314 +0530,
