path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.01261740000336431,0.015114199995878153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015137299997149967,0.03147549999994226,0.03147549999994226,27.233735699992394,space,27.199974400005885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.23379009999917,27.24937360000331,27.24937360000331,55.783001999996486,space,28.52624360000482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
abrupt_videos\abrupt_6.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,6,,,,,1536.1309570000012,,,,,,,,,,,,,,,,,,,,,,,,1536.0812238999933,1536.1309570000012,1536.1309570000012,1567.5306192999997,1567.3819532999914,None,0,1,1567.5175735999946,1567.5306192999997,1570.0165286999982,1570.031945900002,2.1633811999927275,None,1570.0166094000015,1570.031945900002,1570.031945900002,1602.733763600001,space,32.69585209999059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,0,0,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['l'],1,[5.364167399995495],[None],4,4.715406500006793,,,,,0,0,0,28,1602.7632862000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.7541415000014,1602.7632862000028,1602.7632862000028,1602.7632862000028,1602.7632862000028,1602.7632862000028,1602.7632862000028,1608.1327891999972,['l'],1,[5.364167399995495],[None],1608.1337038999918,1608.1480673999904,1608.1480673999904,1608.1480673999904,1612.8654062999994,4,4.715406500006793,4,4.715406500006793,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,1,1,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['l'],1,[6.390341999998782],[None],5,1.7982546999992337,,,,,0,1,1,20,1612.8969367999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.8836673999904,1612.8969367999962,1612.8969367999962,1612.8969367999962,1612.8969367999962,1612.8969367999962,1612.8969367999962,1619.2994973000023,['l'],1,[6.390341999998782],[None],1619.3004177999974,1619.3146848999895,1619.3146848999895,1619.3146848999895,1621.1154094999947,5,1.7982546999992337,5,1.7982546999992337,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,2,2,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['r'],0,[10.642154400004074],[None],4,2.3810186000046087,,,,,0,2,2,6,1621.1654675000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.1579972999898,1621.1654675000027,1621.1654675000027,1621.1654675000027,1621.1654675000027,1621.1654675000027,1621.1654675000027,1631.8185618999996,['r'],0,[10.642154400004074],[None],1631.8199860000022,1631.8461982000008,1631.8461982000008,1631.8461982000008,1634.2147186999937,4,2.3810186000046087,4,2.3810186000046087,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,3,3,0,28,frames\Vid28_EM_T.png,frames\Vid28_L.png,['l'],1,[3.3367190999997547],[None],5,1.6460495999926934,,,,,0,3,3,27,1634.246918299992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.2353973999998,1634.246918299992,1634.246918299992,1634.246918299992,1634.246918299992,1634.246918299992,1634.246918299992,1637.6013551999931,['l'],1,[3.3367190999997547],[None],1637.602736300003,1637.6143856999988,1637.6143856999988,1637.6143856999988,1639.265161599993,5,1.6460495999926934,5,1.6460495999926934,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,4,4,0,19,frames\Vid19_BB_T.png,frames\Vid19_L.png,['r'],0,[10.796790500011411],[None],2,1.7627053000032902,,,,,0,4,4,18,1639.2828018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.2756250999955,1639.2828018,1639.2828018,1639.2828018,1639.2828018,1639.2828018,1639.2828018,1650.0845509999926,['r'],0,[10.796790500011411],[None],1650.085804199989,1650.113058499992,1650.113058499992,1650.113058499992,1651.8658460000006,2,1.7627053000032902,2,1.7627053000032902,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
,,,5,5,0,40,frames\Vid40_EM_T.png,frames\Vid40_L.png,['r'],1,[3.3721977999957744],[None],4,3.3142568999901414,,,,,0,5,5,39,1651.8831925999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.874783799998,1651.8831925999984,1651.8831925999984,1651.8831925999984,1651.8831925999984,1651.8831925999984,1651.8831925999984,1655.2672384000034,['r'],1,[3.3721977999957744],[None],1655.268310799991,1655.2809882000001,1655.2809882000001,1655.2809882000001,1658.599263199998,4,3.3142568999901414,4,3.3142568999901414,,,,,,sub33_AB,001,2026-01-19_10h23.37.172,recognitionstage,,2025.1.1,60.09846532148611,2026-01-19 10h24.52.137843 +0530,
