path,duration,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,key_resp_6.started,movie_2.stopped,key_resp_6.stopped,Videos.stopped,movie.key_resp_6.keys,ISI.started,text.started,ISI.stopped,text.stopped,movie.key_resp_6.rt,movie.key_resp_6.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.005186799999137293,0.06549199999972188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06551930000023276,0.07217370000034862,0.07217370000034862,10.608602399999654,space,10.52546959999927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.608651200000168,10.625257499999861,10.625257499999861,16.926786500000162,space,6.284781600001224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
Trimmed_videos/natural_17.mp4,28,44,44,0,,,,,,,,,,0,44,44,19,,,,,1496.6240225000001,,,,,,,,,,,,,,,,,,,,,,,,1496.5724565,1496.6240225000001,1496.6240225000001,1524.8896786999994,1524.8896786999994,1524.7402659999989,None,1524.8756033999998,1524.8896786999994,1527.3757143000003,1456.0905726,5.627148900000975,None,1527.375797499999,1527.3914561000001,1527.3914561000001,1570.6431137,space,43.238454000000274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,0,0,0,20,frames\Vid20_EM_T.png,frames\Vid20_L.png,['r'],1,[6.54069410000011],[None],5,4.995990100000199,,,,,0,0,0,19,1570.6893956999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.6705822999993,1570.6893956999993,1570.6893956999993,1570.6893956999993,1570.6893956999993,1570.6893956999993,1570.6893956999993,1577.2441781999987,['r'],1,[6.54069410000011],[None],1577.2456442000002,1577.272356399999,1577.272356399999,1577.272356399999,1582.2584529999986,5,4.995990100000199,5,4.995990100000199,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,1,1,0,39,frames\Vid39_BB_T.png,frames\Vid39_L.png,['r'],1,[6.684073200000057],[None],5,2.2644118999996863,,,,,0,1,1,38,1582.2896395999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.2837963999991,1582.2896395999996,1582.2896395999996,1582.2896395999996,1582.2896395999996,1582.2896395999996,1582.2896395999996,1588.9768148999992,['r'],1,[6.684073200000057],[None],1588.9777182999987,1588.9906125999987,1588.9906125999987,1588.9906125999987,1591.2580491999997,5,2.2644118999996863,5,2.2644118999996863,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,2,2,0,32,frames\Vid32_EM_T.png,frames\Vid32_L.png,['r'],1,[3.76265500000045],[None],5,2.1975036000003456,,,,,0,2,2,31,1591.2912249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.2842306000002,1591.2912249,1591.2912249,1591.2912249,1591.2912249,1591.2912249,1591.2912249,1595.0599598999997,['r'],1,[3.76265500000045],[None],1595.0609906999998,1595.0743834999994,1595.0743834999994,1595.0743834999994,1597.2752727999996,5,2.1975036000003456,5,2.1975036000003456,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,3,3,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['r'],1,[4.050021900000502],[None],5,1.698743499999182,,,,,0,3,3,28,1597.3079347000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.3009520999985,1597.3079347000003,1597.3079347000003,1597.3079347000003,1597.3079347000003,1597.3079347000003,1597.3079347000003,1601.3597950999992,['r'],1,[4.050021900000502],[None],1601.3606093999988,1601.3738106,1601.3738106,1601.3738106,1603.0747768,5,1.698743499999182,5,1.698743499999182,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,4,4,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[5.343263199998546],[None],5,2.98283629999969,,,,,0,4,4,1,1603.1585563999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.1368012000003,1603.1585563999997,1603.1585563999997,1603.1585563999997,1603.1585563999997,1603.1585563999997,1603.1585563999997,1608.5084657999996,['l'],1,[5.343263199998546],[None],1608.5090693000002,1608.5240845999997,1608.5240845999997,1608.5240845999997,1611.5088032999993,5,2.98283629999969,5,2.98283629999969,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
,,5,5,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['r'],1,[2.815817999999126],[None],5,1.862947499999791,,,,,0,5,5,4,1611.5901288999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.5749111999994,1611.5901288999994,1611.5901288999994,1611.5901288999994,1611.5901288999994,1611.5901288999994,1611.5901288999994,1614.4110072000003,['r'],1,[2.815817999999126],[None],1614.4124241999998,1614.439072199999,1614.439072199999,1614.439072199999,1616.2922706999998,5,1.862947499999791,5,1.862947499999791,,,,,,,,sub22_NB,001,2026-01-18_16h08.05.480,recognitionstage,,2025.1.1,60.1975563406157,2026-01-18 16h09.49.887445 +0530,
