path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,text_6.stopped,key_resp_4.stopped,thank_you.stopped,key_resp_4.keys,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.014235599985113367,0.016666100011207163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016687900002580136,0.033240599994314834,0.033240599994314834,10.067972399992868,space,10.027769900014391,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.068030900001759,10.082557299989276,10.082557299989276,18.10309910000069,space,8.01056399999652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
abrupt_videos\abrupt_10.mp4,39,0,44,44,0,,,,,,,,,,0,44,44,11,,,,,1489.5327618999872,,,,,,,,,,,,,,,,,,,,,,,,1489.4741846999968,1489.5327618999872,1489.5327618999872,1529.0652255000023,1528.9096550999966,None,0,1,1529.0462916000106,1529.0652255000023,1531.5524742999987,1489.5327618999872,3.379791600018507,None,1531.5525728999928,1531.567857099988,1531.567857099988,1557.901768199983,space,26.333446999982698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,0,0,0,30,frames\Vid30_EM_T.png,frames\Vid30_L.png,['r'],1,[4.82589849998476],[None],5,8.863944200013066,,,,,0,0,0,29,1557.93159990001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.9217795000004,1557.93159990001,1557.93159990001,1557.93159990001,1557.93159990001,1557.93159990001,1557.93159990001,1562.7688597000088,['r'],1,[4.82589849998476],[None],1562.7701483999845,1562.7977775000036,1562.7977775000036,1562.7977775000036,1571.650470099994,5,8.863944200013066,5,8.863944200013066,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,1,1,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['l'],1,[4.283556999987923],[None],5,1.7628723999951035,,,,,0,1,1,28,1571.6817642000096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.6658072999853,1571.6817642000096,1571.6817642000096,1571.6817642000096,1571.6817642000096,1571.6817642000096,1571.6817642000096,1575.9699951999937,['l'],1,[4.283556999987923],[None],1575.9713462000072,1575.9828877999971,1575.9828877999971,1575.9828877999971,1577.7499085000018,5,1.7628723999951035,5,1.7628723999951035,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,2,2,0,16,frames\Vid16_EM_T.png,frames\Vid16_L.png,['r'],1,[6.236855300026946],[None],5,1.3647982999973465,,,,,0,2,2,15,1577.8003687000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.787882100005,1577.8003687000019,1577.8003687000019,1577.8003687000019,1577.8003687000019,1577.8003687000019,1577.8003687000019,1584.051954800001,['r'],1,[6.236855300026946],[None],1584.0529936999956,1584.0661007000017,1584.0661007000017,1584.0661007000017,1585.4336563000106,5,1.3647982999973465,5,1.3647982999973465,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,3,3,0,13,frames\Vid13_BB_T.png,frames\Vid13_L.png,['l'],1,[9.018692599987844],[None],3,3.3978951000026427,,,,,0,3,3,12,1585.4985591000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.4782529000076,1585.4985591000004,1585.4985591000004,1585.4985591000004,1585.4985591000004,1585.4985591000004,1585.4985591000004,1594.518805300002,['l'],1,[9.018692599987844],[None],1594.5199953999836,1594.5327434999926,1594.5327434999926,1594.5327434999926,1597.9332152999996,3,3.3978951000026427,3,3.3978951000026427,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,4,4,0,17,frames\Vid17_BB_T.png,frames\Vid17_L.png,['r'],1,[2.748061799997231],[None],5,2.2474436000047717,,,,,0,4,4,16,1597.969156600011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.9572543000104,1597.969156600011,1597.969156600011,1597.969156600011,1597.969156600011,1597.969156600011,1597.969156600011,1600.7190604000061,['r'],1,[2.748061799997231],[None],1600.7198805999942,1600.7327253999829,1600.7327253999829,1600.7327253999829,1602.983773999993,5,2.2474436000047717,5,2.2474436000047717,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,5,5,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[4.4343589000054635],[None],5,1.3479503999988083,,,,,0,5,5,5,1603.0347977000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603.026055800001,1603.0347977000056,1603.0347977000056,1603.0347977000056,1603.0347977000056,1603.0347977000056,1603.0347977000056,1607.485510700004,['l'],1,[4.4343589000054635],[None],1607.486713499995,1607.499439999985,1607.499439999985,1607.499439999985,1608.8507313999871,5,1.3479503999988083,5,1.3479503999988083,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,6,6,0,9,frames\Vid9_EM_T.png,frames\Vid9_L.png,['l'],1,[3.6939990000100806],[None],5,1.4475441999966279,,,,,0,6,6,8,1608.9033734000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.8882610999863,1608.9033734000113,1608.9033734000113,1608.9033734000113,1608.9033734000113,1608.9033734000113,1608.9033734000113,1612.6022550000052,['l'],1,[3.6939990000100806],[None],1612.603398200008,1612.6165017999883,1612.6165017999883,1612.6165017999883,1614.0667022999842,5,1.4475441999966279,5,1.4475441999966279,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,7,7,0,1,frames\Vid1_EM_T.png,frames\Vid1_L.png,['l'],1,[3.3656170000031125],[None],5,1.2817938999796752,,,,,0,7,7,0,1614.1358020000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.1105801000085,1614.1358020000043,1614.1358020000043,1614.1358020000043,1614.1358020000043,1614.1358020000043,1614.1358020000043,1617.5018733000034,['l'],1,[3.3656170000031125],[None],1617.5029077999934,1617.5166975999891,1617.5166975999891,1617.5166975999891,1618.8002140999888,5,1.2817938999796752,5,1.2817938999796752,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,8,8,0,33,frames\Vid33_BB_T.png,frames\Vid33_L.png,['l'],1,[3.263661500008311],[None],5,1.0831844000204,,,,,0,8,8,32,1618.8215744000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.8095182999969,1618.8215744000045,1618.8215744000045,1618.8215744000045,1618.8215744000045,1618.8215744000045,1618.8215744000045,1622.1010626000061,['l'],1,[3.263661500008311],[None],1622.1018084000098,1622.1165295999963,1622.1165295999963,1622.1165295999963,1623.2000038999831,5,1.0831844000204,5,1.0831844000204,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,9,9,0,7,frames\Vid7_EM_T.png,frames\Vid7_L.png,['l'],1,[4.10729009998613],[None],5,1.1652138000063132,,,,,0,9,9,6,1623.2499463999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.2412885999947,1623.2499463999993,1623.2499463999993,1623.2499463999993,1623.2499463999993,1623.2499463999993,1623.2499463999993,1627.3684136999946,['l'],1,[4.10729009998613],[None],1627.369281899999,1627.3828574999934,1627.3828574999934,1627.3828574999934,1628.549934699986,5,1.1652138000063132,5,1.1652138000063132,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,10,10,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['l'],1,[3.4678546999930404],[None],5,1.5974216000176966,,,,,0,10,10,22,1628.5853437999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.5640529000084,1628.5853437999904,1628.5853437999904,1628.5853437999904,1628.5853437999904,1628.5853437999904,1628.5853437999904,1632.069392800011,['l'],1,[3.4678546999930404],[None],1632.0704843999993,1632.0828565999982,1632.0828565999982,1632.0828565999982,1633.6832873999956,5,1.5974216000176966,5,1.5974216000176966,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,11,11,0,14,frames\Vid14_BB_T.png,frames\Vid14_L.png,['l'],1,[3.3345931000076234],[None],5,1.2151126000098884,,,,,0,11,11,13,1633.7506894000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.7291984999902,1633.7506894000107,1633.7506894000107,1633.7506894000107,1633.7506894000107,1633.7506894000107,1633.7506894000107,1637.1015451999847,['l'],1,[3.3345931000076234],[None],1637.1021965999971,1637.1163814000029,1637.1163814000029,1637.1163814000029,1638.333650399989,5,1.2151126000098884,5,1.2151126000098884,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,12,12,0,27,frames\Vid27_BB_T.png,frames\Vid27_L.png,['l'],1,[3.899443299975246],[None],4,5.381567499978701,,,,,0,12,12,26,1638.3538142000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.3419206999824,1638.3538142000034,1638.3538142000034,1638.3538142000034,1638.3538142000034,1638.3538142000034,1638.3538142000034,1642.2682243000017,['l'],1,[3.899443299975246],[None],1642.2690942999907,1642.2827105000033,1642.2827105000033,1642.2827105000033,1647.6673631999874,4,5.381567499978701,4,5.381567499978701,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,13,13,0,36,frames\Vid36_BB_T.png,frames\Vid36_L.png,['l'],1,[7.353448500012746],[None],5,0.966190999984974,,,,,0,13,13,35,1647.699827000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.6802427000075,1647.699827000004,1647.699827000004,1647.699827000004,1647.699827000004,1647.699827000004,1647.699827000004,1655.0673419999948,['l'],1,[7.353448500012746],[None],1655.0680420999997,1655.0832194999966,1655.0832194999966,1655.0832194999966,1656.0507667000056,5,0.966190999984974,5,0.966190999984974,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,14,14,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[6.1222276000189595],[None],3,2.9152069999836385,,,,,0,14,14,20,1656.0829840000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0645879000076,1656.0829840000079,1656.0829840000079,1656.0829840000079,1656.0829840000079,1656.0829840000079,1656.0829840000079,1662.21838820001,['r'],1,[6.1222276000189595],[None],1662.219473300007,1662.2332773999951,1662.2332773999951,1662.2332773999951,1665.1501373999927,3,2.9152069999836385,3,2.9152069999836385,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,15,15,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[4.5086582000076305],[None],5,1.5643206000095233,,,,,0,15,15,1,1665.200672100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.1896086999914,1665.200672100007,1665.200672100007,1665.200672100007,1665.200672100007,1665.200672100007,1665.200672100007,1669.7190138000005,['l'],1,[4.5086582000076305],[None],1669.7200752999925,1669.7329133999883,1669.7329133999883,1669.7329133999883,1671.3002478999842,5,1.5643206000095233,5,1.5643206000095233,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,16,16,0,38,frames\Vid38_EM_T.png,frames\Vid38_L.png,['l'],1,[13.493273600004613],[None],5,1.8982052999781445,,,,,0,16,16,37,1671.3359104999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.3108332999982,1671.3359104999981,1671.3359104999981,1671.3359104999981,1671.3359104999981,1671.3359104999981,1671.3359104999981,1684.8345036999963,['l'],1,[13.493273600004613],[None],1684.8356496999913,1684.8501299000054,1684.8501299000054,1684.8501299000054,1686.750927999994,5,1.8982052999781445,5,1.8982052999781445,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,17,17,0,37,frames\Vid37_BB_T.png,frames\Vid37_L.png,['r'],1,[2.510557500005234],[None],5,4.880854499991983,,,,,0,17,17,36,1686.7827874000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.7645686999895,1686.7827874000068,1686.7827874000068,1686.7827874000068,1686.7827874000068,1686.7827874000068,1686.7827874000068,1689.3018572999863,['r'],1,[2.510557500005234],[None],1689.3028734999825,1689.3161772000021,1689.3161772000021,1689.3161772000021,1694.2010370999924,5,4.880854499991983,5,4.880854499991983,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,18,18,0,10,frames\Vid10_BB_T.png,frames\Vid10_L.png,['l'],1,[2.0821285999845713],[None],5,1.8137428000045475,,,,,0,18,18,9,1694.267108800006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.2446725000045,1694.267108800006,1694.267108800006,1694.267108800006,1694.267108800006,1694.267108800006,1694.267108800006,1696.3523450999928,['l'],1,[2.0821285999845713],[None],1696.3534586000023,1696.3661670000001,1696.3661670000001,1696.3661670000001,1698.1845615000057,5,1.8137428000045475,5,1.8137428000045475,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
,,,19,19,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[3.807751800020924],[None],5,1.5135397000121884,,,,,0,19,19,14,1698.253530099988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.2349842000112,1698.253530099988,1698.253530099988,1698.253530099988,1698.253530099988,1698.253530099988,1698.253530099988,1702.0692328999867,['r'],1,[3.807751800020924],[None],1702.0704897000105,1702.082827300008,1702.082827300008,1702.082827300008,1703.6004558999848,5,1.5135397000121884,5,1.5135397000121884,,,,,,,,sub90_AB,001,2026-01-29_19h34.57.480,recognitionstage,,2025.1.1,60.18085550390659,2026-01-29 19h35.55.831824 +0530,
