path,duration,is_repeat,thisN,thisTrialN,thisRepN,movie_id,target_img,lure_img,resp.keys,resp.corr,resp.rt,resp.duration,conf_radio.response,conf_radio.rt,movie.thisRepN,movie.thisTrialN,movie.thisN,movie.thisIndex,recogloop.thisRepN,recogloop.thisTrialN,recogloop.thisN,recogloop.thisIndex,thisRow.t,notes,age,gender,handedness,vision,caffeine_2h,alcohol_smoke_12h,demographics.started,demographics.stopped,Instructions.started,text1.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction_2.started,text2.started,key_resp_2.started,instruction_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Videos.started,movie_2.started,vigilance_resp.started,movie_2.stopped,Videos.stopped,movie.vigilance_resp.keys,vigilance_pressed,vigilance_correct,ISI.started,text.started,ISI.stopped,text.stopped,movie.vigilance_resp.rt,movie.vigilance_resp.duration,recognition.started,text_4.started,key_resp_3.started,recognition.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,recognition_task.started,leftimage.started,rightimage.started,resp.started,frames_question.started,right_label.started,left_label.started,recognition_task.stopped,recogloop.resp.keys,recogloop.resp.corr,recogloop.resp.rt,recogloop.resp.duration,confidence.started,conf_text.started,conf_radio.started,conf_label.started,confidence.stopped,recogloop.conf_radio.response,recogloop.conf_radio.rt,confidence,confidence_rt,thank_you.started,text_6.started,key_resp_4.started,thank_you.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,Age (years):,Gender:,Handedness:,Vision:,Caffeine consumed in last 2 hours?,Alcohol or smoking in last 12 hours?,0.007846500026062131,0.010386400041170418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010407499969005585,0.026424800045788288,0.026424800045788288,8.960375800030306,space,8.925052899983712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.960399899980985,8.976265399949625,8.976265399949625,19.06171819998417,space,10.071288399980403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
Trimmed_videos/natural_2.mp4,31,0,44,44,0,,,,,,,,,,0,44,44,1,,,,,1534.72677259997,,,,,,,,,,,,,,,,,,,,,,,,1534.6814125999808,1534.72677259997,1534.72677259997,1566.4925024999538,1566.3496899000602,None,0,1,1566.4848452999722,1566.4925024999538,1568.9785553000402,1568.993714799988,2.520515299984254,None,1568.978628700017,1568.993714799988,1568.993714799988,1602.3790353999939,space,33.3823261000216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,0,0,0,21,frames\Vid21_BB_T.png,frames\Vid21_L.png,['r'],1,[4.095709300017916],[None],4,10.615887799998745,,,,,0,0,0,20,1602.4082215999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.4004910000367,1602.4082215999952,1602.4082215999952,1602.4082215999952,1602.4082215999952,1602.4082215999952,1602.4082215999952,1606.511669300031,['r'],1,[4.095709300017916],[None],1606.5127385000233,1606.5410890999483,1606.5410890999483,1606.5410890999483,1617.143358399975,4,10.615887799998745,4,10.615887799998745,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,1,1,0,26,frames\Vid26_EM_T.png,frames\Vid26_L.png,['r'],1,[8.128883600002155],[None],4,2.9984680000925437,,,,,0,1,1,25,1617.1751753999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.1617954999674,1617.1751753999852,1617.1751753999852,1617.1751753999852,1617.1751753999852,1617.1751753999852,1617.1751753999852,1625.3116658000508,['r'],1,[8.128883600002155],[None],1625.312819099985,1625.3265804999974,1625.3265804999974,1625.3265804999974,1628.3271259999601,4,2.9984680000925437,4,2.9984680000925437,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,2,2,0,2,frames\Vid2_BB_T.png,frames\Vid2_L.png,['l'],1,[5.622394400066696],[None],5,2.215667200041935,,,,,0,2,2,1,1628.3773727000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.3657064000145,1628.3773727000225,1628.3773727000225,1628.3773727000225,1628.3773727000225,1628.3773727000225,1628.3773727000225,1634.011827099952,['l'],1,[5.622394400066696],[None],1634.0126991999568,1634.0265235999832,1634.0265235999832,1634.0265235999832,1636.24367180001,5,2.215667200041935,5,2.215667200041935,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,3,3,0,24,frames\Vid24_BB_T.png,frames\Vid24_L.png,['r'],1,[9.860772900050506],[None],4,2.8491650000214577,,,,,0,3,3,23,1636.2751760999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.2684441000456,1636.2751760999672,1636.2751760999672,1636.2751760999672,1636.2751760999672,1636.2751760999672,1636.2751760999672,1646.144625499961,['r'],1,[9.860772900050506],[None],1646.1455496000126,1646.160100499983,1646.160100499983,1646.160100499983,1649.0101199999917,4,2.8491650000214577,4,2.8491650000214577,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,4,4,0,15,frames\Vid15_BB_T.png,frames\Vid15_L.png,['r'],1,[9.154366899980232],[None],4,2.116330499993637,,,,,0,4,4,14,1649.0772361999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.0618078999687,1649.0772361999843,1649.0772361999843,1649.0772361999843,1649.0772361999843,1649.0772361999843,1649.0772361999843,1658.2439658000367,['r'],1,[9.154366899980232],[None],1658.2449053999735,1658.2600988000631,1658.2600988000631,1658.2600988000631,1660.3767959000543,4,2.116330499993637,4,2.116330499993637,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,5,5,0,5,frames\Vid5_EM_T.png,frames\Vid5_L.png,['r'],1,[6.266270600026473],[None],3,1.7796149000059813,,,,,0,5,5,4,1660.4294713999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.4085553999757,1660.4294713999843,1660.4294713999843,1660.4294713999843,1660.4294713999843,1660.4294713999843,1660.4294713999843,1666.713045099983,['r'],1,[6.266270600026473],[None],1666.7143510000315,1666.726330399979,1666.726330399979,1666.726330399979,1668.511142399977,3,1.7796149000059813,3,1.7796149000059813,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,6,6,0,29,frames\Vid29_BB_T.png,frames\Vid29_L.png,['l'],1,[9.118424399988726],[None],4,1.9477891999995336,,,,,0,6,6,28,1668.5452425000258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.5233340000268,1668.5452425000258,1668.5452425000258,1668.5452425000258,1668.5452425000258,1668.5452425000258,1668.5452425000258,1677.6788218000438,['l'],1,[9.118424399988726],[None],1677.6799262999557,1677.6932793000014,1677.6932793000014,1677.6932793000014,1679.6433574999683,4,1.9477891999995336,4,1.9477891999995336,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,7,7,0,23,frames\Vid23_EM_T.png,frames\Vid23_L.png,['r'],1,[4.68330130004324],[None],4,1.7147982999449596,,,,,0,7,7,22,1679.676300900057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.6591074999887,1679.676300900057,1679.676300900057,1679.676300900057,1679.676300900057,1679.676300900057,1679.676300900057,1684.361695199972,['r'],1,[4.68330130004324],[None],1684.3623936000513,1684.3763708999613,1684.3763708999613,1684.3763708999613,1686.094268899993,4,1.7147982999449596,4,1.7147982999449596,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,8,8,0,35,frames\Vid35_EM_T.png,frames\Vid35_L.png,['l'],1,[4.152893699938431],[None],5,2.232244100072421,,,,,0,8,8,34,1686.1269383999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.1049974999623,1686.1269383999752,1686.1269383999752,1686.1269383999752,1686.1269383999752,1686.1269383999752,1686.1269383999752,1690.2945486999815,['l'],1,[4.152893699938431],[None],1690.2952350999694,1690.3101800000295,1690.3101800000295,1690.3101800000295,1692.5440352000296,5,2.232244100072421,5,2.232244100072421,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,9,9,0,18,frames\Vid18_EM_T.png,frames\Vid18_L.png,['l'],1,[5.967557700001635],[None],4,1.748258400009945,,,,,0,9,9,17,1692.5761995000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692.555593600031,1692.5761995000066,1692.5761995000066,1692.5761995000066,1692.5761995000066,1692.5761995000066,1692.5761995000066,1698.5449717000592,['l'],1,[5.967557700001635],[None],1698.54591970006,1698.559819899965,1698.559819899965,1698.559819899965,1700.310310299974,4,1.748258400009945,4,1.748258400009945,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
,,,10,10,0,6,frames\Vid6_BB_T.png,frames\Vid6_L.png,['l'],1,[6.654819599934854],[None],5,1.9482140000909567,,,,,0,10,10,5,1700.3770624999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.3559474999784,1700.3770624999888,1700.3770624999888,1700.3770624999888,1700.3770624999888,1700.3770624999888,1700.3770624999888,1707.0449628999922,['l'],1,[6.654819599934854],[None],1707.046038600034,1707.0597998000449,1707.0597998000449,1707.0597998000449,1709.010481699952,5,1.9482140000909567,5,1.9482140000909567,,,,,,,,sub51_NB,001,2026-01-26_15h27.29.055,recognitionstage,,2025.1.1,59.97454680401794,2026-01-26 15h28.20.665445 +0530,
