model,term,post_mean,post_sd,OR,z_approx,p_approx,OR_ci_low_approx,OR_ci_high_approx
GLMM_interaction_VB,"C(condition, Treatment('NB'))[T.AB]:C(target_type, Treatment('BB'))[T.EM]",0.11349535134409737,0.08875801872397922,1.1201866815178478,1.2787053268623156,0.2010008431608532,0.9413216643385155,1.333038693347988
