term,coef,se,z_or_t,p,OR,OR_ci_low,OR_ci_high,stable
Intercept,1.7390600416536792,0.07651232129219654,22.729150185004848,2.307582711436107e-114,5.691990673244851,4.899330913596542,6.612894371840421,True
"C(condition, Treatment('NB'))[T.AB]",-0.27853145935153223,0.09688179146365711,-2.874961900926622,0.004040762531503738,0.7568944559665933,0.6259928802320038,0.9151689029764085,True
"C(target_type, Treatment('BB'))[T.EM]",0.3026214830852104,0.0700934856994321,4.317398115751892,1.5787924419369103e-05,1.3534020818951669,1.1796771219432247,1.5527106198863179,True
