model,bp_lm,bp_lm_p,bp_f,bp_f_p,n,r2,resid_n,resid_mean,resid_sd,resid_skew,resid_kurtosis,resid_dagostino_k2,resid_dagostino_p,resid_shapiro_w,resid_shapiro_p,resid_shapiro_n
OLS_surrogate_accuracy,2.6330538141435724,0.4517242311849802,0.8704295416534241,0.4577375434601564,168,0.08300730493312514,168,-7.573307060835889e-16,0.0750782692515095,-0.8890832494407017,1.2279148860396818,24.135938642152645,5.7404708517450914e-06,0.9536126078651104,2.3825018733040956e-05,168
