term,coef,se,z_or_t,p,OR,OR_ci_low,OR_ci_high,stable
Intercept,2.4892116128932518,0.591998643763399,4.204758978954861,2.6136052040045435e-05,12.051770913244164,3.776945417041559,38.45572707775245,True
"C(condition, Treatment('NB'))[T.AB]",-0.2682622661529325,0.09656035229146975,-2.7781823469655165,0.005466393213411367,0.764707197985997,0.6328530204515171,0.9240330372988944,True
"C(target_type, Treatment('BB'))[T.EM]",0.1963963607913256,0.06588918685877726,2.9807070045084822,0.00287583798630552,1.21700918447314,1.0695691753977927,1.3847737847728498,True
"C(gender, Treatment('Female'))[T.Male]",-0.22791795481444116,0.11585584674979889,-1.9672546635186263,0.049153858889960926,0.7961895806776735,0.6344535245678287,0.9991556888449725,True
C(handedness)[T.Right handed],0.3236797235059966,0.24709429259337407,1.309944151719659,0.19021472939305029,1.382204548593871,0.8516188675776621,2.2433620095662836,True
C(vision)[T.Normal],0.055492953211545626,0.09486956421938374,0.5849394763026361,0.558588413538124,1.0570615681569233,0.8777021534366153,1.2730732794710722,True
C(vision)[T.Uncorrected vision difficulty],1.2947469434302301,0.393092541051011,3.293745894970347,0.0009886182754609907,3.6500721825145117,1.6892754688939187,7.886829106853559,True
is_repeat,0.42571586715595794,0.1076212696133946,3.955685234761188,7.63155890450969e-05,1.5306857952318016,1.2395917043912323,1.8901376924550066,True
age,-0.03950070195299183,0.02361335398837608,-1.6728120017358172,0.09436431144182289,0.9612692792245149,0.9177942653254224,1.006803661878604,True
